,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,4,ナリチュウドラゴン,牡5,55,森泰斗,1:55.1,,2.8,2,496(+2),[地] 岡野尚光
1,2,1,2,ジャクソンライヒ,牡7,55,森下博,1:55.2,1/2,36.4,8,486(+1),[地] 久保勇
2,3,7,14,ホノカアボーイ,牡7,57,中野省吾,1:55.2,ハナ,33.2,7,472(-3),[地] 波多野健
3,4,2,3,カシマリュウジン,牡8,56,瀬川将輝,1:55.3,クビ,31.4,6,498(-1),[地] 沢佳宏
4,5,8,15,スパイア,牡6,55,真島大輔,1:55.7,2,66.6,12,529(-15),[地] 宗形竹見
5,6,1,1,テラザインパクト,牡5,55,今野忠成,1:56.0,1.3/4,6.6,3,494(0),[地] 荒山勝徳
6,7,8,16,マイネルリボーン,牡5,55,矢野貴之,1:56.2,1,2.3,1,479(+3),[地] 渡辺和雄
7,8,4,8,センノデバギヤ,牡7,57,楢崎功祐,1:56.3,1/2,18.6,5,514(-4),[地] 米田英世
8,9,3,5,キタサンオーゴン,牡5,57,繁田健一,1:56.8,2.1/2,53.4,10,490(+11),[地] 佐藤賢二
9,10,4,7,ドリームネイチヤー,牡8,57,石崎隆之,1:56.8,クビ,88.0,13,452(+1),[地] 飯田幸雄
10,11,7,13,リボンスティック,牝3,52,増田充宏,1:56.9,クビ,37.7,9,407(+3),[地] 山田質
11,12,5,9,ポッドルージュ,牝4,53,的場文男,1:57.2,1.3/4,13.9,4,500(+9),[地] 的場直之
12,13,6,11,ハテンコウ,牡6,55,内田利雄,1:57.4,3/4,89.9,14,517(+2),[地] 佐野謙二
13,14,3,6,ブライティアグラス,牝8,55,笹川翼,1:57.8,2,250.9,16,453(+4),[地] 阪本泰之
14,15,5,10,シャークファング,牝4,53,西啓太,1:57.9,3/4,205.4,15,503(+12),[地] 秋吉和美
15,16,6,12,ディアフォルティス,牡7,55,有年淳,1:59.3,7,62.4,11,494(+2),[地] 井上弘之
