,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,アルドラゴン,牡9,59.0,木村健,1:51.8,,1.4,1,536(+3),[地] 田中範雄
1,2,8,9,モエレトレジャー,牡9,55.5,永島太郎,1:51.9,1/2,34.1,7,446(+2),[地] 曽和直栄
2,3,2,2,バンブーエルトリ,牡5,52.0,寺地誠一,1:52.3,2.1/2,188.9,10,446(-8),[地] 渡辺幸生
3,4,6,6,タマモリターン,牡4,54.0,坂本和也,1:52.3,アタマ,12.0,3,459(+8),[地] 荒山義則
4,5,1,1,ツルマルメジャー,牡5,55.0,板野央,1:52.3,アタマ,21.9,5,465(-1),[地] 岡田利一
5,6,3,3,バンバンバンク,牡5,56.5,下原理,1:52.7,2.1/2,23.3,6,525(-1),[地] 田中範雄
6,7,7,7,マルサンチーフ,牡5,54.0,田中学,1:53.1,2.1/2,3.4,2,529(+1),[地] 田中道夫
7,8,8,10,ドンペトリュス,牡5,52.0,大山真吾,1:53.9,5,100.6,8,478(+6),[地] 碇清次郎
8,9,5,5,ゲイリーディライト,牡9,55.0,安原勝久,1:54.2,1.1/2,117.7,9,479(-5),[地] 橋本忠男
9,10,4,4,ランスロットル,牡5,52.0,川原正一,1:54.6,2.1/2,12.5,4,566(-2),[地] 重畠勝利
