,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,キモンルビー,牝6,54,御神本訓,0:59.7,,2.1,1,492(+4),[地] 川島正一
1,2,2,2,ギシギシ,牡5,56,矢野貴之,0:59.8,1/2,4.6,2,499(-12),[地] 栗田裕光
2,3,4,5,プリモパイソン,牡5,56,吉原寛人,0:59.8,クビ,45.5,9,523(-5),[地] 内田勝義
3,4,5,8,ブンロート,牡6,56,和田譲治,1:00.2,2,35.8,8,537(+2),[地] 矢野義幸
4,5,7,12,サダムスキャット,牝6,54,笹川翼,1:00.4,1,8.7,4,486(+4),[地] 稲益貴弘
5,6,7,11,ローウェル,セ5,56,森泰斗,1:00.4,アタマ,5.6,3,542(+7),[地] 藤田輝信
6,7,8,14,メイプルシスター,牝4,54,永井孝典,1:00.6,3/4,45.8,10,462(-5),[地] 大山寿文
7,8,1,1,プライルード,牡4,56,本田正重,1:00.7,1/2,14.7,5,520(+17),[地] 藤田輝信
8,9,5,7,ダノンジャスティス,セ7,56,上田将司,1:00.7,クビ,209.8,12,481(-7),[地] 別府真司
9,10,6,9,メンコイボクチャン,牡3,53,澤田龍哉,1:00.8,クビ,14.7,6,495(+4),[地] 渡辺貴光
10,11,3,3,ロトヴィグラス,牡8,56,飛田愛斗,1:01.0,1,280.4,14,493(-4),[地] 真島元徳
11,12,8,13,ルーチェドーロ,牡5,56,櫻井光輔,1:01.2,1,22.7,7,518(+1),[地] 池田孝
12,13,6,10,カプリフレイバー,牡6,56,野畑凌,1:02.5,6,194.3,11,525(+8),[地] 稲益貴弘
13,14,4,6,パー,牝4,54,田中学,1:02.9,2,277.8,13,487(-4),[地] 松浦聡志
