,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ルースリンド,牡4,56,佐藤隆,1:41.4,,---,1,497(+3),[地] 矢野義幸
1,2,6,8,グランドブルー,牡4,56,五十嵐雄,1:41.5,3/4,---,5,454(+2),[東] 菅原泰夫
2,3,2,2,ジターナフォンテン,牝5,52,張田京,1:41.5,ハナ,---,2,508(-7),[地] 熊坂光広
3,4,4,5,シュルードパーソン,牡4,56,内田博幸,1:41.7,1,---,3,499(+11),[地] 松代真
4,5,3,3,オールギャランテー,牡5,56,酒井忍,1:43.2,7,---,8,460(-8),[地] 渡辺薫
5,6,8,13,マルロス,牡5,56,石崎駿,1:43.5,1.1/2,---,6,466(-6),[地] 宮下貴明
6,7,1,1,ターフブレード,牡5,56,江田照男,1:43.6,3/4,---,4,462(+4),[東] 星野忍
7,8,5,6,マイフラッグ,牡5,56,勝浦正樹,1:43.7,1/2,---,7,489(+3),[東] 相沢郁
8,9,7,11,ハートフルシフォン,牝6,54,左海誠二,1:44.3,3,---,9,462(+6),[地] 林正人
9,10,5,7,ヤマニンリクエスト,牝5,54,高山太郎,1:44.5,3/4,---,12,502(+41),[東] 畠山重則
10,11,8,12,カナハラヒリュウ,牡6,56,岩部純二,1:44.6,1/2,---,13,481(+3),[東] 山田要一
11,12,6,9,アリストダッシャー,牝6,54,松岡正海,1:46.0,7,---,11,423(-1),[東] 前田禎
12,13,7,10,クレセントムーン,牝4,54,山田信大,1:46.1,1/2,---,10,422(+8),[東] 南田美知
