,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,グルームアイランド,牡4,56,森泰斗,1:35.3,,1.0,1,547(+2),[地] 新井清重
1,2,5,5,オンワードモンテ,牡6,56,吉原寛人,1:36.3,5,17.8,4,484(+4),[地] 佐藤厚弘
2,3,6,7,リュウノクリスエス,牡4,56,的場文男,1:36.5,1,44.7,7,498(0),[地] 斉藤敏
3,4,4,4,ベストイチバン,牡5,56,藤江渉,1:36.9,2,42.7,6,460(-1),[地] 佐藤健二
4,5,2,2,フェイスシャイン,牝4,54,今野忠成,1:37.0,クビ,65.4,8,481(0),[地] 鈴木義久
5,6,3,3,ウインレーヌ,牝4,54,實川純一,1:37.3,1.1/2,117.9,11,451(-9),[地] 佐藤厚弘
6,7,7,9,キョウエイトリック,牡4,56,山崎誠士,1:37.9,3,96.8,10,478(+8),[地] 波多野健
7,8,7,8,シゲルサヌキ,牝4,54,楢崎功祐,1:38.0,クビ,71.9,9,432(+3),[地] 伊藤滋規
8,9,1,1,フォーチュンロー,牡6,56,小杉亮,1:38.2,1,15.7,3,488(+2),[地] 矢野義幸
9,10,8,10,シンボリパソドブレ,牡5,56,本橋孝太,1:38.3,クビ,12.6,2,501(+12),[地] 石井勝男
10,11,8,11,スティングルーヴ,牡4,56,張田昂,1:38.5,1,32.3,5,432(+3),[地] 佐藤賢二
