,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,チョウサンペガサス,セ11,56,嬉勝則,1:45.8,,4.5,3.0,512(-2),[地] 那俄性哲
1,2,4,4,マイネルボンド,牡8,56,倉兼育康,1:46.4,3,7.4,4.0,515(+4),[地] 別府真司
2,3,7,8,ジャンゴ,牡5,53,木村直輝,1:46.8,2,10.7,5.0,482(-7),[地] 田中守
3,4,8,9,エリモアラルマ,牡11,53,中越琉世,1:46.9,1/2,24.8,6.0,520(+8),[地] 国沢輝幸
4,5,7,7,コラソンロコ,牝7,54,赤岡修次,1:47.0,1/2,4.0,2.0,491(+5),[地] 工藤真司
5,6,6,6,マッサローザ,牝6,53,別府真衣,1:47.0,ハナ,118.5,9.0,456(-6),[地] 別府真司
6,7,8,10,アロマー,牝7,54,宮川実,1:47.7,3,34.9,8.0,498(+5),[地] 工藤真司
7,8,1,1,ダイワバース,牡5,56,上田将司,1:48.6,4,2.2,1.0,483(0),[地] 国沢輝幸
8,9,3,3,クロフネエアロール,牝5,54,中西達也,1:48.9,1.1/2,30.7,7.0,441(-2),[地] 炭田健二
9,取,2,2,スカイオブメイ,セ5,56,岡村卓弥,,,---,,計不,[地] 宮川浩一
