,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,オレンジピューレ,牝4,54,上田将司,1:27.1,,12.1,3,451(-2),[地] 国沢輝幸
1,2,2,2,トウカイバレット,牡4,56,宮川実,1:27.1,クビ,1.1,1,506(+9),[地] 打越勇児
2,3,7,9,コスモフィナンシェ,牡7,56,佐原秀泰,1:27.5,2,7.9,2,471(-1),[地] 宮路洋一
3,4,6,7,ティーアイアーチ,牝4,54,石本純也,1:28.0,2.1/2,26.2,4,401(-6),[地] 田中伸一
4,5,8,11,アップカレント,牝5,54,中西達也,1:28.4,2,30.9,5,424(-1),[地] 大関吉明
5,6,7,10,ベニノホマレ,牝4,52,松木大地,1:28.6,1,44.1,6,451(-2),[地] 工藤真司
6,7,3,3,ビヨンドザワルツ,牝4,54,西森将司,1:29.9,6,67.0,9,450(-4),[地] 細川忠義
7,8,4,4,スルーザグリーン,セ12,56,郷間勇太,1:30.2,1.1/2,61.4,8,494(-4),[地] 大関吉明
8,9,1,1,アキノムーン,牝5,54,西川敏弘,1:30.3,クビ,68.8,10,420(-2),[地] 大関吉明
9,10,6,8,フラワーフェスタ,牝4,51,塚本雄大,1:30.3,クビ,49.1,7,428(-3),[地] 宗石大
10,11,5,5,アユミドンドン,牝4,54,藤原良一,1:30.5,1,109.9,11,405(-6),[地] 川野勇馬
11,12,8,12,マリンブルー,牝4,54,嬉勝則,1:30.6,1/2,120.1,12,461(-3),[地] 田中譲二
