,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,サクセスエナジー,牡6,58,松山弘平,1:26.7,,4.4,3,535(-9),[西] 北出成人
1,2,6,6,ベストマッチョ,セ7,54,森泰斗,1:27.1,2,4.8,4,507(+3),[地] 佐々木仁
2,3,3,3,ノブワイルド,牡8,55,左海誠二,1:27.1,ハナ,3.1,1,496(+5),[地] 小久保智
3,4,4,4,サヴィ,牡6,55,川田将雅,1:27.6,2.1/2,3.7,2,471(+2),[西] 中内田充
4,5,2,2,トップウイナー,牡4,54,和田竜二,1:27.7,3/4,4.9,5,470(+4),[西] 鈴木孝志
5,6,7,8,ブラックジョー,セ7,54,矢野貴之,1:28.4,3,39.6,6,472(+4),[地] 小久保智
6,7,8,9,スティンライクビー,セ8,54,内田利雄,1:29.1,3,403.7,8,474(-20),[地] 飯田弘道
7,8,1,1,ナラ,牝4,52,阪上忠匡,1:29.4,1.1/2,288.6,7,414(-1),[地] 湯前良人
8,9,7,7,マイネルネーベル,牡8,54,加藤和博,1:30.4,5,610.6,10,469(-1),[地] 長谷川忍
9,10,5,5,キングルアウ,牡8,54,中島良美,1:30.4,アタマ,583.7,9,501(+5),[地] 山越光
