,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,アロンダイト,牡3,54,後藤浩輝,1:51.7,,2.6,1,540(-4),[西] 石坂正
1,2,3,4,エイシンロンバード,牡4,57,江田照男,1:52.1,2.1/2,5.4,3,496(0),[西] 湯浅三郎
2,3,8,15,シベリアンホビー,牡4,57,石橋脩,1:52.2,クビ,13.5,5,486(-2),[東] 手塚貴久
3,4,4,6,メイショウシャフト,牡3,54,勝浦正樹,1:52.4,1.1/2,13.3,4,518(-2),[西] 高橋成忠
4,5,7,13,ウインプレジール,セ8,57,石神深一,1:52.6,1,156.0,11,470(-4),[東] 加藤和宏
5,6,5,8,エスケーアパッチ,牡6,57,横山義行,1:52.6,アタマ,143.2,10,464(0),[東] 吉永正人
6,7,2,3,スズノマグマ,牡3,54,田中勝春,1:52.8,1.1/4,2.9,2,500(0),[東] 加藤征弘
7,8,3,5,ナムラゼウス,牡6,57,南田雅昭,1:52.9,1/2,94.6,9,430(-2),[東] 南田美知
8,9,8,14,チザルピーノ,牡5,57,蛯名正義,1:53.0,クビ,15.2,6,530(-8),[東] 勢司和浩
9,10,7,12,ミヤビアゼリア,牝5,55,吉田豊,1:53.0,クビ,241.5,13,464(0),[東] 戸田博文
10,11,6,10,トシザショーマ,牡5,57,柴田善臣,1:53.6,3.1/2,22.3,7,486(+8),[西] 音無秀孝
11,12,5,9,ハウンドコップ,牡7,57,丹内祐次,1:53.8,1.1/4,22.5,8,490(0),[東] 清水美波
12,13,2,2,エスユーガーデン,牡6,57,田辺裕信,1:54.1,2,282.2,14,472(+2),[東] 鈴木勝美
13,14,1,1,スペースウーマン,牝6,55,吉田隼人,1:54.2,クビ,162.9,12,544(+10),[東] 伊藤伸一
14,15,4,7,キャンディッド,牡6,57,伊藤直人,1:54.8,3.1/2,526.4,15,526(+2),[東] 田村康仁
