,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ゴーアップアビド,牡3,53,吉永護,1:13.0,,21.4,4,452(0),[東] 元石孝昭
1,2,2,4,スギノメビウス,牝3,53,後藤浩輝,1:13.0,アタマ,22.9,5,496(0),[東] 和田正道
2,3,8,16,サヤカ,牝3,53,柴田善臣,1:13.0,ハナ,1.3,1,434(0),[東] 鈴木康弘
3,4,6,12,キッツスペクター,牡3,53,蛯沢誠治,1:13.4,2.1/2,97.8,11,436(0),[東] 成宮明光
4,5,8,15,リージェントブラフ,牡3,53,吉田豊,1:13.6,1.1/2,88.8,9,500(0),[東] 大久保洋
5,6,2,3,ノボクニオー,牡3,53,蛯名正義,1:13.7,1/2,6.7,3,480(0),[東] 萩原清
6,7,5,9,ユーワヒーロー,牡3,53,坂井千明,1:14.5,5,142.8,13,418(0),[東] 堀井雅広
7,8,5,10,フライングディスク,牡3,53,橋本広喜,1:15.1,3.1/2,25.5,6,454(0),[東] 清水美波
8,9,7,13,ダイワオマージュ,牡3,53,横山典弘,1:15.2,1/2,6.5,2,474(0),[東] 蛯名信広
9,10,3,6,タイトダンディー,牡3,53,岡部幸雄,1:15.4,1.1/2,28.3,7,470(0),[東] 宗像義忠
10,11,6,11,アイランドボー,牡3,53,西田雄一,1:15.8,2.1/2,68.0,8,480(0),[東] 境征勝
11,12,4,7,エンゼルウィッシュ,牝3,53,中舘英二,1:16.1,1.3/4,276.9,15,434(0),[東] 柴田欣也
12,13,4,8,ヘディングシュート,牡3,51,村田一誠,1:16.1,クビ,192.6,14,478(0),[東] 松永勇
13,14,3,5,ダイコウタイガ,牡3,52,柴田未崎,1:17.1,6,141.6,12,530(0),[東] 古賀一隆
14,15,7,14,レオフラッシュ,牡3,53,江田照男,1:17.4,2,92.3,10,456(0),[東] 田子冬樹
15,16,1,2,フジミクレタ,牡3,52,池田鉄平,1:19.2,大,414.8,16,452(0),[東] 中尾銑治
