,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,ピューター,牡4,57,横山典弘,1:24.9,,2.9,1.0,496(-2),[西] 笹田和秀
1,2,2,4,アンシャンレジーム,牡5,57,蛯名正義,1:25.7,5,39.8,9.0,540(+6),[東] 矢野英一
2,3,8,15,ケイアイダイオウ,牡5,57,吉田豊,1:25.9,1,4.2,2.0,534(-8),[東] 尾形充弘
3,4,1,2,ゴールドバシリスク,牡4,57,三浦皇成,1:25.9,クビ,7.1,4.0,490(-4),[東] 古賀慎明
4,5,2,3,メイショウダグザ,牡5,57,和田竜二,1:26.1,1.1/4,9.6,6.0,486(+6),[西] 南井克巳
5,6,3,6,ダイレクトキャッチ,牡7,57,柴山雄一,1:26.2,1/2,104.9,11.0,506(0),[西] 村山明
6,7,3,5,デンコウヤマト,牡5,57,小島太一,1:26.2,ハナ,17.8,7.0,482(0),[東] 小島太
7,8,7,14,オオトリオウジャ,牡5,57,後藤浩輝,1:26.3,クビ,8.8,5.0,502(+4),[西] 牧浦充徳
8,9,5,9,ブラッシュアップ,牡6,57,田面木博,1:26.4,3/4,36.1,8.0,472(-16),[西] 作田誠二
9,10,4,8,ノボレインボー,牝5,55,浜中俊,1:26.6,1.1/4,54.7,10.0,508(+2),[東] 天間昭一
10,11,4,7,スマートブレード,牡10,57,大庭和弥,1:26.6,ハナ,113.8,12.0,534(-6),[西] 宮徹
11,12,1,1,アンヴァルト,牡4,57,ウィリア,1:26.7,3/4,6.4,3.0,472(-10),[西] 平田修
12,13,8,16,フィールドジュエル,牡9,57,金子光希,1:26.8,クビ,265.9,14.0,490(-8),[西] 西園正都
13,14,5,10,チャレンジシチー,牡9,57,田中克典,1:27.2,2.1/2,132.7,13.0,518(0),[西] 作田誠二
14,15,6,12,アサヒバロン,牡7,57,柴田善臣,1:29.9,大,304.7,15.0,526(+4),[東] 菅原泰夫
15,取,7,13,ラルーチェ,牝5,55,太宰啓介,,,---,,計不,[西] 平田修
