,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ヒットジャポット,牡2,54,武豊,1:49.1,,3.6,2,476(+10),[西] 領家政蔵
1,2,6,10,ラプリマステラ,牝2,54,福永祐一,1:49.1,クビ,5.1,3,488(+14),[西] 友道康夫
2,3,5,8,ローザミスティカ,牝2,54,小牧太,1:49.3,1.1/4,9.8,5,412(+4),[西] 橋口弘次
3,4,8,13,マコトヴォイジャー,牡2,54,川田将雅,1:49.5,1.1/4,3.0,1,508(+2),[西] 鮫島一歩
4,5,5,7,シルクアーネスト,牡2,51,松山弘平,1:49.6,1/2,10.7,6,462(-14),[西] 池添兼雄
5,6,8,14,シルクゴスホーク,牡2,54,藤岡佑介,1:49.6,ハナ,6.3,4,492(-12),[西] 中村均
6,7,6,9,ケイアイマックス,牡2,54,岩田康誠,1:49.6,アタマ,29.5,7,478(-6),[東] 加藤征弘
7,8,1,1,ヤマニンシャスール,牡2,54,和田竜二,1:49.8,1.1/2,140.8,10,454(-2),[西] 浅見秀一
8,9,7,11,エイシンナナツボシ,牡2,54,蛯名正義,1:49.8,クビ,189.5,11,490(-6),[西] 坂口正則
9,10,7,12,テーオーケンシン,牡2,53,藤岡康太,1:49.9,3/4,66.9,9,460(-2),[西] 笹田和秀
10,11,3,3,ヒシボールドウィン,牡2,54,石橋守,1:50.4,3,194.2,12,428(-2),[西] 佐山優
11,12,4,5,アンク,牝2,51,国分恭介,1:50.5,クビ,359.6,13,432(+2),[西] 宮徹
12,13,3,4,タイトーフォルテ,牡2,54,幸英明,1:50.6,3/4,57.9,8,470(+6),[西] 木原一良
13,14,4,6,ゼットフジ,牡2,54,太宰啓介,1:51.6,6,388.3,14,460(+8),[西] 田所清広
