,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,スマートスパークル,牡7,56,赤岡修次,1:24.0,,1.2,1,499(-8),[地] 田中守
1,2,2,2,サトノロマネ,セ7,56,岡村卓弥,1:24.5,2.1/2,2.6,2,447(-2),[地] 雑賀正光
2,3,7,8,フセノダンサー,牝5,54,石本純也,1:26.9,大,184.4,7,482(+5),[地] 平和人
3,4,8,10,イマ,牝4,54,宮川浩一,1:27.2,1.1/2,123.0,6,412(0),[地] 宗石大
4,5,5,5,オヤユビヒメ,牝5,53,山中悠希,1:27.2,ハナ,92.2,5,488(-3),[地] 平和人
5,6,7,9,マヤノメスキータ,牝4,51,江里口裕,1:27.8,3,69.2,4,427(0),[地] 宗石大
6,7,8,11,エイダイベアハート,牝7,54,須藤優,1:28.0,1,276.6,9,415(+3),[地] 田中伸一
7,8,6,7,ビューティゴルド,牝3,53,宮川実,1:28.0,ハナ,18.2,3,432(+3),[地] 細川忠義
8,9,6,6,ガンバレシャチョウ,牡4,56,西森将司,1:28.8,4,184.4,7,483(-3),[地] 宗石大
9,10,4,4,ソシアルセンプー,牝9,54,上田将司,1:29.1,1.1/2,276.6,9,544(+5),[地] 国沢輝幸
10,11,1,1,ダイヤモンターニャ,牝4,54,永森大智,1:29.4,1.1/2,276.6,9,452(+2),[地] 雑賀秀介
