,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,クロススピード,牝6,47,山本聡紀,0:59.9,,2.3,1.0,497(+8),[地] 出川克己
1,2,4,4,キョウエイラシアス,牡4,51,江川伸幸,1:00.6,3,5.8,3.0,469(-14),[地] 波多野健
2,3,8,12,ディープハント,牡5,55,川島正太,1:00.7,クビ,4.8,2.0,527(-3),[地] 川島正行
3,4,6,7,ギオンゴールド,牝6,55,和田譲治,1:00.7,クビ,6.1,4.0,502(-1),[地] 村上頼章
4,5,7,9,クラフィンライデン,牝6,51,本田正重,1:01.0,1.1/2,42.8,9.0,497(+16),[地] 佐藤厚弘
5,6,6,8,ジョーモカ,牡5,53,見沢譲治,1:01.2,1,9.7,6.0,443(-6),[地] 小久保智
6,7,1,1,バトルファイター,牡5,57,石崎駿,1:01.5,1.1/2,16.6,7.0,488(-17),[地] 佐藤賢二
7,8,7,10,オゼキング,牡3,51,佐藤裕太,1:01.9,2,95.6,10.0,474(+3),[地] 川島正一
8,9,8,11,ドラゴンシップ,牝3,55,戸崎圭太,1:02.1,3/4,8.3,5.0,495(+7),[地] 川島正行
9,10,2,2,ストレートイン,牡6,57,張田京,1:02.7,3,24.3,8.0,507(-3),[地] 林正人
10,取,3,3,クリムゾンクエスト,牝7,53,小杉亮,,,---,,計不,[地] 岡林光浩
11,取,5,6,サマーコード,牝5,51,五十嵐冬,,,---,,計不,[地] 矢野義幸
