,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,5,バグパイプウィンド,牡4,55,的場文男,1:44.1,,1.3,1,501(-7),[地] 庄子連兵
1,2,7,10,カイウンオウジ,牡4,55,坂井英光,1:44.6,3,11.5,3,445(-3),[地] 栗田裕光
2,3,3,3,バンダムツヨシ,牡4,55,町田直希,1:44.9,1.1/2,50.9,8,511(+2),[地] 寺田新太
3,4,4,4,アポロバンチョウ,牡4,55,脇本一幸,1:45.0,3/4,39.5,6,519(-8),[地] 五百蔵幸
4,5,2,2,ティンバークラフト,牡6,55,戸崎圭太,1:45.0,アタマ,144.9,13,554(+5),[地] 辻野豊
5,6,6,8,ガンバルウイング,牡4,55,張田京,1:45.0,アタマ,31.0,5,501(0),[地] 久保與造
6,7,6,9,フラッグハンター,牡4,55,山田信大,1:45.1,クビ,17.1,4,466(-2),[地] 蛯名末五
7,8,7,11,セユウオー,牡4,55,鈴木啓之,1:45.2,1/2,83.4,10,507(+7),[地] 竹山隆
8,9,5,7,トレゾア,セ6,55,早田秀治,1:45.3,クビ,44.1,7,474(-2),[地] 高岩孝敏
9,10,5,6,オドルゴンゲン,牡4,55,川本裕達,1:45.3,ハナ,126.5,12,452(-6),[地] 森谷良臣
10,11,1,1,フェミニンブロンド,牝4,53,真島大輔,1:45.6,2,63.0,9,443(0),[地] 阪本一栄
11,12,8,13,トーホウカムカム,牝4,53,内田博幸,1:46.2,3.1/2,3.7,2,434(+1),[地] 井上弘之
12,13,8,12,ジンエンブレム,牡8,55,東原悠善,1:46.4,1.1/4,119.8,11,497(-1),[地] 遠藤茂
