,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,マリーグレイス,牝3,52,塚本涼人,1:43.2,,5.0,3,416(+2),[地] 板垣吉則
1,2,4,4,ヤマニンボアソルチ,牡6,56,高橋悠里,1:43.2,ハナ,2.7,1,451(-3),[地] 伊藤和忍
2,3,5,5,レッドダニエル,セ8,56,阿部英俊,1:43.4,3/4,14.5,5,469(-5),[地] 佐々木由
3,4,6,7,グランユニヴェール,牡6,56,鈴木祐,1:43.4,アタマ,3.4,2,513(+2),[地] 櫻田康二
4,5,8,11,ジーパワー,牡6,56,高松亮,1:43.7,2,25.2,7,496(-1),[地] 小林俊彦
5,6,7,9,ウインルーカス,牡4,56,村上忍,1:44.2,3,5.5,4,509(+14),[地] 及川良春
6,7,5,6,プリンスダム,牡8,56,岩本怜,1:44.6,2.1/2,18.9,6,498(+2),[地] 佐々木由
7,8,2,2,サンエイリシャール,牡5,56,菅原辰徳,1:44.8,3/4,122.9,10,512(+3),[地] 瀬戸幸一
8,9,6,8,アオジャシン,牡7,56,大坪慎,1:45.1,2,172.9,12,490(-6),[地] 佐藤祐司
9,10,7,10,シーセクション,牡7,56,陶文峰,1:46.0,6,36.6,8,474(+12),[地] 佐藤祐司
10,11,8,12,アウトスタンディン,牡4,56,南郷家全,1:47.1,7,144.8,11,485(-4),[地] 工藤裕孝
11,12,1,1,スギノハヤブサ,牡4,56,坂口裕一,1:47.6,3,93.0,9,511(+3),[地] 板垣吉則
