,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,スーパーステション,牡4,56,阿部龍,2:05.3,,1.3,1,490(+4),[地] 角川秀樹
1,2,5,5,タービランス,牡5,56,井上俊彦,2:06.5,6,5.7,2,536(-4),[地] 若松平
2,3,8,10,ドラゴンエアル,牡7,56,服部茂史,2:06.7,3/4,10.4,4,508(-2),[地] 田中淳司
3,4,6,6,ハッピースプリント,牡7,56,宮崎光行,2:06.9,1,8.7,3,532(-2),[地] 田中淳司
4,5,8,11,クオリティスタート,牝4,54,桑村真明,2:07.8,4,120.1,8,526(-2),[地] 角川秀樹
5,6,7,8,タイムビヨンド,牝6,54,五十嵐冬,2:08.2,2,21.6,5,484(+4),[地] 堂山芳則
6,7,6,7,ステージインパクト,牡6,56,川原正一,2:08.3,1/2,34.7,6,512(-8),[地] 佐久間雅
7,8,4,4,エスシーレオーネ,牡5,56,松井伸也,2:08.6,1.1/2,309.7,10,512(-2),[地] 佐久間雅
8,9,2,2,アポロストロング,牡4,56,落合玄太,2:08.9,1.1/2,121.0,9,522(0),[地] 田中淳司
9,10,1,1,センコーファースト,牡4,56,阪野学,2:08.9,ハナ,80.1,7,468(+10),[地] 堂山芳則
10,11,7,9,スカイロックゲート,牡4,56,岩橋勇二,2:11.8,大,514.6,11,500(+2),[地] 田中淳司
