,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,エイシンプレストン,牡4,58,福永祐一,1:45.3,,8.8,5,474(-4),[西] 北橋修二
1,2,2,2,ロサード,牡5,57,横山典弘,1:45.4,3/4,9.9,6,424(0),[西] 橋口弘次
2,3,8,11,ダイワテキサス,牡8,58,柴田善臣,1:45.4,クビ,18.4,10,474(-2),[東] 増沢末夫
3,4,7,9,マグナーテン,セ5,57,岡部幸雄,1:45.5,クビ,3.4,1,494(+2),[東] 藤沢和雄
4,5,6,8,イーグルカフェ,牡4,59,田中勝春,1:45.5,アタマ,13.2,8,460(0),[東] 小島太
5,6,7,10,ジョウテンブレーヴ,牡4,58,蛯名正義,1:45.6,クビ,6.8,3,480(0),[東] 相沢郁
6,7,6,7,メイショウオウドウ,牡6,58,飯田祐史,1:45.8,1.1/2,6.4,2,458(+4),[西] 飯田明弘
7,8,5,5,アメリカンボス,牡6,58,江田照男,1:45.9,1/2,7.0,4,486(-6),[東] 田子冬樹
8,9,1,1,アドマイヤカイザー,牡5,57,芹沢純一,1:46.1,1.1/4,11.5,7,454(+8),[西] 橋田満
9,10,5,6,トーホウドリーム,牡4,58,四位洋文,1:46.3,1.1/2,18.4,9,462(-4),[西] 田島良保
10,11,4,4,ジョービッグバン,牡6,57,山田和広,1:46.6,2,57.0,11,454(-4),[西] 坪正直
11,12,3,3,サイレントハンター,牡8,58,村田一誠,1:46.6,クビ,60.5,12,492(+6),[東] 大久保洋
