,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,エルマタドール,牡5,55,村松学,1:43.6,,---,1,441(+11),[地] 菅原右吉
1,2,1,1,カータンファイト,牡5,55,村上忍,1:44.7,7,---,2,459(-2),[地] 鈴木七郎
2,3,6,7,マイネルエドワード,牡5,55,陶文峰,1:45.0,1.1/2,---,8,505(+5),[地] 千葉四美
3,4,7,8,マルケイソニック,牡8,55,西康志,1:45.0,ハナ,---,3,465(-5),[地] 小野寺三
4,5,5,5,センターバイファル,牡4,53,斉藤雄一,1:45.1,クビ,---,5,445(0),[地] 小西重征
5,6,8,11,ハッピーモーメント,牡4,55,小林央幸,1:45.4,2,---,4,454(-1),[地] 平沢芳三
6,7,3,3,ブレイヴハット,牡7,55,南郷家全,1:46.1,4,---,6,513(0),[地] 城地藤男
7,8,8,10,アヴァンツァーレ,牡5,55,草地保隆,1:46.2,クビ,---,9,487(-1),[地] 遠藤陸夫
8,9,6,6,モダンガールダンス,牝5,53,菅原勲,1:46.2,アタマ,---,7,443(+4),[地] 佐藤晴記
9,10,2,2,スズカミシル,牝5,53,佐々木忍,1:46.9,4,---,11,467(-9),[地] 桜田勝男
10,11,7,9,ドウラクボーイ,牡4,55,関本浩司,1:50.2,大,---,10,490(-30),[地] 葛西勝幸
