,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,ヴァニラエッセンス,牝3,54,郷間勇太,1:27.1,,2.4,1.0,412(+2),[地] 田中譲二
1,2,5,5,オールラウンド,牡6,56,永森大智,1:27.4,1.1/2,4.3,3.0,494(-1),[地] 別府真司
2,3,7,9,ナイトタイム,牝4,53,別府真衣,1:27.4,クビ,108.7,9.0,430(+1),[地] 田中譲二
3,4,6,7,ニシケントレヴィ,牡3,56,上田将司,1:27.6,3/4,50.8,7.0,463(+4),[地] 目迫大輔
4,5,2,2,サンローズピンク,牝4,54,西森将司,1:27.8,1,23.6,6.0,429(-1),[地] 大関吉明
5,6,7,8,ピエスモンテ,牝4,54,佐原秀泰,1:28.1,1.1/2,9.3,4.0,419(+1),[地] 川野勇馬
6,7,6,6,イエスウチダ,牝4,54,岡村卓弥,1:28.3,3/4,14.2,5.0,445(-2),[地] 雑賀正光
7,8,3,3,ビットロブスト,牡4,56,三村展久,1:28.7,2,2.9,2.0,460(-3),[地] 田中伸一
8,9,4,4,ロンシャンドリーム,牡4,55,下村瑠衣,1:28.8,クビ,215.1,10.0,438(0),[地] 田中譲二
9,10,1,1,ヒッサツ,牡4,53,塚本雄大,1:29.0,1,64.1,8.0,473(+2),[地] 田中伸一
10,取,8,10,ペパーミント,牝5,54,妹尾浩一,,,---,,計不,[地] 炭田健二
