,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,シャマル,牡4,55,川須栄彦,1:25.8,,1.9,1,509(-1),[西] 松下武士
1,2,7,9,リメイク,牡3,52,福永祐一,1:26.0,1.1/2,4.0,3,474(+2),[西] 新谷功一
2,3,5,5,ティーズダンク,牡5,54,和田譲治,1:26.7,3,2.9,2,511(-3),[地] 水野貴史
3,4,6,7,プレシャスエース,牡9,54,左海誠二,1:27.2,2.1/2,70.2,6,511(-11),[地] 小久保智
4,5,7,8,オパールシャルム,牝5,52,江田照男,1:27.5,1.1/2,10.0,4,492(+4),[東] 武藤善則
5,6,1,1,イバル,牡5,54,内田博幸,1:27.7,1,28.2,5,501(-1),[西] 小崎憲
6,7,2,2,パーソナルマキ,牡9,54,七夕裕次,1:28.4,3,422.5,9,494(+4),[地] 平山真希
7,8,4,4,バーナードループ,牡5,57,福原杏,1:30.0,8,374.8,7,518(-13),[地] 水野貴史
8,9,8,10,ダウラギリ,牡5,54,寺島憂人,1:30.4,2,393.5,8,491(-2),[地] 酒井一則
9,10,3,3,ユアマイラブ,牡9,54,浅野皓大,1:30.4,クビ,474.5,10,449(-4),[地] 今津博之
10,11,6,6,メスキータ,牡6,54,細川智史,1:31.2,4,545.4,11,514(+2),[地] 今津博之
