,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,ワークアンドラブ,牡4,55,笹川翼,1:41.2,,16.7,5,460(-6),[地] 荒山勝徳
1,2,8,14,サブノジュニア,牡5,57,矢野貴之,1:41.5,1.1/2,3.4,2,532(0),[地] 堀千亜樹
2,3,5,9,ハッピースプリント,牡8,57,御神本訓,1:42.0,2.1/2,6.4,4,530(+3),[地] 森下淳平
3,4,7,12,アンサンブルライフ,牡6,57,的場文男,1:42.4,2,22.2,7,495(+3),[地] 小久保智
4,5,2,2,ダイリュウハヤテ,牡6,55,今野忠成,1:42.8,2,17.2,6,544(+3),[地] 佐藤賢二
5,6,2,3,サダムリスペクト,牡7,57,真島大輔,1:42.8,ハナ,2.7,1,466(-4),[地] 稲益貴弘
6,7,4,6,アルタイル,牡7,57,森泰斗,1:42.8,クビ,5.7,3,498(+4),[地] 堀千亜樹
7,8,7,13,ムサシキングオー,牡10,57,楢崎功祐,1:42.8,クビ,172.3,13,512(+9),[地] 栗田泰昌
8,9,8,15,コンドルダンス,牡7,57,和田譲治,1:42.9,1/2,47.8,10,488(+7),[地] 斉藤敏
9,10,4,7,シンゼンスタチュー,セ6,55,瀬川将輝,1:43.7,4,34.2,8,503(-4),[地] 秋吉和美
10,11,6,10,エスケイアリュール,牡8,55,西啓太,1:44.0,1.1/2,213.3,14,516(+1),[地] 堀千亜樹
11,12,1,1,リコーヴィッカース,牡6,55,本田正重,1:45.2,6,102.9,11,480(+2),[地] 蛯名雄太
12,13,3,5,マイネルジャスト,牡7,55,藤本現暉,1:45.3,1/2,118.0,12,480(0),[地] 阪本一栄
13,14,5,8,ゴーディー,牡11,57,安藤洋一,1:45.9,3,308.6,15,498(+4),[地] 赤嶺本浩
14,15,3,4,サノマル,牡6,54,吉井章,1:46.4,2.1/2,36.9,9,511(+3),[地] 朝倉実
