,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,メルシーマック,牡4,56,丹羽克輝,1:30.4,,5.1,3,455(0),[地] 竹下直人
1,2,7,7,テキサスイーグル,牡4,56,柿原翔,1:30.5,1/2,1.5,1,537(+1),[地] 藤ヶ崎一
2,3,5,5,エプソムチャーム,牝5,54,岡部誠,1:32.3,9,4.3,2,432(-1),[地] 竹之下昭
3,4,8,10,カゼトトモニ,牡4,56,大畑雅章,1:32.7,2,10.2,4,454(+1),[地] 錦見勇夫
4,5,4,4,ナゴヤコマチ,牝4,53,今井貴大,1:33.0,1.1/2,21.3,5,451(0),[地] 田中敏和
5,6,8,9,カムカム,牡5,56,小山信行,1:33.6,3,54.3,8,409(-1),[地] 円田修
6,7,2,2,ショウエイハート,牝7,54,兒島真二,1:33.6,ハナ,37.6,6,424(0),[地] 田中敏和
7,8,6,6,イツカキット,牝8,54,藤原良一,1:33.9,1.1/2,488.6,9,442(-5),[地] 地辺幸一
8,9,7,8,ビューティジュン,牝5,53,宮下瞳,1:34.3,2,48.9,7,471(+6),[地] 円田修
9,10,3,3,ブラッシングソロン,牝9,54,藤原幹生,1:34.5,1,2008.0,10,442(+8),[地] 大橋憲雄
