,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,カスタムオーダー,牡2,55,宮崎光行,1:14.7,,2.0,1,486(0),[地] 堂山芳則
1,2,8,10,ジェネラルエリア,牝2,54,服部茂史,1:14.8,クビ,8.8,5,472(0),[地] 田中淳司
2,3,8,9,アークヴァルサス,牡2,55,阿部龍,1:15.0,1,6.3,3,522(+8),[地] 小野望
3,4,1,1,モリデンスター,牡2,55,坂下秀樹,1:15.1,クビ,6.1,2,452(+4),[地] 米川伸也
4,5,5,5,リコーシーウルフ,牡2,55,五十嵐冬,1:15.2,1/2,121.5,10,484(+4),[地] 川島洋人
5,6,4,4,エイシンダンシャク,牡2,55,阪野学,1:15.5,1.1/2,7.8,4,430(0),[地] 田中正二
6,7,7,7,フェアリーマジック,牝2,54,井上俊彦,1:15.5,ハナ,22.8,7,422(0),[地] 林和弘
7,8,3,3,ネクサスエッジ,牝2,54,岩橋勇二,1:15.9,2,10.2,6,460(+8),[地] 田中淳司
8,9,2,2,タックドゥ,牝2,54,松井伸也,1:16.1,1,48.3,8,480(0),[地] 斉藤正弘
9,10,7,8,チェリースノー,牝2,54,小林靖幸,1:16.4,1.1/2,48.4,9,418(0),[地] 石本孝博
