,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ブレーヴキャンター,牡8,56,赤岡修次,1:23.8,,1.2,1.0,573(+3),[地] 雑賀正光
1,2,6,6,ファンドリカップ,牡8,55,宮川実,1:24.0,1,20.5,6.0,506(+4),[地] 雑賀正光
2,3,3,3,シーセラピス,セ7,56,永森大智,1:24.3,1.1/2,10.9,3.0,472(+5),[地] 雑賀正光
3,4,1,1,ウェザーサイド,牡8,55,佐原秀泰,1:24.8,2.1/2,8.9,2.0,460(-1),[地] 松木啓助
4,5,8,11,サトノディライト,牡7,56,中西達也,1:25.0,1,103.9,8.0,483(-2),[地] 松木啓助
5,6,6,7,エーシンエフダンズ,牡10,56,西川敏弘,1:25.4,2,11.7,5.0,513(+2),[地] 大関吉明
6,7,7,8,グランドマルク,牡7,56,賀谷祥平,1:26.0,3,118.4,9.0,438(-10),[地] 田中守
7,8,8,10,ミシシッピデルタ,牡4,56,西山裕貴,1:26.1,3/4,99.8,7.0,475(+5),[地] 松木啓助
8,9,2,2,コスモマスタング,牡6,56,山頭信義,1:26.7,3,283.0,10.0,493(-2),[地] 田中守
9,10,5,5,グッドジーン,牡4,53,妹尾浩一,1:26.8,1/2,11.3,4.0,488(+10),[地] 工藤英嗣
10,除,4,4,ワールドハンター,牡10,55,上田将司,,,---,,計不,[地] 雑賀正光
