,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,11,マグニフィカ,牡3,56,戸崎圭太,2:05.2,,20.8,6.0,514(+2),[地] 川島正行
1,2,6,8,コスモファントム,牡3,56,内田博幸,2:05.3,3/4,8.5,3.0,506(+22),[西] 宮徹
2,3,4,4,バトードール,牡3,56,安藤勝己,2:05.3,アタマ,10.9,5.0,524(+4),[西] 池江泰寿
3,4,1,1,ミラクルレジェンド,牝3,54,岩田康誠,2:05.3,クビ,9.3,4.0,426(+6),[西] 藤原英昭
4,5,3,3,トーセンアレス,牡3,56,横山典弘,2:05.4,1/2,5.3,2.0,468(+4),[東] 鈴木康弘
5,6,8,12,バーディバーディ,牡3,56,松岡正海,2:05.7,1.3/4,1.5,1.0,473(+1),[西] 池江泰郎
6,7,2,2,ドラゴンキラリ,牡3,56,坂井英光,2:06.7,5,189.2,9.0,474(+3),[地] 柿本政男
7,8,8,13,プレファシオ,牡3,56,藤岡佑介,2:07.0,1.3/4,28.4,8.0,492(+8),[西] 藤岡健一
8,9,5,7,ロックハンドスター,牡3,56,菅原勲,2:07.2,1,20.9,7.0,457(-1),[地] 瀬戸幸一
9,10,4,5,エレーヌ,牝3,54,筒井勇介,2:07.3,1/2,248.4,10.0,440(-1),[地] 山中輝久
10,11,5,6,ネオアサティス,牡3,56,和田譲治,2:08.1,4,460.6,11.0,468(-1),[地] 鷹見浩
11,12,6,9,リワードシャンヴル,牡3,56,本橋孝太,2:09.2,5,470.5,12.0,441(+1),[地] 雑賀正光
12,除,7,10,ガナール,牡3,56,御神本訓,,,---,,計不,[地] 荒山勝徳
