,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,コパノラクラク,牝5,54,坂口裕一,1:22.2,,8.0,4,487(+2),[地] 板垣吉則
1,2,1,1,チャナ,牝6,54,山本聡哉,1:22.3,クビ,4.9,2,462(-2),[地] 菅原勲
2,3,7,8,ジェドゥラシャンス,牝5,54,塚本涼人,1:22.4,1/2,14.9,8,508(-1),[地] 酒井仁
3,4,7,7,ドラマ,牡6,56,山本政聡,1:22.6,1.1/4,9.3,7,488(-6),[地] 瀬戸幸一
4,5,8,9,キョウワスピネル,牡7,54,関本玲花,1:22.6,クビ,5.5,3,516(0),[地] 関本浩司
5,6,2,2,カレンエクスカリバ,牡7,56,村上忍,1:22.7,3/4,3.4,1,544(+3),[地] 高橋純
6,7,4,4,ピンクキャンディー,牝6,54,高橋悠里,1:22.8,1/2,35.6,9,474(+3),[地] 小林俊彦
7,8,6,6,デイジームーン,牝4,54,木村暁,1:23.1,1.1/2,40.4,10,468(+4),[地] 及川良春
8,9,3,3,バットオールソー,牡7,56,高松亮,1:23.1,ハナ,8.3,5,484(+3),[地] 伊藤和
9,10,8,10,シークロム,牡10,56,岩本怜,1:24.1,6,9.2,6,467(+1),[地] 千葉幸喜
