,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,4,メイショウオオカゼ,牡2,55,柴田善臣,1:27.0,,11.4,7,522(0),[西] 南井克巳
1,2,4,6,エピローグブリッジ,牡2,55,Ｍ．デム,1:27.1,1/2,6.2,4,464(0),[東] 加藤征弘
2,3,3,5,バーディーイーグル,牡2,55,内田博幸,1:27.6,3,6.0,3,480(0),[東] 国枝栄
3,4,5,9,モレサンドニ,牝2,54,蛯名正義,1:27.7,1/2,5.2,1,440(0),[東] 武藤善則
4,5,7,12,オメガラヴィータ,牝2,54,岩田康誠,1:27.9,1.1/4,19.3,8,466(0),[東] 武藤善則
5,6,6,10,メジャープレゼンス,牡2,55,北村宏司,1:28.0,1/2,53.3,13,504(0),[東] 田村康仁
6,7,6,11,トップトライ,牡2,55,岩部純二,1:28.3,1.3/4,45.7,12,466(0),[東] 萱野浩二
7,8,8,15,ランパスキャット,牡2,55,田辺裕信,1:28.5,1,5.4,2,492(0),[東] 小島茂之
8,9,2,2,マルスシチー,牡2,55,福永祐一,1:28.6,クビ,35.4,10,454(0),[東] 池上昌弘
9,10,8,14,レイアロハ,牡2,55,三浦皇成,1:29.4,5,8.8,6,508(0),[東] 栗田徹
10,11,5,8,ジョバイロ,牡2,55,大野拓弥,1:29.6,1.1/2,7.1,5,496(0),[東] 高木登
11,12,1,1,ターゲットゾーン,牡2,55,武士沢友,1:29.6,ハナ,22.6,9,500(0),[東] 水野貴広
12,13,7,13,アスカメイ,牝2,54,吉田豊,1:29.8,1.1/4,87.3,15,484(0),[東] 本間忍
13,14,4,7,ヴィヴァシティー,牝2,54,石橋脩,1:30.4,3.1/2,42.4,11,444(0),[東] 和田正一
14,15,2,3,サザンドリーム,牝2,54,江田照男,1:31.0,3.1/2,70.3,14,446(0),[東] 伊藤圭三
