,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,ヒシウォーシイ,牡5,58,岡部誠,1:59.4,,1.0,1,452(0),[地] 川西毅
1,2,1,1,ノゾミカイザー,牡5,58,丸野勝虎,1:59.9,2.1/2,14.4,3,487(-1),[地] 錦見勇夫
2,3,2,2,クロスウォーター,牝5,56,安部幸夫,2:00.2,1.1/2,12.4,2,483(+1),[地] 荒巻透
3,4,7,9,サンキストゴールド,セ6,58,柿原翔,2:00.8,3,40.1,6,469(-1),[地] 藤ヶ崎一
4,5,6,7,ケイウンヘイロー,牡7,58,竹下太,2:01.3,2.1/2,24.4,5,500(+3),[地] 井手上慎
5,6,3,3,キクノプログレッソ,牡7,56,山本茜,2:01.4,クビ,56.4,7,516(-2),[地] 坂口義幸
6,7,5,5,セフティーステージ,牡8,58,大畑雅章,2:01.4,クビ,86.0,8,521(+1),[地] 錦見勇夫
7,8,8,11,スリーフォートラン,牡7,56,今井貴大,2:01.5,1/2,90.3,9,469(-5),[地] 竹下直人
8,9,4,4,サンキンスピーチ,牡7,58,兒島真二,2:01.8,1.1/2,16.0,4,499(-2),[地] 円田修
9,10,6,6,シュウボンバー,牡5,56,友森翔太,2:03.7,9,109.4,10,490(-2),[地] 坂口義幸
10,11,7,8,ショーターザトッシ,牡8,58,竹田吉秀,2:03.8,1/2,150.4,11,447(-4),[地] 坂口義幸
