,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,マイネルクロップ,牡5,56,丹内祐次,2:09.5,,2.9,1,509(+9),[西] 飯田雄三
1,2,7,9,ソリタリーキング,牡8,58,福永祐一,2:09.5,ハナ,3.1,2,465(-9),[西] 石坂正
2,3,5,5,ダノンカモン,牡9,57,川田将雅,2:10.1,3,4.0,3,530(0),[西] 池江泰寿
3,4,2,2,リキサンステルス,牡5,56,北村宏司,2:11.1,5,5.3,4,480(-6),[東] 奥平雅士
4,5,8,12,ランフォルセ,牡9,58,三浦皇成,2:12.5,7,10.0,5,495(-2),[東] 萩原清
5,6,3,3,リワードレブロン,牡7,56,永森大智,2:12.9,2,167.2,8,498(-6),[地] 雑賀正光
6,7,1,1,タッチデュール,牝6,54,佐藤友則,2:12.9,クビ,310.7,11,425(-3),[地] 笹野博司
7,8,8,11,コパノエクスプレス,牡5,56,真島正徳,2:13.3,2,124.0,7,476(-3),[地] 東真市
8,9,6,7,プルーフポジティブ,牡6,56,山口勲,2:14.0,4,30.4,6,487(+1),[地] 東真市
9,10,7,10,セイリオス,牡8,56,田中純,2:15.3,7,248.5,10,486(+5),[地] 山下定文
10,11,5,6,アドマイヤツバサ,牡8,56,石川慎将,2:16.3,5,417.0,12,461(-1),[地] 石川浩文
11,12,4,4,クロスオーバー,牝4,53,畑中信司,2:19.0,大,237.3,9,430(+8),[地] 別府真司
