,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,メイショウアイアン,牡10,57,落合玄太,1:12.6,,2.5,1.0,514(+4),[地] 田中淳司
1,2,7,8,ソルサリエンテ,牡6,57,宮崎光行,1:12.6,ハナ,5.5,4.0,510(+2),[地] 松本隆宏
2,3,8,11,ソイカウボーイ,牡5,57,服部茂史,1:12.6,ハナ,3.6,2.0,492(0),[地] 田中淳司
3,4,5,5,オールドベイリー,セ6,57,松井伸也,1:12.7,1/2,36.8,7.0,486(0),[地] 安田武広
4,5,3,3,アザワク,牝3,53,桑村真明,1:13.0,1.1/2,4.2,3.0,466(0),[地] 角川秀樹
5,6,6,6,アルジャーノン,牡5,57,阪野学,1:13.0,ハナ,21.7,6.0,466(0),[地] 田中淳司
6,7,1,1,ブラゾンドゥリス,セ8,57,阿部龍,1:13.4,2,13.4,5.0,504(+2),[地] 小野望
7,8,7,9,エイシンバランサー,牡8,57,黒澤愛斗,1:13.4,ハナ,121.4,9.0,498(-2),[地] 柳澤好美
8,9,6,7,リアライズリンクス,牡10,57,五十嵐冬,1:14.0,3,75.4,8.0,510(-4),[地] 佐久間雅
9,10,2,2,ネイチャーレット,牡7,57,亀井洋司,1:18.8,大,511.5,10.0,474(-2),[地] 恵多谷豊
10,取,8,10,モリデンリオ,牡7,57,石川倭,,,---,,計不,[地] 米川伸也
