,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ユウキマリアッチ,牝3,54,安藤光彰,1:11.9,,9.3,5,482(-8),[西] 梅田康雄
1,2,2,3,サミットストーン,牡3,56,小牧太,1:11.9,クビ,2.7,1,522(0),[西] 森秀行
2,3,7,13,マーベラスビジン,牝3,54,太宰啓介,1:12.1,1.1/4,115.1,15,468(+4),[西] 岡田稲男
3,4,3,5,レディオブパーシャ,牝3,51,国分優作,1:12.3,1.1/2,5.3,2,456(+4),[西] 西浦勝一
4,5,4,8,キクノキアラ,牝3,54,佐藤哲三,1:12.6,2,24.1,9,446(+6),[西] 北出成人
5,6,3,6,ホーマンルッツ,牡3,56,幸英明,1:12.7,1/2,6.9,3,442(0),[西] 安田隆行
6,7,8,16,タイセイマグナム,牡3,56,芹沢純一,1:12.8,1/2,22.7,8,516(+2),[西] 新川恵
7,8,5,10,マルコフジ,牡3,56,柴原央明,1:12.9,クビ,8.8,4,448(-8),[西] 坂口正則
8,9,1,2,ジャマイカジョー,牡3,56,石橋守,1:13.0,3/4,15.9,7,436(0),[西] 梅田康雄
9,10,4,7,トーホウペッグ,牝3,51,森一馬,1:13.2,1,48.1,11,462(-4),[西] 田島良保
10,11,5,9,トウケイカガヤキ,牝3,54,飯田祐史,1:13.5,1.3/4,217.2,16,442(+2),[西] 飯田明弘
11,12,8,15,ゼニスパワー,牡3,56,鮫島良太,1:13.5,クビ,108.8,14,450(-6),[西] 牧田和弥
12,13,7,14,バンブーマンユー,牡3,56,渡辺薫彦,1:13.9,2.1/2,100.3,13,472(+8),[西] 鈴木孝志
13,14,6,12,ナイトフライト,牝3,54,川島信二,1:15.0,7,10.1,6,472(-6),[西] 鶴留明雄
14,15,2,4,ビップセンノセン,牝3,54,柴山雄一,1:15.5,3,43.4,10,448(-6),[西] 大根田裕
15,16,6,11,オウケンウッド,牡3,56,ピンナ,1:16.0,3,73.3,12,436(0),[西] 小崎憲
