,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,バンクレイド,牡7,55,上田将司,1:33.5,,1.8,1,528(+1),[地] 雑賀正光
1,2,3,3,プルーフオブキング,牡7,55,高橋利幸,1:33.6,3/4,1.9,2,505(+1),[地] 田中守
2,3,1,1,ビッグインディ,牡11,55,赤岡修次,1:34.3,3,16.1,4,517(0),[地] 田中守
3,4,4,4,マキハタシューター,牡7,52,西森将司,1:34.5,3/4,43.0,6,473(0),[地] 田中守
4,5,8,9,ゴールデンランボー,牡4,55,倉兼育康,1:34.5,アタマ,39.2,5,475(+1),[地] 田中譲二
5,6,8,10,バンビーナビバ,牝6,54,高野毅,1:34.8,1.1/2,135.6,8,464(0),[地] 雑賀正光
6,7,7,8,ヘキレキ,セ9,55,永森大智,1:35.1,1.1/2,11.3,3,490(+3),[地] 雑賀正光
7,8,2,2,パブリッシャー,牡7,55,中西達也,1:35.5,2,160.3,9,455(-4),[地] 松木啓助
8,9,7,7,ヒロカミオー,牡7,55,西川敏弘,1:35.8,1.1/2,125.9,7,492(+1),[地] 大関吉明
9,10,5,5,エイシンテンドー,牡7,55,目迫大輔,1:36.0,1,293.8,10,490(0),[地] 田中守
