,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,6,ウツミダンスダンス,牝4,55,張田京,2:08.1,,---,1,482(+4),[地] 赤間清松
1,2,7,13,トミケンブライト,牝4,54,的場文男,2:08.1,アタマ,---,5,455(+8),[地] 寺田新太
2,3,2,3,ベルモントヒット,牝4,53,左海誠二,2:08.6,2.1/2,---,2,478(+8),[地] 阪本一栄
3,4,5,9,アインアイン,牝4,54,市村誠,2:09.1,2.1/2,---,4,515(-7),[地] 赤間清松
4,5,3,5,セクシーディナー,牝4,53,内田博幸,2:09.5,2,---,3,461(+1),[地] 赤嶺本浩
5,6,8,15,ベルモントルビー,牝4,53,的場直之,2:10.0,2.1/2,---,8,434(+1),[地] 長沼正義
6,7,5,8,ヤマノラヴリー,牝4,53,桑島孝春,2:10.3,1.1/2,---,14,467(+15),[地] 出川克己
7,8,6,11,ウランウラン,牝4,53,石崎隆之,2:10.4,1/2,---,7,440(-1),[地] 野口孝
8,9,3,4,シュザンヌ,牝4,53,佐藤祐樹,2:11.0,3,---,10,397(-4),[地] 渡部茂夫
9,10,7,12,アネスト,牝4,53,堀千亜樹,2:11.0,クビ,---,13,447(+17),[地] 栗田裕光
10,11,1,1,カツベンテン,牝4,54,鈴木啓之,2:11.2,3/4,---,6,464(-2),[地] 赤間清松
11,12,6,10,ホウエイレディ,牝4,53,佐藤隆,2:11.3,3/4,---,15,467(0),[地] 寺田新太
12,13,2,2,スイートキヨシ,牝4,53,大友勝利,2:11.4,クビ,---,12,465(+9),[地] 出川博史
13,14,4,7,テイエスキャロン,牝4,53,佐宗応和,2:14.3,大,---,11,427(-4),[地] 村上頼章
14,15,8,14,アラノマドンナ,牝4,53,鷹見浩,2:15.3,5,---,9,455(+1),[地] 栗田裕光
