,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,11,シルキーゲイル,牡3,55,北村宏司,1:39.8,,18.4,9,528(0),[東] 高市圭二
1,2,8,15,スライストップ,牡3,55,小野次郎,1:39.9,3/4,3.8,1,490(0),[東] 中野隆良
2,3,6,12,ジェットラン,牡3,55,蛯名正義,1:40.8,5,4.0,2,480(0),[東] 萩原清
3,4,4,8,エアーメール,牡3,55,田中勝春,1:42.0,7,15.7,7,500(0),[東] 嶋田功
4,5,1,2,ケイアイタイガー,牡3,54,二本柳壮,1:42.3,2,13.3,5,494(0),[東] 鈴木康弘
5,6,8,16,トウショウスコープ,牡3,55,天間昭一,1:42.4,1/2,272.2,16,490(0),[東] 古賀史生
6,7,2,4,エーピーアトラス,牡3,53,鈴来直人,1:42.6,1.1/2,163.8,15,430(0),[東] 平井雄二
7,8,2,3,サクラアクティブ,牡3,55,後藤浩輝,1:42.9,2,13.4,6,480(0),[東] 藤原辰雄
8,9,5,10,アドタイクーン,牡3,55,勝浦正樹,1:42.9,ハナ,17.7,8,478(0),[東] 中尾銑治
9,10,3,5,ビッグワンボーイ,牡3,55,柴田善臣,1:43.3,2.1/2,5.3,3,518(0),[東] 山田要一
10,11,5,9,タルティフレット,牡3,55,吉永護,1:43.5,1.1/2,21.8,11,454(0),[東] 吉永正人
11,12,3,6,カラブラン,牝3,53,村田一誠,1:43.8,2,84.6,13,512(0),[東] 松永勇
12,13,1,1,ローレルリアリティ,牡3,55,吉田豊,1:43.8,クビ,75.6,12,520(0),[東] 加賀武見
13,14,4,7,ワカジョリーズ,牡3,55,伊藤直人,1:43.9,1/2,153.1,14,496(0),[東] 小林常泰
14,15,7,13,ベリーベスト,牡3,54,嘉藤貴行,1:45.8,大,20.3,10,486(0),[東] 田中清隆
15,中,7,14,マルターズマガジン,牡3,55,菊沢隆徳,,,9.8,4,496(0),[東] 保田一隆
