,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,ダンスインザモア,牡3,56,蛯名正義,1:47.3,,10.2,5,494(-4),[東] 相沢郁
1,2,1,2,ウインクルセイド,牡3,56,四位洋文,1:47.5,1,38.1,8,476(-2),[東] 鈴木伸尋
2,3,8,15,トップガンジョー,牡3,56,武豊,1:47.7,1.1/4,22.0,7,494(-2),[東] 和田正道
3,4,2,4,ディーエスハリアー,牡3,56,菊沢隆徳,1:47.8,クビ,118.9,13,450(-2),[東] 柴田政人
4,5,3,6,スキップジャック,牡3,56,勝浦正樹,1:47.8,アタマ,12.0,6,480(+6),[東] 高橋裕
5,6,4,7,ペールギュント,牡3,56,柴田善臣,1:47.8,クビ,2.8,1,508(-6),[西] 橋口弘次
6,7,6,11,ストラスアイラ,牡3,56,吉田豊,1:48.2,2.1/2,93.7,12,478(0),[東] 小島茂之
7,8,7,14,アグネスジェダイ,牡3,56,小野次郎,1:48.3,1/2,227.4,15,490(0),[西] 森秀行
8,9,4,8,マキハタサーメット,牡3,56,松永幹夫,1:48.5,1,10.1,4,500(-4),[西] 新川恵
9,10,2,3,カンペキ,牡3,56,安藤勝己,1:48.5,アタマ,76.7,10,486(-6),[東] 松永勇
10,11,5,10,コクサイトップラヴ,牡3,56,田中剛,1:49.1,3.1/2,193.9,14,454(-2),[東] 岩戸孝樹
11,12,6,12,カネサマンゲツ,牡3,56,江田照男,1:49.1,クビ,232.3,16,476(-4),[東] 久保田貴
12,13,5,9,パリブレスト,牡3,56,田中勝春,1:49.5,2.1/2,8.3,3,470(-4),[東] 小島太
13,14,7,13,ヴァーミリアン,牡3,56,北村宏司,1:49.6,クビ,2.9,2,488(-8),[西] 石坂正
14,15,8,16,プライドキム,牡3,56,池添謙一,1:50.0,2.1/2,82.7,11,478(+14),[西] 池添兼雄
15,16,1,1,ワールドアベニュー,牡3,56,横山典弘,1:51.3,8,54.9,9,514(+2),[東] 奥平真治
