,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2015/06/06,高知,晴,7,C3ー12,,10,8,10,,,取,吉本隆記,56.0,ダ1300,不,**,,,**,,,,計不,,,ムーンシャイン,
1,2014/10/23,大井,曇,11,文の京特別競走,,16,8,16,145.3,16.0,10,金子正彦,57.0,ダ1800,不,**,1:55.7,1.4,**,11-7-6-6,38.7-38.2,39.2,464(-4),,,トーセンヤッテキタ,
2,2014/10/07,浦和,晴,11,神無月特別,,9,8,10,63.3,8.0,6,金子正彦,57.0,ダ1600,重,**,1:43.8,1.6,**,9-9-9-7,36.8-39.6,39.8,468(+5),,,フジノフェアリー,
3,2014/09/24,船橋,曇,10,東京中日スポーツ盃,,9,7,7,94.7,9.0,6,内田利雄,56.0,ダ1700,良,**,1:49.4,0.5,**,8-8-7-7,31.2-38.2,37.7,463(-4),,,コスモイーチタイム,
4,2014/09/10,浦和,曇,11,トワイライト賞,,9,7,7,129.8,9.0,5,金子正彦,57.0,ダ1400,重,**,1:29.2,2.2,**,9-7-5-5,36.3-38.2,38.3,467(-5),,,リアライズリンクス,50.0
5,2014/08/19,川崎,晴,10,葉月特別,,9,1,1,132.6,8.0,6,内田利雄,57.0,ダ1600,良,**,1:43.4,1.7,**,7-7-6-6,37.9-38.5,39.2,472(+8),,,ケイアイヘルメス,
6,2014/07/23,川崎,曇,11,デイリー文月杯,,10,3,3,94.4,10.0,10,和田譲治,57.0,ダ1400,良,**,1:30.8,2.6,**,6-7-6-10,39.3-37.3,39.3,464(-6),,,リアハッピー,
7,2014/07/16,浦和,晴,11,しらこばと賞,,10,1,1,216.7,9.0,7,和田譲治,57.0,ダ1400,良,**,1:29.4,2.8,**,9-9-10-9,35.8-38.3,38.2,470(+5),,,リアライズリンクス,
8,2014/07/01,川崎,曇,11,’14スパーキングサ,,11,7,10,152.8,11.0,11,和田譲治,57.0,ダ1600,稍,**,1:44.4,2.7,**,6-9-10-10,36.8-39.8,40.9,465(-4),,,オベロンホワイト,
9,2014/06/17,船橋,曇,10,短夜賞,,8,8,8,135.9,8.0,8,和田譲治,56.0,ダ1700,良,**,1:50.9,3.0,**,8-8-8-8,29.4-40.8,41.8,469(+1),,,シンボリマルセイユ,
