,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/10/08,高知,小雨,5,Aー2,,11,4,4,5.6,4,8,林謙佑,56,ダ1400,重,**,1:32.1,1.2,**,10-11-11-11,0.0-40.0,40.1,505(+9),,,ショーム,
1,2023/09/18,高知,曇,11,Aー2,,9,7,7,9.7,4,7,林謙佑,56,ダ1600,重,**,1:45.2,1.0,**,7-7-7-8,0.0-41.1,40.0,496(0),,,レベルスリー,
2,2023/08/23,川崎,晴,11,スパーキングサマーカ(G),,14,2,2,312.6,14,11,所蛍,57,ダ1600,良,**,1:44.2,1.4,**,8-8-10-11,36.1-41.3,41.7,496(-6),,,スマイルウィ,
3,2023/07/29,高知,晴,10,倉兼おつかれさま特別,,10,3,3,4.8,3,3,林謙佑,56,ダ1400,稍,**,1:31.3,0.3,**,6-6-5-3,0.0-40.6,40.1,502(-7),,,レベルスリー,32.0
4,2023/07/16,高知,晴,11,Aー2,,7,4,4,2.7,2,4,林謙佑,56,ダ1300,稍,**,1:24.0,1.1,**,5-5-5-4,0.0-38.7,39.3,509(-5),,,ロイズピーク,24.0
5,2023/06/17,高知,晴,11,Aー2,,10,3,3,2.9,1,3,林謙佑,56,ダ1400,重,**,1:30.5,1.5,**,6-5-4-6,0.0-39.1,40.0,514(-2),,,グッドヒューマー,32.0
6,2023/05/30,高知,雨,10,福永洋一記念(G),,11,7,9,39.7,8,3,永森大智,57,ダ1600,不,**,1:42.3,0.9,**,9-10-8-7,0.0-38.8,38.4,516(-3),,,アポロティアモ,240.0
7,2023/04/30,高知,曇,11,ダイヤモンド特別,,11,8,11,14.6,4,3,倉兼育康,56,ダ1600,不,**,1:44.6,0.5,**,6-6-6-6,0.0-40.5,40.1,519(-5),,,ダノンロイヤル,40.0
8,2023/04/16,高知,小雨,11,Aー2,,8,5,5,3.0,2,7,吉原寛人,56,ダ1600,不,**,1:44.4,1.6,**,8-8-8-8,0.0-38.4,38.2,524(+9),,,アポロティアモ,
9,2023/03/09,大井,晴,11,フジノウェーブ記念競(G),,14,6,10,77.8,10,13,張田昂,57,ダ1400,良,**,1:28.1,2.4,**,14-14-14,36.4-37.0,38.0,515(-4),,,ギャルダル,
10,2023/02/16,浦和,晴,11,梅花賞(OP),,8,8,8,4.7,2,2,張田昂,57,ダ1400,良,**,1:28.6,1.1,**,3-3-3-3,37.3-37.5,38.3,519(-5),,,アマネラクーン,175.0
11,2023/01/26,大井,晴,11,’23ウインタースプ(OP),,14,3,4,14.4,7,6,張田昂,57,ダ1200,良,**,1:12.9,1.0,**,9-8,34.9-37.0,37.5,524(+14),,,スターシューター,
12,2022/11/03,盛岡,小雨,11,JBCスプリント(G1),,14,6,9,625.8,14,12,張田昂,57,ダ1200,良,**,1:10.7,1.6,**,12-11,0.0-34.7,34.6,510(+7),,,ダンシングプリンス,
13,2022/09/08,大井,曇,11,アフター5スター賞競(G),,11,6,7,5.8,4,9,張田昂,58,ダ1200,良,**,1:12.8,1.4,**,11-11,34.2-37.2,37.2,503(-2),,,プライルード,
14,2022/08/04,川崎,雨,11,高津OP(OP),,7,6,6,2.3,2,2,張田昂,57,ダ1400,重,**,1:28.1,0.2,**,3-4-3-3,38.6-37.4,37.3,505(+1),,,ファルコンビーク,240.0
15,2022/07/20,浦和,晴,11,プラチナC(G),,10,7,7,23.8,7,2,張田昂,58,ダ1400,良,**,1:26.4,0.2,**,9-9-9-5,34.8-38.8,37.5,504(-2),,,ティーズダンク,420.0
16,2022/06/09,大井,晴,11,ゆりかもめオープン競(OP),,6,6,6,1.4,1,1,張田昂,58,ダ1200,重,**,1:11.4,-0.1,**,2-2,34.7-36.7,36.6,506(-1),,,(アンティノウス),610.0
17,2022/05/10,大井,晴,11,神田川オープン競走(OP),,13,6,9,7.7,4,3,張田昂,58,ダ1600,稍,**,1:40.8,0.2,**,5-4-6-3,38.4-38.0,37.7,507(-6),,,コパノジャッキー,152.5
18,2022/04/20,大井,曇,11,東京スプリント競走(G3),,13,8,13,54.3,9,7,張田昂,56,ダ1200,不,**,1:12.0,1.5,**,8-7,34.8-35.7,36.6,513(0),,,シャマル,
19,2022/03/09,大井,晴,11,フジノウェーブ記念競(G),,14,3,4,16.7,6,11,張田昂,58,ダ1400,良,**,1:27.2,3.1,**,3-3-5,35.3-36.7,39.6,513(+6),,,ルーチェドーロ,
20,2021/11/02,園田,晴,11,楠賞(G),,9,5,5,1.6,1,4,張田昂,56,ダ1400,良,**,1:29.6,1.4,**,7-6-6-5,0.0-39.3,39.3,507(-3),,,イグナイター,300.0
21,2021/10/06,大井,曇,11,東京盃競走(G2),,13,7,11,13.6,5,5,張田昂,54,ダ1200,稍,**,1:10.9,0.6,**,7-7,34.1-36.2,36.2,510(+6),,,サクセスエナジー,175.0
22,2021/09/07,大井,曇,11,アフター5スター賞競(G),,14,6,10,6.9,4,1,張田昂,55,ダ1200,重,**,1:12.3,-0.1,**,5-4,33.9-38.4,37.8,504(+8),,,(ニシノレオニダス),1300.0
23,2021/06/29,大井,曇,11,優駿スプリント競走(G),,16,3,6,8.2,5,1,張田昂,57,ダ1200,重,**,1:12.1,-0.4,**,5-5,34.6-37.5,37.4,496(0),,,(ハートプレイス),2000.0
24,2021/06/09,大井,晴,11,東京ダービー競走(G),,16,5,10,135.3,14,8,今野忠成,56,ダ2000,良,**,2:08.4,1.8,**,14-15-16-12,35.4-39.7,39.6,496(-6),,,アランバローズ,
25,2021/05/04,船橋,晴,11,東京湾C(G),,13,5,6,9.4,5,3,今野忠成,56,ダ1700,稍,**,1:49.3,1.3,**,6-5-6-5,30.5-38.6,39.5,502(-3),,,ギガキング,360.0
26,2021/03/24,大井,晴,11,京浜盃競走(G),,10,3,3,39.1,7,7,張田昂,56,ダ1700,稍,**,1:47.7,0.9,**,4-4-6-6,31.2-38.6,39.1,505(-3),,,チサット,
27,2021/03/11,大井,晴,11,クラシックトライアル,,14,8,14,8.9,3,1,矢野貴之,56,ダ1800,良,**,1:54.7,-0.5,**,6-6-4-3,36.2-40.3,39.4,508(-2),,,(トーセンブライアン),350.0
28,2021/02/18,大井,曇,11,雲取賞競走(G),,13,6,8,100.5,9,7,張田昂,56,ダ1800,稍,**,1:55.8,1.2,**,8-8-10-10,38.7-38.0,38.0,510(+5),,,ランリョウオー,
29,2021/01/07,浦和,晴,11,ニューイヤーC(G),,10,7,7,24.3,7,4,張田昂,56,ダ1600,良,**,1:44.3,2.2,**,4-4-4-3,36.3-39.8,41.7,505(+4),,,トランセンデンス,120.0
30,2020/11/15,盛岡,晴,11,南部駒賞(G),,12,3,3,6.6,4,4,山本聡哉,55,ダ1600,良,**,1:38.8,0.4,**,5-6,0.0-38.9,38.5,501(-2),,,ギガキング,50.0
31,2020/10/28,船橋,曇,11,平和賞(G),,10,5,5,6.2,4,4,張田昂,55,ダ1600,稍,**,1:44.0,1.2,**,6-7-6-6,38.2-39.4,39.8,503(+7),,,マカベウス,130.0
