,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2019/09/23,船橋,晴,11.0,日本テレビ盃(G2),,8,7.0,9,9.5,3.0,8,戸崎圭太,57.0,ダ1800,稍,**,2:05.9,13.8,**,6-6-6-7,37.0-37.2,50.0,560(-18),,,クリソベリル,
1,2019/06/26,大井,晴,11.0,帝王賞競走(G1),,14,2.0,2,48.2,7.0,13,戸崎圭太,57.0,ダ2000,重,**,2:08.5,4.1,**,9-9-11-12,35.8-38.0,40.8,578(+15),,,オメガパフューム,
2,2019/05/06,船橋,晴,11.0,かしわ記念(G1),,11,6.0,7,54.7,7.0,3,戸崎圭太,57.0,ダ1600,稍,**,1:40.8,0.6,**,9-9-8-6,37.0-38.0,37.6,563(-1),,,ゴールドドリーム,1200.0
3,2019/03/13,船橋,曇,11.0,ダイオライト記念(G2),,13,6.0,9,10.8,5.0,2,戸崎圭太,56.0,ダ2400,重,**,2:38.1,0.8,**,4-4-3-3,39.0-38.1,38.5,564(-8),,,チュウワウィザード,1120.0
4,2019/01/30,川崎,晴,11.0,川崎記念【指定交流】(G1),,11,5.0,5,18.0,4.0,4,戸崎圭太,57.0,ダ2100,良,**,2:15.8,0.8,**,5-5-4-4,31.0-39.8,39.9,572(-2),,,ミツバ,600.0
5,2018/12/29,大井,晴,10.0,東京大賞典競走(G1),,16,8.0,16,59.0,8.0,10,Ｏ．マー,57.0,ダ2000,良,**,2:08.4,2.5,**,2-2-2-2,36.1-39.6,42.0,574(0),,,オメガパフューム,
6,2018/12/02,4中京2,晴,11.0,チャンピオンズC(G1),,15,3.0,4,204.6,13.0,14,小牧太,57.0,ダ1800,良,**,1:51.8,1.7,**,12-12-11-12,37.1-35.9,36.7,574(+5),,,ルヴァンスレーヴ,
7,2018/11/23,浦和,晴,10.0,浦和記念(G2),,11,2.0,2,3.8,2.0,4,Ｊ．モレ,58.0,ダ2000,良,**,2:07.1,1.7,**,4-4-5-4,36.3-37.2,38.6,569(-5),,,オールブラッシュ,350.0
8,2018/11/04,5京都2,晴,11.0,JBCクラシック(G1),,16,6.0,12,7.7,4.0,13,Ｍ．デム,57.0,ダ1900,良,**,1:58.5,1.8,**,14-14-12-11,30.2-38.1,38.1,574(+16),,,ケイティブレイブ,
9,2018/10/03,船橋,曇,11.0,日本テレビ盃(G2),,12,4.0,4,4.0,2.0,2,Ｊ．モレ,57.0,ダ1800,稍,**,1:52.9,0.4,**,4-3-3-3,38.4-36.6,36.6,558(+4),,,ケイティブレイブ,1120.0
10,2018/06/27,大井,晴,11.0,帝王賞競走(G1),,15,5.0,9,8.9,5.0,11,内田博幸,57.0,ダ2000,良,**,2:06.5,2.3,**,11-12-12-12,35.1-38.9,39.1,554(-12),,,ゴールドドリーム,
11,2018/03/14,船橋,晴,11.0,ダイオライト記念(G2),,9,2.0,2,1.9,2.0,2,内田博幸,56.0,ダ2400,稍,**,2:35.1,0.3,**,3-3-2-2,37.4-40.4,40.6,566(-9),,,ケイティブレイブ,1120.0
12,2018/01/31,川崎,晴,11.0,川崎記念【指定交流】(G1),,10,7.0,7,6.1,4.0,2,内田博幸,57.0,ダ2100,稍,**,2:15.1,0.2,**,2-2-2-2,31.4-37.1,37.1,575(+3),,,ケイティブレイブ,2100.0
13,2017/12/29,大井,晴,10.0,東京大賞典競走(G1),,16,3.0,5,12.6,6.0,4,内田博幸,57.0,ダ2000,良,**,2:05.5,1.3,**,14-12-9-9,35.5-37.1,37.0,572(+9),,,コパノリッキー,800.0
14,2017/12/03,4中京2,晴,11.0,チャンピオンズC(G1),,15,8.0,15,,,取,内田博幸,57.0,ダ1800,良,**,,,**,,36.2-36.2,,計不,,,ゴールドドリーム,
15,2017/11/03,大井,晴,9.0,JBCクラシック競走(G1),,13,7.0,10,3.6,2.0,8,内田博幸,57.0,ダ2000,重,**,2:06.7,2.2,**,7-7-8-9,36.7-37.8,39.4,563(0),,,サウンドトゥルー,
16,2017/09/27,船橋,曇,11.0,日本テレビ盃(G2),,11,8.0,11,4.4,4.0,1,内田博幸,58.0,ダ1800,稍,**,1:52.9,0.0,**,3-3-4-3,35.9-37.4,37.1,563(-4),,,(サウンドトゥルー),3200.0
17,2017/06/28,大井,曇,11.0,帝王賞競走(G1),,16,3.0,6,4.7,2.0,5,内田博幸,57.0,ダ2000,重,**,2:05.8,1.4,**,10-9-4-5,36.7-37.6,38.8,567(0),,,ケイティブレイブ,300.0
18,2017/03/25,メイダン,雨,,ドバイワールドC(G1),,14,,1,20.4,5.0,9,ルメール,57.0,ダ2000,重,,,,,,,,計不,,,,
19,2016/12/29,大井,晴,10.0,東京大賞典競走(G1),,14,7.0,11,16.3,5.0,1,内田博幸,57.0,ダ2000,重,**,2:05.8,-0.3,**,3-3-3-3,37.9-36.3,36.1,565(-1),,,(アウォーディー),8000.0
20,2016/12/04,4中京2,曇,11.0,チャンピオンズC(G1),,15,8.0,14,21.0,7.0,5,松若風馬,57.0,ダ1800,良,**,1:50.5,0.4,**,10-10-10-11,36.3-37.7,36.9,566(+4),,,サウンドトゥルー,970.0
21,2016/11/06,5京都2,曇,11.0,みやこS(G3),,16,5.0,9,7.6,4.0,1,松若風馬,56.0,ダ1800,良,**,1:50.1,0.0,**,7-7-7-4,36.2-36.8,36.2,562(+2),,,(グレンツェント),3856.7
22,2016/10/23,4東京7,曇,11.0,ブラジルC(OP),,16,4.0,8,1.7,1.0,8,戸崎圭太,57.5,ダ2100,良,**,2:10.3,1.4,**,4-5-6-4,29.9-38.7,37.9,560(-2),,,ミツバ,
23,2016/10/01,4阪神7,晴,11.0,シリウスS(G3),,11,7.0,9,5.1,4.0,3,和田竜二,57.5,ダ2000,稍,**,2:01.7,0.0,**,3-4-4-2,35.3-36.4,36.1,562(+2),,,マスクゾロ,905.7
24,2016/05/08,2東京6,晴,10.0,ブリリアントS(OP),,15,5.0,8,1.9,1.0,1,戸崎圭太,57.0,ダ2100,良,**,2:10.4,-0.2,**,10-9-6-4,29.9-38.8,38.3,560(-4),,,(キープインタッチ),2235.7
25,2016/03/12,1阪神5,晴,11.0,仁川S(OP),,12,5.0,5,2.2,1.0,1,小牧太,56.0,ダ2000,良,**,2:04.3,-0.4,**,5-5-5-3,36.0-36.6,36.2,564(+6),,,(ドコフクカゼ),2225.9
26,2016/02/20,1東京7,雨,10.0,金蹄S(1600万下),,14,5.0,8,2.3,1.0,1,田辺裕信,56.0,ダ2100,稍,**,2:10.4,-0.7,**,9-9-7-5,29.9-37.1,36.7,558(+4),,,(センチュリオン),1850.1
27,2015/11/28,5東京8,晴,10.0,晩秋S(1600万下),,16,6.0,12,6.1,3.0,2,浜中俊,54.0,ダ2100,稍,**,2:10.2,0.0,**,8-9-7-8,29.9-37.5,36.8,554(+2),,,モズライジン,739.6
28,2015/11/07,5東京1,曇,12.0,3歳以上1000万下,,12,5.0,6,4.3,2.0,1,戸崎圭太,55.0,ダ2100,良,**,2:12.1,-0.4,**,6-7-5-5,30.0-37.8,37.2,552(+2),,,(ステージジャンプ),1050.0
29,2015/10/18,4京都5,晴,10.0,鳴滝特別(1000万下),,11,7.0,9,25.1,8.0,10,和田竜二,54.0,芝2200,良,**,2:13.1,2.2,**,10-10-10-10,35.9-34.1,35.4,550(+12),,,グリュイエール,
30,2015/05/17,2東京8,晴,10.0,青竜S(OP),,12,8.0,11,18.2,7.0,9,和田竜二,56.0,ダ1600,良,**,1:37.9,1.5,**,6-5,36.6-35.4,36.5,538(+8),,,ノンコノユメ,
31,2015/04/19,3中山8,小雨,7.0,3歳500万下,,16,2.0,4,3.7,1.0,1,和田竜二,56.0,ダ1800,良,**,1:53.7,0.0,**,7-7-5-4,36.5-39.3,38.9,530(+2),,,(パワーポケット),720.0
32,2015/04/05,2阪神4,雨,5.0,3歳500万下,,13,2.0,2,5.4,2.0,4,和田竜二,56.0,ダ1800,不,**,1:51.5,0.1,**,11-11-12-12,37.4-36.7,35.6,528(+2),,,ニホンピロサンダー,110.0
33,2014/12/21,5阪神6,晴,2.0,2歳未勝利,,16,4.0,8,4.0,3.0,1,和田竜二,55.0,ダ1800,不,**,1:52.3,-0.3,**,14-14-12-10,36.8-37.9,37.0,526(+2),,,(デブリン),500.0
34,2014/11/22,5京都5,晴,2.0,2歳未勝利,,14,7.0,12,5.5,3.0,2,和田竜二,55.0,ダ1800,良,**,1:55.0,0.2,**,10-10-6-7,36.6-38.7,38.0,524(0),,,クルーガー,200.0
35,2014/11/09,5京都2,雨,2.0,2歳未勝利,,17,7.0,13,3.3,2.0,5,松山弘平,55.0,芝1400,良,**,1:22.6,0.2,**,7-7,35.0-35.7,35.1,524(0),,,ヤマニンナジャーハ,50.0
36,2014/10/19,4京都5,晴,3.0,2歳未勝利,,12,7.0,10,3.0,2.0,3,和田竜二,55.0,芝1600,良,**,1:35.0,0.4,**,5-5,36.0-34.0,34.0,524(-8),,,アドマイヤゴッド,130.0
37,2014/10/11,4京都1,晴,5.0,2歳新馬,,15,4.0,6,4.4,2.0,2,和田竜二,55.0,芝1400,良,**,1:21.4,0.2,**,11-10,33.7-35.9,34.8,532(0),,,ペルフィカ,280.0
