,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2010/12/05,5阪神2,晴,11.0,ジャパンカップダート(G1),,16,5.0,10,9.2,4.0,14,武豊,57,ダ1800,稍,**,1:52.1,3.2,**,6-5-7-12,35.9-36.6,39.1,516(+2),,,トランセンド,
1,2010/06/30,大井,曇,11.0,帝王賞競走(G1),,15,2.0,3,3.8,2.0,9,福永祐一,57,ダ2000,稍,**,2:05.3,1.9,**,6-6-6-5,35.4-37.8,39.6,514(0),,,フリオーソ,
2,2010/01/27,川崎,晴,11.0,川崎記念[指定交流](G1),,11,2.0,2,1.3,1.0,1,武豊,57,ダ2100,良,**,2:12.7,-0.1,**,2-2-2-2,30.2-37.0,36.8,514(-5),,,(フリオーソ),6000.0
3,2009/12/29,大井,晴,10.0,東京大賞典競走(G1),,14,8.0,13,2.0,1.0,2,武豊,57,ダ2000,良,**,2:05.9,0.0,**,4-4-3-3,37.0-37.0,36.9,519(-1),,,サクセスブロッケン,2800.0
4,2009/12/06,5阪神2,晴,11.0,ジャパンカップダート(G1),,16,2.0,4,3.7,2.0,8,武豊,57,ダ1800,良,**,1:51.1,1.2,**,7-7-8-8,36.3-37.1,37.6,520(+9),,,エスポワールシチー,
5,2009/11/03,名古屋,晴,10.0,JBCクラシック(G1),,12,5.0,5,1.3,1.0,1,武豊,57,ダ1900,良,,2:00.2,0.0,,3-3-2,,36.7,511(-4),,,(マコトスパルビエロ),10000.0
6,2009/06/24,大井,曇,11.0,帝王賞競走(G1),,13,4.0,4,1.6,1.0,1,武豊,57,ダ2000,不,**,2:03.6,-0.5,**,3-3-1-1,36.5-36.1,36.1,515(-7),,,(フリオーソ),7000.0
7,2009/02/22,1東京8,晴,11.0,フェブラリーS(G1),,16,5.0,9,4.1,2.0,6,武豊,57,ダ1600,稍,**,1:35.1,0.5,**,7-7,35.1-35.8,35.6,522(0),,,サクセスブロッケン,
8,2008/12/29,大井,晴,10.0,東京大賞典競走(G1),,10,1.0,1,1.6,1.0,2,武豊,57,ダ2000,良,**,2:04.5,0.0,**,5-5-5-4,37.5-35.4,35.0,522(-2),,,カネヒキリ,2800.0
9,2008/12/07,5阪神2,晴,11.0,ジャパンカップダート(G1),,15,3.0,6,2.2,1.0,3,岩田康誠,57,ダ1800,良,**,1:49.3,0.1,**,11-10-9-5,36.7-36.6,36.2,524(+12),,,カネヒキリ,3351.0
10,2008/11/03,園田,曇,10.0,JBCクラシック(G1),,12,2.0,2,1.9,1.0,1,武豊,57,ダ1870,良,,1:56.7,-0.1,,3-3-3-2,,36.8,512(0),,,(サクセスブロッケン),10000.0
11,2008/03/29,アラブ首,晴,,ドバイワールドC(G1),,12,,7,,,12,武豊,57,ダ2000,良,,,,,,,,計不,,,,
