,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2021/11/04,門別,晴,11,道営スプリント〔H1(G),,12,8,12,16.2,5,5,落合玄太,57,ダ1200,重,**,1:11.5,0.8,**,7-6,0.0-36.1,36.3,508(-6),,,アザワク,70.0
1,2021/09/23,門別,曇,12,ウポポイオータムスプ(G),,10,6,6,13.7,5,4,落合玄太,57,ダ1200,重,**,1:12.2,0.5,**,7-7,0.0-37.5,36.4,514(+8),,,ジャスパーシャイン,70.0
2,2021/08/12,門別,晴,12,エトワール賞〔H3〕(G),,11,3,3,8.9,4,4,落合玄太,57,ダ1200,稍,**,1:13.1,0.5,**,9-8,0.0-37.4,36.6,506(-2),,,イダペガサス,42.0
3,2021/06/29,門別,曇,11,グランシャリオ門別ス(G),,10,6,6,15.4,5,2,落合玄太,56,ダ1000,良,**,1:00.2,0.2,**,5-5,0.0-37.0,36.1,508(0),,,アザワク,140.0
4,2021/05/27,門別,曇,11,北海道スプリントカッ(G3),,14,7,12,37.0,7,9,落合玄太,57,ダ1200,良,**,1:14.1,1.8,**,9-9,0.0-37.7,37.8,508(+8),,,ヒロシゲゴールド,
5,2021/04/22,門別,晴,11,アドマイヤマーズ・プ(OP),,9,8,9,9.9,5,6,落合玄太,57,ダ1200,良,**,1:13.5,0.2,**,2-1,0.0-37.5,37.6,500(-8),,,スマートアヴァロン,
6,2020/12/03,笠松,晴,9,笠松グランプリ(G),,12,5,5,6.3,4,5,落合玄太,57,ダ1400,良,**,1:26.3,0.3,**,7-7-7,0.0-37.8,36.8,508(+4),,,エイシンエンジョイ,30.0
7,2020/11/03,大井,曇,9,JBCスプリント競走(G1),,16,2,4,284.6,14,11,落合玄太,57,ダ1200,稍,**,1:12.2,1.5,**,16-16,33.4-37.3,36.8,504(-10),,,サブノジュニア,
8,2020/09/22,門別,晴,11,ウポポイオータムスプ(G),,10,4,4,2.5,1,1,落合玄太,57,ダ1200,稍,**,1:12.6,0.0,**,6-5,0.0-38.3,36.9,514(+4),,,(ソルサリエンテ),400.0
9,2020/08/10,盛岡,曇,10,クラスターC(G3),,13,5,7,31.7,7,5,落合玄太,55,ダ1200,良,**,1:09.9,1.4,**,11-10,0.0-34.8,34.4,510(+2),,,マテラスカイ,138.0
10,2020/07/02,門別,雨,12,グランシャリオ門別ス(G),,8,5,5,2.4,1,2,落合玄太,56,ダ1000,不,**,0:58.8,0.4,**,7-5,0.0-35.4,34.6,508(+2),,,アザワク,140.0
11,2020/06/04,門別,曇,11,北海道スプリントカッ(G3),,14,7,13,20.0,6,1,落合玄太,56,ダ1200,良,**,1:12.8,0.0,**,6-2,0.0-38.0,37.1,506(-4),,,(マテラスカイ),2200.0
12,2020/05/05,門別,晴,10,キンシャサノキセキ・(OP),,11,5,6,4.5,3,3,落合玄太,57,ダ1200,重,**,1:13.6,0.6,**,5-7,0.0-36.9,36.7,510(+13),,,フジノパンサー,22.5
13,2019/11/04,浦和,晴,9,JBCスプリント(G1),,12,8,11,354.1,10,9,森泰斗,57,ダ1400,重,**,1:26.7,1.8,**,11-12-11-11,34.1-38.4,38.7,497(-11),,,ブルドッグボス,
14,2019/10/08,門別,曇,12,道営スプリント〔H2(G),,11,7,8,2.3,1,2,落合玄太,57,ダ1200,不,**,1:11.0,0.1,**,10-6,0.0-36.4,36.0,508(-2),,,アップトゥユー,100.0
15,2019/09/11,門別,曇,12,江差追分全国大会特別,,10,6,6,2.3,1,1,落合玄太,58,ダ1200,重,**,1:12.7,-0.1,**,7-5,0.0-37.7,36.5,510(+2),,,(ソルサリエンテ),100.0
16,2019/08/12,盛岡,曇,10,クラスターC(G3),,14,8,13,169.2,9,7,落合玄太,54,ダ1200,良,**,1:10.0,0.9,**,6-6,0.0-34.9,35.0,508(+2),,,ヤマニンアンプリメ,
17,2019/07/04,門別,曇,12,グランシャリオ門別ス(G),,12,2,2,4.6,3,1,落合玄太,56,ダ1000,不,**,0:58.6,-0.1,**,7-7,0.0-35.5,34.5,506(-2),,,(ショコラブラン),300.0
18,2019/06/06,門別,曇,11,北海道スプリントカッ(G3),,16,8,16,185.3,8,2,落合玄太,56,ダ1200,稍,**,1:12.1,0.6,**,9-7,0.0-36.7,36.7,508(-4),,,ヤマニンアンプリメ,440.0
19,2019/04/23,門別,曇,9,ヱビスビール特別,,12,5,6,3.4,2,3,落合玄太,57,ダ1200,良,**,1:14.2,0.5,**,11-8,0.0-38.0,36.7,512(0),,,フジノパンサー,15.0
20,2018/12/11,船橋,雨,11,総の国(OP),,14,8,14,8.3,3,10,岩橋勇二,56,ダ1600,良,**,1:43.3,1.7,**,3-3-4-8,37.5-39.0,40.5,512(+6),,,ベンテンコゾウ,
21,2018/11/04,盛岡,晴,12,絆C(G),,9,5,5,4.9,2,1,岩橋勇二,57,ダ1600,良,**,1:37.6,-0.8,**,2-3,0.0-36.5,36.3,506(+8),,,(タイセイバンデット),300.0
22,2018/10/18,門別,曇,12,ハーツクライ・プレミ,,10,6,6,1.7,1,2,岩橋勇二,57,ダ1200,稍,**,1:12.9,0.2,**,5-4,0.0-37.3,36.9,498(-12),,,アップトゥユー,20.0
23,2018/10/04,門別,晴,12,道営スプリント〔H2(G),,14,2,2,10.6,3,2,岩橋勇二,57,ダ1200,稍,**,1:13.1,0.0,**,9-7,0.0-38.9,37.3,510(+1),,,ラブバレット,100.0
24,2018/08/15,盛岡,曇,10,クラスターC(G3),,14,5,8,135.5,8,6,岩橋勇二,54,ダ1200,良,**,1:10.7,1.6,**,10-9,0.0-34.8,34.9,509(+11),,,オウケンビリーヴ,
25,2018/08/01,門別,晴,12,安平町道の駅来春オー,,8,4,4,1.7,1,1,宮崎光行,56,ダ1200,良,**,1:14.8,-0.2,**,5-4,0.0-39.0,38.0,498(0),,,(ブリージーストーム),100.0
26,2018/07/05,門別,雨,12,グランシャリオ門別ス(G),,13,7,11,4.0,3,2,阪野学,56,ダ1000,不,**,1:00.1,0.1,**,6-6,0.0-36.7,35.7,498(+2),,,カツゲキライデン,50.0
27,2018/06/21,門別,雨,11,北海道の翼「AIRD,,12,3,3,3.1,1,1,岩橋勇二,55,ダ1200,不,**,1:13.5,-0.3,**,8-7,0.0-38.2,36.5,496(-6),,,(コールサインゼロ),100.0
28,2018/04/29,3京都4,晴,12,高瀬川S(1600万下),,16,8,15,153.6,13,10,池添謙一,57,ダ1400,良,**,1:25.4,1.1,**,16-16,34.7-37.8,36.6,502(-4),,,アードラー,
29,2018/03/03,1阪神3,曇,10,播磨S(1600万下),,16,6,12,365.8,15,14,高倉稜,57,ダ1400,良,**,1:25.2,1.7,**,15-15,35.4-36.1,35.9,506(+4),,,テーオーヘリオス,
30,2018/02/04,2京都4,晴,10,河原町S(1600万下),,10,8,10,66.9,9,7,小崎綾也,57,ダ1400,良,**,1:26.3,0.8,**,5-8,35.9-37.1,37.2,502(0),,,エポック,
31,2018/01/08,1京都3,雨,10,羅生門S(1600万下),,16,3,6,24.2,8,8,鮫島克駿,57,ダ1400,稍,**,1:25.0,1.0,**,15-16,34.8-37.2,36.3,502(0),,,ルグランフリソン,
32,2017/12/02,5阪神1,晴,10,御影S(1600万下),,15,6,10,57.0,9,6,和田竜二,57,ダ1400,良,**,1:24.6,0.5,**,14-13,35.0-37.0,36.0,502(+4),,,プレスティージオ,
33,2017/11/03,5京都1,晴,10,貴船S(1600万下),,16,6,11,27.0,7,8,和田竜二,54,ダ1400,良,**,1:25.0,1.2,**,15-15,35.7-36.1,35.6,498(+2),,,ドライヴナイト,
34,2017/04/02,2阪神4,晴,12,鳴門S(1600万下),,16,2,3,33.3,10,8,鮫島克駿,57,ダ1400,稍,**,1:23.9,0.8,**,16-16,35.0-36.1,35.2,496(-4),,,プレスティージオ,
35,2017/03/04,1阪神3,晴,10,播磨S(1600万下),,14,5,9,15.1,6,6,和田竜二,57,ダ1400,良,**,1:24.0,0.8,**,14-13,35.0-36.2,35.6,500(+6),,,サウススターマン,
36,2017/01/07,1京都2,晴,10,羅生門S(1600万下),,16,1,2,50.9,11,5,鮫島克駿,57,ダ1400,良,**,1:23.4,0.3,**,15-15,34.7-36.5,35.3,494(-6),,,キタサンサジン,182.0
37,2016/12/18,4中京6,晴,11,三河S(1600万下),,13,4,4,37.4,10,3,鮫島克駿,54,ダ1400,良,**,1:24.5,0.3,**,11-11,35.2-37.1,36.0,500(-2),,,ブルミラコロ,434.5
38,2016/12/04,5阪神2,雨,10,妙見山S(1600万下),,10,6,6,40.4,8,7,太宰啓介,57,ダ1400,良,**,1:23.7,0.4,**,10-9,35.2-35.9,35.3,502(-2),,,ビッグリバティ,
39,2016/11/05,5京都1,晴,10,貴船S(1600万下),,14,4,6,44.7,10,8,和田竜二,57,ダ1400,良,**,1:24.7,1.0,**,11-11,35.3-36.2,36.4,504(+8),,,スマートアヴァロン,
40,2016/07/23,3中京7,晴,11,桶狭間S(1600万下),,16,3,5,251.5,16,8,鮫島克駿,57,ダ1400,良,**,1:24.4,1.0,**,16-16,34.2-37.4,35.3,496(-14),,,ブラゾンドゥリス,
41,2016/03/05,1阪神3,晴,10,播磨S(1600万下),,13,8,13,37.6,8,8,秋山真一,57,ダ1400,良,**,1:24.3,0.7,**,12-11,35.1-36.1,35.5,510(+2),,,ラテンロック,
42,2016/01/10,1京都3,晴,10,羅生門S(1600万下),,13,3,3,13.9,5,10,鮫島克駿,57,ダ1400,良,**,1:25.9,0.8,**,10-9,36.3-36.1,36.0,508(0),,,ヒルノデイバロー,
43,2015/12/26,5阪神7,晴,10,妙見山S(1600万下),,14,7,12,14.1,5,6,鮫島克駿,57,ダ1400,稍,**,1:23.8,0.7,**,12-12,35.3-35.6,34.9,508(+4),,,テーオーヘリオス,
44,2015/12/13,4中京4,晴,11,三河S(1600万下),,16,4,7,24.4,10,4,鮫島克駿,57,ダ1400,稍,**,1:24.2,0.6,**,13-13,34.2-37.4,36.5,504(-6),,,ポメグラネイト,240.0
45,2015/11/01,4京都9,曇,10,渡月橋S(1600万下),,16,4,7,14.1,5,6,秋山真一,57,ダ1400,良,**,1:23.8,1.2,**,15-14,34.3-36.7,35.5,510(+14),,,スーサンジョイ,
46,2015/05/03,3京都4,晴,12,高瀬川S(1600万下),,16,8,15,14.6,8,6,秋山真一,55,ダ1400,良,**,1:24.4,0.6,**,14-13,35.4-36.0,35.2,496(-2),,,メイショウオセアン,
47,2015/03/15,1阪神6,曇,10,播磨S(1600万下),,16,1,2,33.5,11,9,武幸四郎,55,ダ1400,良,**,1:24.8,1.2,**,14-14,34.1-37.1,37.3,498(-2),,,ピンポン,
48,2015/01/18,1京都7,晴,12,4歳以上1000万下,,12,6,8,6.2,2,1,秋山真一,57,ダ1400,重,**,1:24.1,-0.2,**,9-9,35.9-36.1,35.2,500(+12),,,(レッドロンメル),1050.0
49,2014/11/29,5京都8,曇,7,3歳以上500万下,,15,4,6,8.9,4,1,菱田裕二,57,ダ1400,不,**,1:23.6,0.0,**,11-11,35.0-36.7,35.3,488(-10),,,(トータルヒート),750.0
50,2014/10/04,4阪神7,曇,7,3歳以上500万下,,16,2,3,17.0,6,9,藤岡康太,57,ダ1400,良,**,1:24.6,0.9,**,9-11,35.4-36.3,36.0,498(0),,,キタサンウンゲツ,
51,2014/06/08,3阪神2,晴,12,3歳以上500万下,,15,2,2,20.2,6,4,藤岡康太,57,ダ1400,良,**,1:24.5,0.7,**,13-12,34.5-37.1,36.1,498(0),,,エイシンライアン,110.0
52,2014/05/04,2東京4,晴,12,4歳以上1000万下,,16,1,1,17.3,6,9,藤岡康太,57,ダ1400,良,**,1:25.8,0.8,**,16-16,35.6-37.2,36.2,498(-4),,,ショウナンダイラ,
53,2014/03/09,1阪神4,晴,12,4歳以上1000万下,,16,2,3,27.8,10,9,菱田裕二,56,ダ1400,良,**,1:25.8,0.7,**,15-13,35.5-37.0,36.2,502(-6),,,ダノンレジェンド,
54,2014/02/23,2京都8,晴,8,4歳以上500万下,,16,4,7,2.7,1,1,秋山真一,57,ダ1400,良,**,1:25.4,0.0,**,12-13,34.8-38.3,36.6,508(0),,,(ミッキーアップル),750.0
55,2014/02/08,2京都3,雨,7,4歳以上500万下,,15,1,1,16.7,6,2,秋山真一,57,ダ1400,重,**,1:23.1,0.0,**,15-14,34.3-37.1,35.5,508(+4),,,アドマイヤシェル,300.0
56,2013/08/25,2小倉10,曇,12,3歳以上500万下,,16,8,15,10.1,5,10,武豊,54,ダ1700,不,**,1:45.9,1.9,**,3-3-4-9,29.2-37.5,38.9,504(+4),,,スズカウラノス,
57,2013/07/06,3中京3,晴,9,茶臼山高原特別(500万下),,16,1,2,5.9,4,9,池添謙一,54,ダ1800,良,**,1:53.0,1.6,**,13-12-8-10,36.1-37.9,38.6,500(+4),,,プルーフポジティブ,
