,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2012/08/24,高知,晴,4,足摺ジョン万次郎特別,,9,2,2,48.2,7,9,中西達也,56,ダ1400,不,,1:32.9,2.1,,6-7-9-9,,39.4,466(+3),,,エムオーハンズ,
1,2012/08/11,高知,曇,6,A　ー5,,9,6,6,63.2,7,9,中西達也,56,ダ1400,重,,1:33.7,1.7,,2-3-9-9,,40.9,463(-1),,,ロマンタッチ,
2,2012/07/22,高知,曇,11,ファイナルレース,,8,6,6,7.3,4,1,中西達也,56,ダ1300,重,,1:25.6,-0.2,,1-1-1-1,,39.0,464(-3),,,(マチカネドウドウ),15.0
3,2012/07/06,高知,曇,6,A　ー4,,7,5,5,56.6,7,7,西川敏弘,56,ダ1400,不,,1:35.1,3.0,,1-1-4-6,,42.3,467(-2),,,ウィザードブラスト,
4,2012/06/23,高知,小雨,7,A　ー4,,9,3,3,183.5,8,8,西川敏弘,56,ダ1400,不,,1:33.8,2.3,,1-1-1-8,,40.6,469(-2),,,マイネリスペクト,
5,2012/06/10,高知,晴,11,ファイナルレース,,9,3,3,16.2,6,6,永森大智,56,ダ1600,重,,1:50.7,1.0,,1-1-2-2,,42.2,471(-4),,,アサクサミツボシ,
6,2012/05/18,高知,晴,7,マヤを祝っちゃう特別,,7,1,1,57.2,5,7,西川敏弘,56,ダ1400,重,,1:36.2,4.3,,3-4-6-7,,41.5,475(-3),,,ゴールデンコンパス,
7,2012/05/07,高知,曇,7,ヤマニンウエーブ特別,,8,3,3,32.1,6,8,西川敏弘,56,ダ1600,稍,,1:52.1,5.3,,6-8-8-8,,43.4,478(+1),,,バウンサー,
8,2012/03/25,高知,晴,8,A　ー3,,9,3,3,47.4,5,8,上田将司,56,ダ1400,重,,1:34.5,1.7,,3-3-6-8,,41.4,477(0),,,グッドサークル,
9,2012/03/09,高知,雨,3,ソメイヨシノ特別,,10,1,1,64.7,7,10,上田将司,56,ダ1600,不,,1:47.6,2.5,,1-1-1-9,,41.7,477(-3),,,ステージプレゼンス,
10,2012/03/03,高知,晴,9,Aイ,,7,5,5,28.8,4,4,西川敏弘,56,ダ1300,不,,1:27.1,2.2,,1-1-2-4,,41.1,480(-1),,,ステージプレゼンス,1.2
11,2012/02/26,高知,曇,11,ファイナルレース,,8,4,4,15.1,7,5,西川敏弘,56,ダ1600,不,,1:50.5,1.1,,5-5-5-5,,41.9,481(+2),,,グッドヘラクレス,0.8
12,2012/02/10,高知,曇,9,A　ー3,,9,4,4,39.8,6,8,永森大智,56,ダ1300,重,,1:26.3,1.5,,3-5-7-7,,40.0,479(-1),,,ダイヤモンドビット,
13,2012/01/29,高知,晴,9,四国カルスト県立自然,,7,6,6,9.8,4,5,西川敏弘,56,ダ1400,稍,,1:34.2,1.7,,3-3-4-6,,41.3,480(+1),,,カモンネイチャ,0.8
14,2012/01/15,高知,曇,8,A　ー3,,9,8,9,48.9,7,4,西川敏弘,56,ダ1600,良,,1:52.6,0.6,,1-1-1-2,,40.2,479(0),,,モルフェキープオフ,1.2
15,2011/12/31,高知,晴,8,頑張れ高知FD特別,,8,7,7,12.3,5,4,西川敏弘,56,ダ1600,良,,1:51.4,0.7,,1-1-3-2,,41.1,479(-4),,,ダイワトリビューン,1.2
16,2011/12/24,高知,晴,9,Aイ,,9,2,2,23.2,5,6,西川敏弘,56,ダ1300,良,,1:28.0,1.9,,2-2-4-4,,41.5,483(-1),,,リワードブライトン,
17,2011/12/17,高知,晴,2,馬路村の魚梁瀬特別,,9,8,9,16.5,4,6,西川敏弘,56,ダ1600,稍,,1:50.9,1.1,,2-2-2-5,,41.8,484(+5),,,ダイヤモンドビット,
18,2011/12/02,高知,曇,9,高知の新高梨特別,,8,7,7,17.1,5,6,西川敏弘,56,ダ1400,稍,,1:35.2,0.8,,1-1-3-2,,40.3,479(+6),,,ダイヤモンドビット,
19,2011/11/18,高知,雨,11,仁淀川安居渓谷特別,,9,3,3,133.9,9,9,西川敏弘,56,ダ1600,重,,1:50.6,3.0,,4-5-8-9,,42.0,473(+4),,,ステラパラダイス,
20,2011/11/06,高知,曇,8,A　ー3,,7,6,6,21.8,6,2,西川敏弘,56,ダ1600,不,,1:47.4,0.1,,2-2-1-1,,40.3,469(-4),,,レプラコーン,3.8
21,2011/10/22,高知,曇,9,A　ー2,,8,8,8,42.8,8,8,西川敏弘,56,ダ1600,不,,1:48.4,2.3,,4-7-8-8,,40.5,473(+5),,,マルハチゲティ,
22,2011/09/24,高知,晴,10,珊瑚冠賞(G),,10,5,5,70.5,7,9,西川敏弘,57,ダ1900,稍,,2:09.2,1.5,,2-3-10-9,,42.0,468(+4),,,スウィングベル,
23,2011/09/09,高知,曇,3,鮎踊る四万十川特別,,10,3,3,13.6,5,2,西川敏弘,56,ダ1400,稍,,1:32.3,0.4,,3-2-3-2,,40.6,464(-2),,,ギガビット,3.8
24,2011/08/26,高知,晴,9,建依別賞(G),,12,5,5,80.0,7,10,西川敏弘,57,ダ1400,不,,1:33.5,2.7,,7-7-10-11,,41.1,466(-3),,,プラネットワールド,
25,2011/08/06,高知,晴,10,大文字の送り火特別,,8,6,6,36.1,6,7,西川敏弘,56,ダ1400,重,,1:32.9,2.0,,2-2-2-4,,41.0,469(+2),,,プラネットワールド,
