,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2007/07/26,名古屋,晴,10,名港盃(G),,12,8,12,3.7,3,12,倉地学,57,ダ1900,良,,2:15.3,8.9,,3-4-10,,50.1,505(+13),,,ウイニングウインド,
1,2007/02/27,川崎,晴,9,きさらぎ特別,,14,3,4,1.6,1,1,内田博幸,55,ダ1600,良,,1:43.0,-0.3,,7-6-4-4,36.5-40.2,39.8,492(+2),,,(ツルマルバクシン),400.0
2,2006/12/31,大井,晴,10,ゆりかもめオープン競(OP),,13,4,5,10.0,4,2,今野忠成,54,ダ1600,良,,1:40.6,0.0,,6-6-5-6,37.7-38.3,38.0,490(+2),,,フジノウェーブ,162.0
3,2006/11/29,大井,晴,11,’06勝島賞競走(OP),,10,7,8,1.8,1,9,今野忠成,54,ダ1800,不,,1:56.0,1.5,,4-6-6-5,38.4-37.4,38.3,488(0),,,クールアイバー,
4,2006/11/03,川崎,晴,10,JBCクラシック(G1),,14,4,6,46.3,9,9,今野忠成,55,ダ2100,良,,2:17.7,1.6,,10-10-10-9,29.8-39.3,40.2,488(+4),,,タイムパラドックス,
5,2006/08/16,大井,晴,11,黒潮盃競走(G),,14,2,2,2.0,1,1,今野忠成,55,ダ1800,重,,1:54.9,-1.0,,7-8-8-8,36.2-40.3,39.7,484(-5),,,(ステップクローザー),2000.0
6,2006/07/10,大井,曇,9,ロマンティックナイト,,10,6,6,1.4,1,1,今野忠成,55,ダ1600,稍,,1:41.0,0.0,,6-6-5-1,36.4-39.4,38.7,489(+9),,,(ウエノマルタロベエ),250.0
7,2006/06/06,大井,曇,9,若竹賞競走,,10,5,5,2.0,1,1,今野忠成,55,ダ2000,良,,2:08.2,-0.3,,8-9-7-4,37.7-38.9,38.5,480(+5),,,(ローレンスペクター),400.0
8,2006/05/17,川崎,雨,7,エメラルドフラワー賞,,12,4,4,3.1,2,1,今野忠成,54,ダ1500,重,,1:32.6,-0.4,,4-3-4-2,29.1-37.9,37.7,475(+1),,,(リコーシャワシャワ),250.0
9,2006/04/18,川崎,晴,8,山桜特別,,11,1,1,5.5,4,1,今野忠成,54,ダ1500,良,,1:34.0,-1.2,,5-3-3-2,29.1-39.5,38.9,474(+2),,,(セイントハニー),200.0
10,2006/03/28,川崎,晴,2,3歳7　ロ,,10,8,10,4.0,3,1,今野忠成,54,ダ1400,良,,1:30.5,-0.6,,2-2-2-2,39.5-39.0,39.0,472(+12),,,(コテツ),120.0
11,2006/02/23,川崎,晴,2,3歳9　イ,,9,8,9,,6,5,今野忠成,54,ダ1400,重,,1:32.5,2.7,,5-4-5-6,39.4-38.5,40.7,460(0),,,ブルーゴールド,12.0
12,2005/07/29,川崎,晴,5,特選,,12,6,7,,4,9,内田博幸,53,ダ1400,良,,1:32.5,1.6,,5-5-5-6,38.4-40.5,41.8,計不,,,ジャンサークル,
13,2005/07/08,川崎,曇,1,新馬(新馬),,9,5,5,,1,3,内田博幸,53,ダ900,稍,,0:55.7,0.6,,2-2,29.5-37.4,38.0,計不,,,スプラッシュビート,36.0
