,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/10/01,盛岡,曇,11,ダービーグランプリ(G),,7,5,5,34.9,4.0,4,石崎駿,56,ダ2000,不,**,2:03.4,0.4,**,7-7-7-4,0.0-36.7,35.8,511(+4),,,ミックファイア,390.0
1,2023/06/07,大井,晴,11,東京ダービー競走(G),,15,1,2,6.1,3.0,4,石崎駿,56,ダ2000,重,**,2:06.6,1.8,**,15-13-6-6,37.5-37.0,37.8,507(+4),,,ミックファイア,500.0
2,2023/05/10,大井,晴,11,羽田盃競走(G),,16,5,9,5.7,2.0,3,石崎駿,56,ダ1800,稍,**,1:52.4,1.5,**,16-16-9-6,36.0-37.2,37.6,503(+6),,,ミックファイア,700.0
3,2023/03/29,大井,雨,11,京浜盃競走(G),,14,4,5,6.4,4.0,1,石崎駿,56,ダ1700,重,**,1:45.6,-0.1,**,12-11-10-7,30.2-37.6,36.8,497(-1),,,(トノパー),2000.0
4,2023/03/07,大井,晴,11,クラシックトライアル,,15,5,9,2.5,1.0,4,石崎駿,56,ダ1800,良,**,1:55.7,0.4,**,13-13-13-13,38.4-37.7,36.3,498(+2),,,ブルマリンシェール,51.0
5,2022/12/30,大井,晴,9,白鳥特別競走,,9,8,9,2.6,2.0,2,石崎駿,56,ダ1800,良,**,1:56.9,0.0,**,7-4-1-2,39.9-39.5,39.5,496(+4),,,タイガーチャージ,120.0
6,2022/12/07,大井,晴,10,ひばり特別競走,,10,7,8,4.3,3.0,2,矢野貴之,56,ダ1800,不,**,1:55.5,0.6,**,4-4-4-7,38.1-38.4,38.5,492(+8),,,ミックファイア,120.0
7,2022/10/26,船橋,晴,11,平和賞(G),,11,3,3,4.0,2.0,8,矢野貴之,55,ダ1600,良,**,1:48.4,2.1,**,5-5-6-7,39.2-40.9,42.6,484(-1),,,プルタオルネ,
8,2022/09/22,大井,曇,3,2歳　150万,,5,4,4,1.3,1.0,1,矢野貴之,54,ダ1600,重,**,1:44.3,0.0,**,4-3-3-4,41.0-37.3,37.1,485(-1),,,(ドラケン),210.0
9,2022/07/14,大井,雨,5,2歳　81万円,,7,1,1,3.0,2.0,2,左海誠二,54,ダ1600,不,**,1:44.5,0.0,**,7-7-6-6,38.4-39.4,38.8,486(-3),,,リベイクフルシティ,84.0
10,2022/06/10,大井,曇,3,2歳　新馬(新馬),,5,1,1,2.6,2.0,1,本田正重,54,ダ1400,重,**,1:30.7,-0.7,**,5-5-5,40.4-37.6,36.9,489(0),,,(ラブミーモニカ),240.0
11,2022/05/27,大井,曇,4,2歳　新馬(新馬),,4,1,1,,,取,矢野貴之,54,ダ1200,不,**,,,**,,37.7-38.4,,計不,,,ルックアップ,
