,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2005/08/24,荒尾,晴,6,サラブレッド系Cー3,,9,7,7,,9,9,佐藤智久,56.0,ダ1400,稍,,1:36.4,4.7,,9-9-9-9,,,468(-8),,,ミラクルゼファー,
1,2005/07/26,荒尾,晴,7,サラブレッド系Cー3,,8,7,7,,7,5,林卓磨,54.0,ダ1400,良,,1:32.9,1.1,,7-7-7-6,,,476(+3),,,エアートライブ,0.4
2,2005/07/13,荒尾,雨,6,サラブレッド系Cー3,,9,6,6,,7,5,岩永千明,53.0,ダ1400,不,,1:32.3,1.2,,8-7-7-7,,,473(+3),,,テイエムスペシャル,0.4
3,2005/06/28,荒尾,晴,7,サラブレッド系Cー3,,9,6,6,,8,6,尾林幸彦,56.0,ダ1400,不,,1:32.6,2.5,,8-9-9-6,,,470(-3),,,ナムラハンニバル,
4,2005/06/15,荒尾,晴,7,サラブレッド系Cー3,,8,4,4,,6,8,尾林幸彦,56.0,ダ1400,良,,1:33.9,3.5,,8-8-8-8,,,473(+7),,,ナムラハンニバル,
5,2005/05/31,荒尾,晴,6,サラブレッド系Cー3,,9,3,3,,6,9,尾林幸彦,56.0,ダ1400,良,,1:35.2,3.4,,9-9-9-9,,,466(-14),,,ナムラハンニバル,
6,2005/04/20,荒尾,晴,10,サラブレッド系Cー3,,9,1,1,,9,6,尾林幸彦,56.0,ダ1400,重,,1:32.7,1.6,,6-5-6-6,,,480(-23),,,フェイティドロット,
7,2005/03/27,佐賀,雨,3,C2,,8,6,6,,5,6,川野幸治,56.0,ダ1300,稍,,1:26.9,1.0,,8-8-8-6,,,503(0),,,グリセーヌボーイ,
8,2005/03/14,佐賀,曇,4,C2,,9,5,5,,6,6,下條知之,56.0,ダ1400,良,,1:33.7,0.8,,8-9-7-10,,,503(+2),,,バクシンスピリット,
9,2005/02/28,佐賀,晴,3,C2,,10,1,1,,3,5,吉田隆二,56.0,ダ1400,良,,1:33.6,1.0,,5-4-5-4,,,501(-4),,,ロードスクランブル,1.0
10,2005/02/12,佐賀,曇,5,C2,,8,8,8,,1,3,真島正徳,56.0,ダ1400,良,,1:33.4,0.8,,5-5-3-7,,,505(+1),,,エプソムスケール,2.4
11,2005/01/29,佐賀,晴,2,C2,,8,4,4,,2,1,鮫島克也,56.0,ダ1300,良,,1:26.2,-0.2,,2-2-2-2,,,504(0),,,(ザキャラクター),20.0
12,2005/01/15,佐賀,曇,4,C2,,9,5,5,,2,4,鮫島克也,56.0,ダ1300,良,,1:27.0,0.6,,5-6-7-5,,,504(+1),,,アトムテイオー,1.2
13,2004/12/31,佐賀,雨,2,C2,,9,7,7,,3,3,鮫島克也,56.0,ダ1300,不,,1:25.1,0.5,,6-6-6-4,,,503(+15),,,ヒットメドレー,2.0
14,2004/11/15,水沢,小雨,8,C2,,12,6,7,,5,9,阿部英俊,55.0,ダ1400,稍,,1:31.4,1.7,,,,,488(-2),,,アルスードアラジン,
15,2004/10/30,盛岡,曇,7,C2,,12,6,8,,4,10,阿部英俊,55.0,ダ1400,良,,1:30.7,2.2,,,,,490(+5),,,ノースポリシー,
16,2004/06/28,水沢,曇,6,C3,,10,8,9,,5,1,阿部英俊,55.0,ダ1400,良,,1:29.9,0.0,,,,,485(-9),,,(エムティサフィニア),30.0
17,2004/06/21,水沢,曇,5,C3,,10,5,5,,4,3,阿部英俊,55.0,ダ1400,不,,1:29.0,0.8,,,,,494(+2),,,ゲイリーワンダフル,4.5
18,2004/06/07,盛岡,雨,4,C3,,8,3,3,,4,4,阿部英俊,55.0,ダ1400,稍,,1:28.5,1.1,,,,,492(-1),,,グラスミライ,3.0
19,2004/05/24,盛岡,晴,3,C3,,9,4,4,,3,4,阿部英俊,55.0,ダ1400,稍,,1:29.4,0.7,,,,,493(0),,,マイネルプレジール,3.0
20,2004/05/15,盛岡,晴,1,C3,,7,7,7,,2,1,阿部英俊,55.0,ダ1400,良,,1:29.0,-0.6,,,,,493(-2),,,(ガッサンハーブ),30.0
21,2004/05/01,水沢,晴,5,C3,,10,8,9,,1,1,村上忍,55.0,ダ1300,良,,1:25.2,-0.5,,,,,495(0),,,(カネサイテスコ),30.0
