,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/10/05,大井,曇,11,レディスプレリュード(G2),,10,5,5,8.1,4,4,江田照男,55,ダ1800,不,**,1:52.0,0.4,**,5-2-1-1,37.5-38.1,38.5,450(-2),,,アーテルアストレア,310.0
1,2023/08/17,門別,晴,11,ブリーダーズゴールド(G3),,8,6,6,2.6,2,1,江田照男,56,ダ2000,稍,**,2:08.5,-0.9,**,1-1-1-1,0.0-41.1,41.1,452(+1),,,(パライバトルマリン),3100.0
2,2023/07/17,盛岡,曇,12,マーキュリーC(G3),,13,4,4,5.9,4,2,江田照男,53,ダ2000,重,**,2:02.4,0.6,**,6-1-1-1,0.0-37.3,37.9,451(-3),,,ウィルソンテソーロ,1050.0
3,2023/05/20,1京都9,晴,11,平安S(G3),,16,6,12,62.7,11,16,古川吉洋,55,ダ1900,稍,**,2:04.6,4.8,**,10-7-12-16,30.4-39.4,42.5,454(0),,,グロリアムンディ,
4,2023/03/15,船橋,晴,11,ダイオライト記念(G2),,14,2,2,10.8,4,2,江田照男,54,ダ2400,良,**,2:39.0,1.8,**,1-1-1-1,38.4-39.7,41.5,454(+2),,,グロリアムンディ,1400.0
5,2023/03/01,川崎,曇,11,エンプレス杯(G2),,10,6,6,5.9,3,3,江田照男,55,ダ2100,良,**,2:19.2,0.5,**,2-2-2-2,31.3-42.2,42.1,452(-3),,,グランブリッジ,800.0
6,2023/02/01,川崎,晴,11,川崎記念(G1),,10,7,7,50.2,7,4,江田照男,55,ダ2100,良,**,2:17.1,1.1,**,1-1-1-1,30.6-40.1,41.2,455(+1),,,ウシュバテソーロ,800.0
7,2023/01/25,大井,晴,11,TCK女王盃競走(G3),,7,3,3,4.5,4,4,江田照男,56,ダ1800,良,**,1:55.0,1.1,**,1-1-1-1,38.9-37.4,38.5,454(+3),,,グランブリッジ,220.0
8,2022/11/30,船橋,曇,11,クイーン賞(G3),,14,8,14,5.1,3,1,江田照男,55,ダ1800,稍,**,1:54.4,-0.4,**,1-1-1-1,36.4-40.8,40.8,451(+6),,,(グランブリッジ),2500.0
9,2022/11/03,盛岡,曇,10,JBCレディスクラシ(G1),,11,4,4,13.7,5,6,江田照男,55,ダ1800,良,**,1:50.5,0.4,**,9-7-2-1,0.0-36.6,36.9,445(-2),,,ヴァレーデラルナ,
10,2022/10/06,大井,曇,11,レディスプレリュード(G2),,12,5,5,9.1,4,2,江田照男,55,ダ1800,重,**,1:51.9,0.2,**,12-10-1-1,38.2-37.4,37.6,447(-5),,,プリティーチャンス,1085.0
11,2022/08/11,門別,雨,11,ブリーダーズゴールド(G3),,12,2,2,2.4,1,3,江田照男,55,ダ2000,不,**,2:05.9,0.6,**,5-6-5-2,0.0-39.3,39.9,452(+2),,,グランブリッジ,651.0
12,2022/07/18,盛岡,曇,12,マーキュリーC(G3),,14,2,2,9.8,7,2,江田照男,52,ダ2000,稍,**,2:02.6,0.1,**,10-7-1-1,0.0-38.0,38.1,450(+6),,,バーデンヴァイラー,980.0
13,2022/06/18,3東京5,曇,11,スレイプニルS(OP),,12,8,12,54.4,10,1,江田照男,54,ダ2100,良,**,2:08.5,-0.2,**,1-1-1-1,30.6-37.0,37.0,444(0),,,(サクラアリュール),2234.3
14,2022/04/16,3中山7,晴,10,下総S(3勝クラス),,12,6,7,11.4,5,1,江田照男,55,ダ1800,稍,**,1:51.9,-0.6,**,1-1-1-1,37.9-36.6,36.6,444(-4),,,(オンザライン),1865.9
15,2022/03/05,2中山3,晴,10,上総S(3勝クラス),,16,5,9,30.1,10,9,小林凌大,53,ダ1800,良,**,1:54.0,1.9,**,5-5-2-3,36.5-37.9,39.7,448(+6),,,ホウオウルバン,
16,2021/12/19,5中山6,晴,10,北総S(3勝クラス),,14,3,4,11.5,6,6,江田照男,55,ダ1800,稍,**,1:52.4,1.3,**,9-9-2-2,37.0-37.5,38.8,442(-8),,,ホールシバン,
17,2021/11/20,5東京5,晴,9,晩秋S(3勝クラス),,16,5,10,25.5,9,6,江田照男,55,ダ2100,良,**,2:10.9,0.5,**,1-1-1-1,31.1-38.6,39.1,450(+4),,,キタノヴィジョン,
18,2021/10/23,4阪神5,晴,10,トルマリンS(3勝クラス),,16,8,15,14.8,7,5,古川吉洋,55,ダ1800,良,**,1:52.9,1.0,**,2-2-2-1,36.0-39.1,40.1,446(+18),,,ハギノリュクス,182.0
19,2021/04/17,3中山7,曇,10,下総S(3勝クラス),,16,1,2,14.4,6,14,江田照男,55,ダ1800,稍,**,1:53.9,2.1,**,7-5-4-6,36.3-37.8,39.4,428(-4),,,タイガーインディ,
20,2021/03/06,2中山3,晴,10,上総S(3勝クラス),,16,6,11,10.9,6,2,江田照男,52,ダ1800,稍,**,1:53.4,0.6,**,2-2-2-1,37.0-39.3,39.9,432(-2),,,ラストマン,739.8
