,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2018/03/04,高知,曇,11,アクアマリン特別,,6,7,7,14.8,4,3,宮川実,56,ダ1600,不,**,1:46.3,1.1,**,3-3-3-3,0.0-37.8,38.6,506(+2),,,ワイルドコットン,10.5
1,2018/02/18,高知,晴,11,アメジスト特別,,7,2,2,52.3,6,5,妹尾浩一,56,ダ1400,重,**,1:33.4,1.0,**,4-3-4-4,0.0-39.3,39.9,504(+2),,,ワイルドコットン,3.5
2,2018/02/04,高知,晴,9,Aー3,,8,8,8,2.9,2,1,宮川実,56,ダ1300,重,**,1:26.3,-0.4,**,4-5-5-3,0.0-41.2,40.5,502(+4),,,(ヒロノフェロー),60.0
3,2018/01/16,高知,晴,11,新荘川特別,,10,1,1,9.5,4,1,宮川実,56,ダ1400,重,**,1:32.4,-0.1,**,5-4-4-3,0.0-40.7,40.1,498(+2),,,(ヨアソビ),60.0
4,2018/01/01,高知,晴,11,Bー2,,11,5,5,2.1,1,4,宮川実,56,ダ1400,重,**,1:32.8,0.4,**,6-7-3-3,0.0-40.2,40.2,496(-1),,,ココイチバン,5.0
5,2017/12/20,高知,晴,9,AB混合,,8,2,2,2.0,1,3,宮川実,55,ダ1600,良,**,1:49.0,0.1,**,2-2-2-3,,42.9,497(0),,,ヒロノフェロー,9.0
6,2017/12/02,高知,晴,5,騎手さん有難う特別,,9,1,1,1.2,1,4,赤岡修次,56,ダ1600,重,**,1:47.8,0.5,**,3-4-4-2,,41.3,497(+4),,,シャイントラベラー,3.7
7,2017/11/18,高知,曇,11,吉野川特別,,11,6,7,2.2,1,6,宮川実,56,ダ1400,不,**,1:31.6,1.3,**,3-3-3-3,,40.5,493(-1),,,サトノキングリー,
8,2017/11/04,高知,晴,11,鷲尾山特別,,10,7,8,4.9,3,1,宮川実,56,ダ1600,重,**,1:45.9,-0.5,**,3-3-3-2,,40.8,494(-4),,,(ワイドショー),60.0
9,2017/07/29,高知,晴,10,AイBイ混合,,7,3,3,2.3,1,1,宮川実,56,ダ1300,良,**,1:24.5,-0.1,**,3-3-4-2,,39.5,498(-1),,,(マイネルデアデビル),24.0
10,2017/07/23,高知,曇,7,トレノ賞(G),,11,7,9,50.6,9,7,宮川実,57,ダ1300,良,**,1:24.4,1.0,**,7-8-8-8,,39.5,499(-2),,,ヒロノカイザー,
11,2017/06/28,大井,曇,11,帝王賞競走(G1),,16,3,5,499.3,11,13,宮川実,57,ダ2000,重,**,2:09.9,5.5,**,9-10-12-11,36.7-37.6,41.1,501(+2),,,ケイティブレイブ,
12,2017/06/04,高知,晴,9,Aー2,,10,2,2,4.3,2,1,宮川実,56,ダ1600,良,**,1:45.5,-0.2,**,4-4-3-1,,39.9,499(+3),,,(ロジテースト),60.0
13,2017/05/21,高知,晴,11,メイ特別,,8,6,6,40.3,7,6,別府真衣,55,ダ1400,良,**,1:31.6,1.0,**,6-6-6-7,,39.3,496(+1),,,マウンテンダイヤ,
14,2017/05/07,高知,晴,9,中村社長26周年特別,,12,5,5,11.3,4,2,宮川実,56,ダ1400,良,**,1:32.2,0.5,**,11-11-10-8,,39.8,495(-13),,,ワイルドコットン,15.0
15,2017/02/26,高知,曇,11,アメジスト特別,,8,3,3,3.1,1,6,赤岡修次,56,ダ1600,重,**,1:45.4,1.0,**,6-6-4-6,,40.3,508(-6),,,クレスタラン,
16,2017/02/12,高知,晴,7,長浜特別,,9,4,4,2.4,1,5,赤岡修次,57,ダ1400,重,**,1:31.9,1.4,**,6-6-4-3,,39.5,514(+8),,,カイロス,5.0
17,2017/01/29,高知,雨,11,睦月特別,,8,3,3,8.8,4,1,赤岡修次,56,ダ1600,稍,**,1:46.1,-0.4,**,5-2-2-1,,40.7,506(-3),,,(クレスタラン),70.0
18,2017/01/15,高知,晴,10,Aー2,,6,3,3,1.9,1,3,宮川実,56,ダ1600,重,**,1:47.2,0.6,**,3-3-2-3,,39.2,509(-10),,,サクセスコード,7.5
