,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2017/09/21,門別,晴,11,道営スプリント〔H2(G),,12,1,1,3.7,2,1,阪野学,57,ダ1200,重,**,1:12.1,-0.5,**,4-2,,36.9,522(0),,,(タイセイバンデット),500.0
1,2017/08/31,門別,晴,11,スマホアプリJA2M(OP),,7,5,5,2.0,1,1,阪野学,56,ダ1200,稍,**,1:12.8,-0.1,**,2-2,,37.3,522(-5),,,(サトノプリンシパル),100.0
2,2015/12/24,園田,晴,10,兵庫ゴールドトロフィ(G3),,11,7,9,9.0,4,3,松浦政宏,56,ダ1400,不,**,1:26.4,0.4,**,4-4-1-1,,38.1,527(-6),,,レーザーバレット,252.0
3,2015/11/03,大井,晴,9,JBCスプリント競走(G1),,16,8,15,119.9,8,7,浜中俊,57,ダ1200,不,**,1:11.9,1.0,**,2-2,34.7-36.2,37.0,533(+4),,,コーリンベリー,
4,2015/10/12,盛岡,曇,11,マイルチャンピオンシ(G1),,15,4,6,35.1,6,5,阪野学,57,ダ1600,稍,**,1:38.0,1.2,**,1-1,,40.1,529(+1),,,ベストウォーリア,225.0
5,2015/08/12,盛岡,曇,10,クラスターC(G3),,14,3,4,5.6,3,2,阪野学,54,ダ1200,良,**,1:12.0,0.9,**,5-5,,36.4,528(0),,,ダノンレジェンド,529.0
6,2015/06/25,門別,晴,6,グランシャリオ門別ス(G),,8,3,3,1.4,1,1,阪野学,56,ダ1000,良,**,0:59.6,-0.4,**,4-5,,35.7,528(0),,,(アウヤンテプイ),250.0
7,2015/06/11,門別,晴,11,北海道スプリントカッ(G3),,14,4,6,32.5,5,2,阪野学,56,ダ1200,良,**,1:12.6,0.1,**,2-2,,37.4,528(+4),,,シゲルカガ,440.0
8,2015/04/18,2阪神7,晴,11,アンタレスS(G3),,16,8,15,221.5,16,15,藤田伸二,56,ダ1800,良,**,1:52.6,3.0,**,3-2-3-7,36.3-37.4,40.0,524(0),,,クリノスターオー,
9,2015/04/04,2阪神3,曇,11,コーラルS(OP),,16,6,11,26.0,8,15,藤田伸二,58,ダ1400,稍,**,1:25.3,2.8,**,3-4,34.0-36.7,39.0,524(-4),,,コーリンベリー,
10,2015/03/08,1阪神4,曇,10,ポラリスS(OP),,16,2,4,4.2,1,8,太宰啓介,57,ダ1400,重,**,1:22.3,0.8,**,1-1,34.5-35.5,36.3,528(+4),,,ニシケンモノノフ,
11,2015/02/01,1東京2,晴,11,根岸S(G3),,16,3,5,26.9,9,12,太宰啓介,56,ダ1400,重,**,1:24.3,0.9,**,13-12,35.3-35.8,35.5,524(-1),,,エアハリファ,
12,2014/10/13,盛岡,曇,11,マイルチャンピオンシ(G1),,15,5,9,7.2,2,2,太宰啓介,57,ダ1600,良,,1:36.5,0.6,,1-1,,36.2,525(+3),,,ベストウォーリア,1035.0
13,2014/09/13,4阪神1,晴,11,エニフS(OP),,13,5,7,25.2,7,1,太宰啓介,56,ダ1400,良,**,1:22.5,-0.2,**,1-1,34.3-36.5,36.5,522(+2),,,(ワイドバッハ),2028.7
14,2014/08/24,2小倉8,晴,11,TV西日本北九州記念(G3),,18,8,18,212.2,18,18,熊沢重文,56,芝1200,良,**,1:08.9,1.4,**,7-10,33.1-34.4,35.4,520(-10),,,リトルゲルダ,
15,2014/07/20,2福島6,曇,11,バーデンバーデンC(OP),,16,7,14,18.3,8,14,田辺裕信,56,芝1200,稍,**,1:10.6,1.8,**,3-5,33.2-35.6,37.1,530(+2),,,マヤノリュウジン,
16,2014/01/26,1京都9,晴,10,山科S(1600万下),,11,7,8,5.6,3,1,上村洋行,57,ダ1200,良,**,1:11.2,0.0,**,2-2,34.3-36.9,36.8,528(+4),,,(カフェシュプリーム),1814.5
17,2014/01/06,1中山2,晴,10,サンライズS(1600万下),,16,4,8,9.4,4,3,横山典弘,57,芝1200,良,**,1:08.9,0.4,**,1-1,33.6-34.9,35.3,524(+12),,,レオンビスティー,455.0
18,2013/07/20,2函館5,晴,11,函館日刊スポーツ杯(1600万下),,15,2,2,7.6,3,11,藤田伸二,57,芝1200,良,**,1:09.3,1.2,**,3-3,32.9-35.2,36.0,512(-12),,,ストレイトガール,
19,2013/06/15,3阪神5,雨,10,水無月S(1600万下),,14,3,3,4.2,2,8,太宰啓介,57,芝1200,稍,**,1:10.9,0.7,**,4-4,34.6-35.6,35.7,524(-6),,,サドンストーム,
20,2013/04/28,1福島8,晴,11,福島民友C(OP),,16,5,9,3.7,1,8,上村洋行,56,芝1200,良,**,1:08.7,0.5,**,6-5,32.5-35.7,35.1,530(+6),,,アウトクラトール,
21,2013/04/07,3中山6,晴,11,春雷S(OP),,16,2,3,11.1,4,1,上村洋行,55,芝1200,稍,**,1:09.8,0.0,**,2-2,34.5-35.3,35.2,524(+6),,,(アースソニック),2139.9
22,2013/03/02,2中山3,晴,11,夕刊フジオーシャンS(G3),,16,5,10,118.1,15,4,江田照男,56,芝1200,良,**,1:09.0,0.5,**,2-2,33.1-35.4,35.8,518(0),,,サクラゴスペル,570.0
23,2013/02/03,2京都4,晴,9,橿原S(1600万下),,11,3,3,10.0,4,1,武幸四郎,57,ダ1200,良,**,1:11.4,-0.1,**,1-1,34.8-36.6,36.6,518(-8),,,(ダッシャーワン),1765.9
24,2013/01/13,1京都4,曇,10,山科S(1600万下),,16,8,16,11.5,6,11,武幸四郎,56,ダ1200,良,**,1:12.3,0.8,**,5-7,34.6-36.9,37.3,526(+6),,,エーシンジェイワン,
25,2012/12/24,5阪神9,晴,12,2012ファイナルS(1600万下),,15,1,2,11.4,7,14,太宰啓介,56,ダ1400,稍,**,1:24.6,1.9,**,1-1,34.3-36.5,38.4,520(-6),,,アルゴリズム,
26,2012/12/09,5阪神4,晴,12,御影S(1600万下),,15,5,9,79.4,10,7,太宰啓介,56,ダ1400,良,**,1:24.7,1.4,**,2-2,33.8-37.6,38.9,526(+24),,,メイショウマシュウ,
27,2012/06/07,園田,晴,10,兵庫ダービー(G),,11,5,5,1.1,1,2,松浦政宏,56,ダ1870,良,,2:03.5,0.1,,4-2-2-2,,39.5,502(+4),,,メイレディ,160.0
28,2012/04/05,園田,晴,10,菊水賞(G),,9,3,3,1.2,1,1,松浦政宏,55,ダ1700,稍,,1:54.5,-0.9,,2-2-2-1,,37.9,498(-15),,,(ホープダイヤ),350.0
29,2012/03/14,園田,晴,8,A　B　3歳,,10,3,3,1.3,1,1,松浦政宏,55,ダ1400,稍,,1:30.3,-1.3,,2-2-2-1,,39.0,513(-4),,,(グリマルディ),70.0
30,2011/12/31,園田,晴,9,園田ジュニアC(G),,11,4,4,1.3,1,1,松浦政宏,54,ダ1700,良,,1:52.0,-0.2,,1-1-1-1,,39.8,517(+2),,,(メイレディ),500.0
31,2011/12/15,園田,晴,8,一組　2歳,,12,6,8,1.2,1,1,松浦政宏,54,ダ1700,良,,1:53.2,-0.6,,4-4-1-1,,40.0,515(0),,,(トライ),60.0
32,2011/11/22,園田,晴,5,JRA認定ファースト,,9,8,8,1.0,1,1,松浦政宏,54,ダ1400,稍,,1:30.7,-1.3,,2-2-1-1,,39.1,515(0),,,(エイユーリスペクト),150.0
