,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2018/08/29,大井,曇,11,アフター5スター賞競(G),,14,6,10,7.8,4,14,的場文男,55,ダ1200,重,**,1:15.5,3.7,**,3-4,34.1-37.7,41.3,521(+15),,,キタサンミカヅキ,
1,2018/04/25,浦和,晴,11,しらさぎ賞(G),,12,2,2,2.0,1,4,御神本訓,58,ダ1400,不,**,1:28.3,1.2,**,1-1-1-3,35.1-38.9,40.1,506(-2),,,ラーゴブルー,120.0
2,2017/12/10,5中山4,晴,11,カペラS(G3),,16,5,9,13.6,7,16,松山弘平,56,ダ1200,良,**,1:14.1,3.1,**,3-3,34.0-37.0,39.9,508(+2),,,ディオスコリダー,
3,2017/11/03,大井,晴,8,JBCスプリント競走(G1),,16,6,12,8.0,5,6,松山弘平,55,ダ1200,重,**,1:11.7,0.3,**,1-1,34.6-36.8,37.1,506(-10),,,ニシケンモノノフ,
4,2017/10/04,大井,曇,11,東京盃競走(G2),,16,4,7,12.7,5,6,松山弘平,56,ダ1200,良,**,1:12.6,0.5,**,2-1,35.2-36.9,37.3,516(+12),,,キタサンミカヅキ,
5,2017/01/29,1東京2,曇,11,根岸S(G3),,16,5,9,37.7,12,15,松山弘平,56,ダ1400,良,**,1:25.1,2.1,**,9-9,35.0-36.1,37.2,504(+2),,,カフジテイク,
6,2016/12/11,5中山4,晴,11,カペラS(G3),,16,7,14,3.2,1,3,松山弘平,56,ダ1200,良,**,1:10.7,0.5,**,4-5,33.3-36.9,37.0,502(+5),,,ノボバカラ,908.6
7,2016/11/03,川崎,晴,10,JBCスプリント(G1),,12,8,12,9.1,4,3,松山弘平,55,ダ1400,重,**,1:28.9,1.7,**,3-4-3-4,36.7-38.4,39.6,497(-13),,,ダノンレジェンド,1200.0
8,2016/09/22,大井,曇,11,東京盃競走(G2),,14,2,3,5.0,3,2,松山弘平,56,ダ1200,不,**,1:12.3,0.4,**,2-2,34.1-37.8,38.2,510(+17),,,ドリームバレンチノ,1225.0
9,2016/06/01,浦和,晴,11,さきたま杯(G2),,12,8,11,3.6,3,8,松山弘平,56,ダ1400,良,**,1:27.5,1.6,**,2-2-2-4,36.5-36.4,37.8,493(-3),,,ソルテ,
10,2016/04/06,大井,曇,11,東京スプリント競走(G3),,15,7,12,6.8,3,1,松山弘平,56,ダ1200,稍,**,1:11.4,-0.5,**,1-1,35.7-35.7,35.7,496(-4),,,(グレープブランデー),2700.0
11,2016/02/21,1東京8,晴,11,フェブラリーS(G1),,16,4,8,62.0,12,15,松山弘平,55,ダ1600,重,**,1:36.8,2.8,**,1-1,34.1-35.6,38.4,500(+2),,,モーニン,
12,2015/12/06,4中京2,曇,11,チャンピオンズC(G1),,16,6,11,71.9,13,13,松山弘平,55,ダ1800,良,**,1:51.9,1.5,**,4-5-6-8,35.5-37.9,39.0,498(-2),,,サンビスタ,
13,2015/11/03,大井,晴,9,JBCスプリント競走(G1),,16,1,2,10.5,3,1,松山弘平,55,ダ1200,不,**,1:10.9,-0.1,**,1-1,34.7-36.2,36.2,500(+10),,,(ダノンレジェンド),6000.0
14,2015/09/30,大井,晴,11,東京盃競走(G2),,15,6,10,3.1,2,3,松山弘平,54,ダ1200,稍,**,1:11.6,0.7,**,3-3,34.6-36.3,36.7,490(+6),,,ダノンレジェンド,700.0
15,2015/07/12,3中京4,晴,11,プロキオンS(G3),,16,3,6,4.2,2,2,松山弘平,55,ダ1400,良,**,1:22.8,0.3,**,1-1,34.6-35.9,36.2,484(+2),,,ベストウォーリア,1416.4
16,2015/05/04,名古屋,小雨,10,かきつばた記念(G3),,11,4,4,1.5,1,1,松山弘平,52,ダ1400,重,**,1:25.1,-0.3,**,1-1-1,,37.1,482(+4),,,(レーザーバレット),2100.0
17,2015/04/04,2阪神3,曇,11,コーラルS(OP),,16,7,14,3.2,1,1,松山弘平,55,ダ1400,稍,**,1:22.5,-0.5,**,5-4,34.0-36.7,36.0,478(-2),,,(ニシケンモノノフ),2138.5
18,2015/02/22,1東京8,曇,11,フェブラリーS(G1),,16,1,2,53.4,12,10,松山弘平,55,ダ1600,良,**,1:36.8,0.5,**,10-11,34.3-36.3,36.2,480(0),,,コパノリッキー,
19,2014/12/28,5阪神8,小雨,12,2014ファイナルS(OP),,16,4,7,5.6,2,1,松山弘平,53,ダ1400,良,**,1:22.9,-0.6,**,1-1,35.6-35.5,35.5,480(-2),,,(ニシケンモノノフ),2042.7
20,2014/11/03,盛岡,曇,8,JBCレディスクラシ(G1),,16,1,1,21.8,5,9,松山弘平,53,ダ1800,重,,1:51.9,2.6,,1-1-1-2,,39.8,482(+14),,,サンビスタ,
21,2014/07/13,3中京4,曇,11,プロキオンS(G3),,16,1,2,7.8,4,9,松山弘平,51,ダ1400,稍,**,1:23.0,0.4,**,1-1,34.7-36.1,36.5,468(-8),,,ベストウォーリア,
22,2014/06/22,3東京6,曇,11,ユニコーンS(G3),,16,8,15,14.5,4,2,松山弘平,54,ダ1600,稍,**,1:36.4,0.4,**,1-1,34.4-36.5,36.9,476(+20),,,レッドアルヴィス,1416.2
23,2014/05/04,3京都4,晴,10,端午S(OP),,15,7,14,3.7,1,2,松山弘平,55,ダ1400,良,**,1:24.1,0.0,**,2-2,34.2-37.6,37.4,456(-4),,,メイショウパワーズ,730.0
24,2014/04/13,2阪神6,曇,11,桜花賞(G1),,18,2,3,149.8,12,18,藤田伸二,55,芝1600,良,**,1:37.6,4.3,**,3-3,33.8-36.3,38.7,460(+2),,,ハープスター,
25,2014/03/16,2中京2,曇,10,昇竜S(OP),,13,8,12,15.0,9,1,松山弘平,54,ダ1400,良,**,1:24.5,-0.4,**,1-1,35.1-36.8,36.8,458(-2),,,(ナンチンノン),1828.7
