,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2009/04/07,大井,晴,11,ゆりかもめオープン競(OP),,11,6,6,240.3,11,8,酒井忍,54.5,ダ1800,良,**,1:55.4,1.5,**,8-9-9-10,37.9-38.3,39.0,486(-1),,,ロングウェーブ,
1,2009/03/24,大井,曇,11,’09スプリングカッ,,12,5,6,61.7,9,10,坂井英光,56.0,ダ2000,重,**,2:11.4,3.4,**,5-5-6-7,37.5-37.9,40.6,487(-13),,,フリートアピール,
2,2009/02/18,大井,晴,11,金盃競走(G),,16,8,15,233.6,14,14,山田信大,54.0,ダ2000,良,**,2:09.2,2.4,**,15-15-15-16,36.5-38.3,39.2,500(+2),,,バグパイプウィンド,
3,2009/01/20,大井,曇,11,ガーネット賞競走,,14,5,8,220.1,13,5,山田信大,56.0,ダ1800,良,**,1:55.8,1.7,**,13-14-14-14,38.1-38.3,38.9,498(+6),,,バグパイプウィンド,36.8
4,2008/12/31,大井,晴,12,ゆりかもめオープン競(OP),,12,1,1,121.3,12,12,山田信大,54.5,ダ1600,良,**,1:42.8,2.6,**,9-9-12-12,37.8-38.1,39.1,492(+5),,,ロイヤルマコトクン,
5,2008/12/03,大井,晴,11,’08勝島賞競走(OP),,16,8,16,180.3,15,14,山田信大,55.0,ダ1800,稍,**,1:56.9,3.6,**,9-9-15-15,37.6-38.4,40.6,487(+8),,,ブルーホーク,
6,2008/06/17,川崎,曇,9,水無月特別,,11,5,5,30.0,6,7,坂井英光,57.0,ダ1600,良,**,1:41.3,1.1,**,8-8-9-7,35.8-39.3,39.4,479(-6),,,リスキーアフェア,
7,2008/05/14,大井,曇,10,大井記念競走(G),,14,4,6,114.9,13,13,山田信大,54.0,ダ2600,不,**,2:52.8,5.7,**,5-5-14-14,37.7-38.1,41.5,485(-1),,,コウエイノホシ,
8,2008/04/10,大井,雨,11,’08ブリリアントカ,,10,8,9,20.9,4,3,山田信大,57.0,ダ1800,不,**,1:54.7,0.6,**,3-3-3-3,39.3-36.7,36.9,486(-6),,,チェレブラーレ,120.0
9,2008/02/20,大井,晴,11,金盃競走(G),,15,6,11,63.9,8,10,山田信大,54.0,ダ2000,良,**,2:08.2,1.8,**,12-13-15-14,36.2-38.4,39.4,492(-1),,,ルースリンド,
10,2007/12/29,大井,曇,10,東京大賞典競走(G1),,15,5,9,219.9,11,10,山田信大,57.0,ダ2000,不,**,2:06.8,3.6,**,11-13-14-13,35.6-36.6,39.1,493(-3),,,ヴァーミリアン,
11,2007/12/12,大井,曇,11,’07勝島賞競走(OP),,10,7,7,7.2,4,1,山田信大,55.0,ダ1800,良,**,1:55.1,-0.1,**,4-4-3-3,38.9-37.5,37.3,496(+9),,,(ロイヤルボス),800.0
