,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/09/30,4阪神8,曇,11,シリウスS(G3),,14,8,14,3.1,1,1,岩田望来,58.5,ダ2000,良,**,2:04.4,-0.2,**,6-8-7-6,36.7-37.6,36.9,490(+2),,,(アイコンテーラー),3849.7
1,2023/06/28,大井,曇,11,帝王賞競走(G1),,12,8,12,11.4,6,4,岩田望来,57.0,ダ2000,良,**,2:02.7,0.8,**,7-7-4-3,35.1-36.8,37.5,488(-2),,,メイショウハリオ,800.0
2,2023/05/20,1京都9,晴,11,平安S(G3),,16,6,11,2.9,2,2,岩田望来,57.0,ダ1900,稍,**,2:00.2,0.4,**,7-7-7-6,30.4-39.4,39.1,490(-9),,,グロリアムンディ,1516.4
3,2023/03/16,名古屋,晴,11,名古屋大賞典(G3),,12,3,3,1.2,1,1,川田将雅,54.0,ダ2000,良,**,2:08.2,0.0,**,6-3-3,0.0-36.3,36.1,499(-1),,,(ケイアイパープル),2500.0
4,2023/01/22,1中京8,晴,11,東海テレビ杯東海S(G2),,15,3,4,2.7,1,2,川田将雅,57.0,ダ1800,良,**,1:51.6,0.4,**,6-6-6-6,37.6-36.4,36.2,500(+10),,,プロミストウォリア,2230.4
5,2022/11/06,5阪神2,晴,11,みやこS(G3),,16,6,12,4.5,2,2,福永祐一,56.0,ダ1800,良,**,1:51.6,0.0,**,5-6-4-4,37.3-37.4,37.0,490(-2),,,サンライズホープ,1616.4
6,2022/10/15,4阪神4,晴,11,太秦S(OP),,16,3,6,2.9,1,1,富田暁,56.0,ダ1800,良,**,1:51.1,-0.2,**,5-6-7-6,37.2-37.1,36.5,492(+6),,,(サンライズウルス),2243.4
7,2022/06/04,3東京1,晴,11,アハルテケS(OP),,16,3,6,24.0,10,4,富田暁,57.0,ダ1600,良,**,1:36.2,0.7,**,6-9,35.6-36.1,35.6,486(+16),,,アドマイヤルプス,330.0
8,2020/10/04,2中京9,曇,10,白川郷S(3勝クラス),,16,5,9,1.6,1,1,岩田望来,54.0,ダ1900,良,**,1:56.3,-0.2,**,8-8-6-5,30.0-36.6,36.0,470(0),,,(キーフラッシュ),1855.7
9,2020/09/12,2中京1,晴,10,日進特別(2勝クラス),,16,4,7,1.9,1,1,川田将雅,54.0,ダ1800,稍,**,1:51.1,-0.4,**,5-7-5-5,37.1-36.5,36.0,470(-6),,,(タガノビューティー),1535.0
10,2020/07/18,4阪神5,晴,8,3歳以上1勝クラス,,16,5,10,1.7,1,1,川田将雅,54.0,ダ2000,良,**,2:04.5,-0.2,**,5-5-5-5,35.7-36.9,36.4,476(+2),,,(アスターマリンバ),760.0
11,2020/07/04,4阪神1,曇,12,3歳以上1勝クラス,,12,6,8,3.3,1,2,川田将雅,54.0,ダ1800,不,**,1:49.4,0.0,**,8-8-8-7,36.4-36.6,35.4,474(-2),,,メイショウカズサ,300.0
12,2020/05/16,3京都7,雨,6,3歳1勝クラス,,16,5,9,6.9,4,6,秋山真一,56.0,ダ1800,重,**,1:51.1,0.8,**,8-10-7-8,37.0-36.0,36.0,476(+4),,,サンライズホープ,
13,2020/05/02,3京都3,晴,2,3歳未勝利,,16,8,15,10.9,5,1,岩田望来,55.0,ダ1800,良,**,1:53.2,-0.3,**,10-10-8-6,36.4-37.6,36.9,472(+10),,,(ベッサメモー),510.0
14,2019/09/15,4阪神4,晴,5,2歳新馬,,9,5,5,7.4,3,6,武豊,54.0,芝1800,良,**,1:49.9,1.0,**,9-8,36.5-33.7,34.1,462(0),,,コントレイル,
