,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2015/01/12,水沢,曇,9,トウケイニセイ記念(G),,11,5,5,3.7,2,1,山本政聡,55,ダ1600,不,,1:41.9,-0.3,,1-1-1-1,,38.9,474(+5),,,(ライズライン),300.0
1,2014/12/21,水沢,曇,10,白嶺賞(G),,12,6,7,2.2,1,3,森泰斗,55,ダ1600,不,,1:40.2,1.0,,2-2-2-2,,38.9,469(-3),,,ライズライン,15.0
2,2014/12/08,水沢,曇,11,師走特別,,8,6,6,2.0,1,1,山本政聡,55,ダ1600,不,,1:39.8,-0.9,,1-1-1-1,,36.8,472(+15),,,(ケイアイアストン),80.0
3,2014/11/03,盛岡,曇,9,JBCスプリント(G1),,16,7,13,269.0,7,11,田辺裕信,55,ダ1200,重,,1:11.1,2.1,,11-12,,36.1,457(+9),,,ドリームバレンチノ,
4,2014/09/15,名古屋,晴,10,秋桜(G),,11,3,3,5.1,2,4,岡部誠,56,ダ1400,良,,1:29.3,0.8,,3-3-5,,39.0,448(-15),,,ピッチシフター,20.0
5,2014/08/12,大井,曇,10,’14クリスタルナイ(OP),,11,6,6,17.1,5,4,森泰斗,55,ダ1600,稍,**,1:40.6,0.3,**,2-2-1-1,36.5-39.4,39.7,463(-3),,,マルカンパンサー,78.0
6,2014/07/21,船橋,曇,11,習志野きらっとスプリ(G),,14,1,1,42.4,7,11,森泰斗,55,ダ1000,重,**,1:00.5,1.5,**,11-12,33.6-36.7,36.4,466(+6),,,ナイキマドリード,
7,2014/07/01,金沢,晴,11,読売レディス杯[G1(G),,12,8,11,6.4,4,3,森泰斗,56,ダ1500,良,,1:36.3,0.5,,5-5-3-2,,40.0,460(-3),,,エーシンサルサ,21.0
8,2014/06/12,川崎,曇,10,川崎スパーキングスプ(OP),,9,6,6,15.5,5,7,森泰斗,55,ダ900,不,**,0:52.7,1.2,**,5-6,27.4-35.3,35.5,463(-5),,,ユーリカ,
9,2014/05/15,大井,曇,11,ゆりかもめオープン競(OP),,16,6,12,22.6,7,6,森泰斗,55,ダ1200,稍,**,1:12.5,1.3,**,5-6,34.7-36.5,37.3,468(0),,,アルゴリズム,
10,2014/04/30,浦和,雨,11,しらさぎ賞(G),,12,6,7,7.8,5,10,真島大輔,56,ダ1400,不,**,1:29.9,2.1,**,3-3-4-7,36.2-39.0,40.6,468(+20),,,レッドクラウディア,
11,2014/02/28,笠松,曇,9,オッズパークグランプ(G),,10,6,6,7.7,4,4,真島大輔,54,ダ1400,重,,1:25.1,1.3,,1-3-4,,38.0,448(-10),,,エプソムアーロン,60.0
12,2014/01/23,大井,晴,11,’14ウインタースプ(OP),,12,6,8,1.7,1,9,真島大輔,55,ダ1200,良,**,1:13.9,1.2,**,4-5,34.8-37.9,38.8,458(+1),,,コウギョウダグラス,
13,2013/12/30,大井,晴,10,東京シンデレラマイル(G),,15,7,12,3.7,1,4,服部茂史,56,ダ1600,良,**,1:41.9,0.7,**,5-5-5-6,36.9-39.9,40.2,457(+1),,,ビタースウィート,130.0
14,2013/11/04,金沢,曇,8,JBCレディスクラシ(G1),,12,6,7,15.8,3,3,戸崎圭太,55,ダ1500,不,,1:34.3,1.0,,4-5-5-4,,38.6,456(-4),,,メーデイア,492.0
15,2013/10/19,4京都6,曇,11,室町S(OP),,16,1,2,34.5,10,3,高倉稜,52,ダ1200,稍,**,1:09.7,0.2,**,2-2,34.0-35.5,35.4,460(+2),,,スリーボストン,505.1
16,2013/09/08,4中山2,曇,10,内房S(1600万下),,14,4,6,47.6,10,1,高倉稜,53,ダ1200,良,**,1:10.5,0.0,**,2-3,33.1-37.4,37.3,458(-6),,,(ユメノキラメキ),1769.4
17,2013/08/03,2新潟3,曇,11,越後S(1600万下),,15,5,9,15.4,7,8,蛯名正義,55,ダ1200,稍,**,1:11.1,0.6,**,8-8,33.8-36.7,36.3,464(-8),,,ウインラーニッド,
18,2013/06/22,3阪神7,曇,11,三宮S(1600万下),,15,3,5,8.8,5,11,川田将雅,55,ダ1200,重,**,1:11.1,0.9,**,7-9,34.6-35.6,35.8,472(+2),,,タイセイファントム,
19,2013/06/08,3阪神3,晴,11,安芸S(1600万下),,16,8,15,21.2,6,4,川須栄彦,55,ダ1400,良,**,1:23.5,0.7,**,2-2,35.0-36.1,36.7,470(-2),,,ナガラオリオン,260.0
20,2013/05/19,3京都10,雨,11,深草S(1600万下),,16,5,9,63.0,13,4,川田将雅,55,ダ1200,良,**,1:11.1,0.4,**,7-7,34.3-36.4,36.1,472(+4),,,ノーザンリバー,260.0
21,2013/04/28,3京都4,晴,12,高瀬川S(1600万下),,16,5,10,10.9,6,12,幸英明,53,ダ1400,良,**,1:25.0,1.2,**,4-4,35.0-37.0,37.8,468(+2),,,オリオンザポラリス,
22,2012/12/24,5阪神9,晴,12,2012ファイナルS(1600万下),,15,6,12,17.5,8,9,川田将雅,55,ダ1400,稍,**,1:23.8,1.1,**,5-5,34.3-36.5,37.2,466(+4),,,アルゴリズム,
23,2012/12/09,5阪神4,晴,12,御影S(1600万下),,15,7,12,12.5,5,5,幸英明,55,ダ1400,良,**,1:24.6,1.3,**,7-7,33.8-37.6,38.2,462(-4),,,メイショウマシュウ,170.0
24,2012/11/17,5東京5,小雨,10,銀嶺S(1600万下),,16,4,8,28.7,8,3,松岡正海,55,ダ1400,良,**,1:24.2,0.2,**,13-13,34.9-37.3,36.4,466(+2),,,タイセイシュバリエ,435.1
25,2012/11/03,5京都1,晴,12,3歳以上1000万下,,16,1,2,17.8,8,1,幸英明,55,ダ1400,良,**,1:23.5,0.0,**,4-2,34.7-36.9,36.3,464(-2),,,(キョウワダッフィー),970.0
26,2012/10/14,4京都5,曇,6,3歳以上500万下,,12,1,1,5.4,3,1,川田将雅,55,ダ1400,良,**,1:24.3,-0.4,**,4-3,34.9-37.2,36.9,466(-2),,,(プントバンコ),720.0
27,2012/09/29,4阪神8,曇,7,3歳以上500万下,,16,2,4,4.3,3,2,川田将雅,55,ダ1400,良,**,1:24.4,0.3,**,4-4,34.5-37.8,37.6,468(+4),,,タガノジョイナー,290.0
28,2012/09/15,4阪神3,晴,7,3歳以上500万下,,16,3,5,8.3,5,4,国分恭介,55,ダ1400,良,**,1:24.6,0.3,**,10-11,34.2-38.1,37.4,464(-2),,,ラパヌイ,110.0
29,2012/08/25,2小倉9,晴,8,3歳以上500万下,,16,2,4,11.8,4,4,国分恭介,55,ダ1700,良,**,1:47.4,1.5,**,7-7-10-8,29.4-38.5,39.3,466(+4),,,ブラックアテナ,110.0
