,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2013/11/04,金沢,曇,9,JBCスプリント【指(G1),,12,8,11,636.4,10,12,山口勲,55,ダ1400,不,,1:32.0,4.9,,6-10-12-12,,40.3,473(-18),,,エスポワールシチー,
1,2013/10/19,佐賀,曇,10,A1・A2,,8,2,2,1.9,1,1,山口勲,54,ダ1400,良,,1:29.2,-0.2,,3-3-2-1,,37.4,491(-1),,,(マイウエイ),37.0
2,2013/09/28,佐賀,晴,10,五ヶ瀬川賞(G),,10,5,5,7.2,5,6,山下裕貴,54,ダ1750,良,,1:56.6,1.6,,1-1-1-1,,41.0,492(0),,,コスモガラサ,
3,2013/09/05,名古屋,曇,10,秋桜(G),,11,4,4,36.7,6,3,山口勲,56,ダ1400,重,,1:28.6,1.0,,1-1-2,,39.4,計不,,,ピッチシフター,32.0
4,2013/08/13,佐賀,曇,9,サマーチャンピオン(G3),,11,6,7,590.6,10,7,山口勲,52,ダ1400,良,,1:28.9,1.9,,3-3-7-7,,38.3,498(+8),,,エーシンウェズン,
5,2013/07/14,佐賀,曇,11,吉野ヶ里記念(G),,10,5,5,9.9,4,3,山口勲,54,ダ1400,良,,1:28.6,0.9,,1-1-1-2,,37.8,490(-1),,,メトロノース,16.2
6,2013/06/30,佐賀,晴,11,英彦山特別,,7,2,2,4.8,3,2,山口勲,54,ダ1750,良,,1:55.5,0.3,,1-1-1-1,,38.5,491(-6),,,プルプル,18.4
7,2013/05/21,川崎,晴,11,報知新聞皐月杯,,12,6,10,158.2,11,12,和田譲治,55,ダ1600,重,**,1:44.5,4.3,**,2-3-7-10,36.8-37.4,41.4,497(-2),,,セイントメモリー,
8,2013/04/26,大井,曇,11,北斗七星賞競走,,16,5,9,105.7,11,9,矢野貴之,55,ダ1200,重,**,1:14.4,2.4,**,1-1,35.0-37.0,39.4,499(+6),,,セイントメモリー,
9,2013/04/10,大井,曇,11,東京スプリント競走(G3),,16,6,12,566.4,16,15,和田譲治,54,ダ1200,良,**,1:14.0,2.3,**,4-7,34.7-37.0,39.1,493(-2),,,ラブミーチャン,
10,2013/03/27,大井,曇,12,アルファルド賞競走,,14,8,14,84.2,10,5,矢野貴之,55,ダ1200,良,**,1:13.8,1.3,**,1-1,35.5-37.0,38.3,495(+6),,,トップグラス,36.8
11,2013/02/19,大井,雪,11,紅梅賞競走,,15,4,6,38.4,10,7,和田譲治,55,ダ1200,重,**,1:15.2,1.3,**,7-8,35.0-38.9,39.7,489(-1),,,トップグラス,
12,2013/01/24,大井,晴,11,’13ウインタースプ(OP),,16,7,14,71.1,11,13,和田譲治,53,ダ1200,重,**,1:14.7,1.9,**,15-14,34.6-38.2,38.5,490(0),,,ミヤサンキューティ,
13,2013/01/09,船橋,曇,11,船橋記念(G),,12,5,5,26.5,6,9,和田譲治,53,ダ1000,良,**,1:00.4,1.4,**,9-10,34.1-36.3,36.5,490(-12),,,ナイキマドリード,
14,2012/12/03,船橋,曇,10,東京スポーツ盃,,10,6,7,6.1,4,4,和田譲治,55,ダ1000,重,**,1:00.7,0.8,**,2-2,34.5-37.0,37.8,502(-1),,,クロススピード,42.0
15,2012/10/25,大井,曇,10,アンドロメダ賞競走,,14,8,13,16.6,5,3,和田譲治,55,ダ1200,稍,**,1:13.1,0.8,**,1-2,35.7-36.6,37.4,503(+1),,,コアレスピューマ,92.0
16,2012/10/03,大井,雨,11,東京盃競走(G2),,16,7,13,563.1,16,14,和田譲治,54,ダ1200,稍,**,1:14.1,2.9,**,2-2,34.2-37.0,39.7,502(+4),,,ラブミーチャン,
