,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2011/12/05,佐賀,晴,9,オッズパークグランプ(G),,10,3,3,21.4,4,4,山口勲,56.0,ダ1400,稍,,1:28.0,1.4,,5-3-5-4,,37.5,503(+3),,,ラブミーチャン,50.0
1,2011/11/13,佐賀,曇,9,天山特別(OP),,8,3,3,3.3,2,2,山口勲,56.0,ダ1400,良,,1:28.0,0.6,,4-4-2-2,,37.8,500(-1),,,ウルトラカイザー,18.4
2,2011/10/09,佐賀,晴,9,馬産地協賛雷山特別(OP),,7,3,3,1.3,1,1,山口勲,56.0,ダ2000,良,,2:08.0,0.0,,4-3-2-1,,37.8,501(-6),,,(メイホウホップ),80.0
3,2011/07/17,佐賀,晴,10,吉野ヶ里記念(G),,12,6,8,1.5,1,2,山口勲,56.0,ダ1400,良,,1:27.4,0.3,,5-5-4-2,,37.2,507(+6),,,サクラリボルバー,41.4
4,2011/06/19,佐賀,雨,11,多良岳特別,,6,1,1,1.2,1,1,山口勲,56.0,ダ1800,不,,1:54.1,-1.4,,2-2-2-1,,36.8,501(-3),,,(ステルスグリーン),80.0
5,2011/05/22,佐賀,曇,10,阿蘇山特別,,9,3,3,1.6,1,3,山口勲,56.0,ダ2000,不,,2:08.9,0.7,,3-4-3-4,,38.2,504(+10),,,カミノチカラ,7.2
6,2011/04/29,笠松,晴,10,オグリキャップ記念(G),,10,1,1,6.0,2,3,山口勲,56.0,ダ2500,良,,2:47.2,0.7,,1-1-1-2,,37.5,494(-4),,,ヒシウォーシイ,55.0
7,2011/03/13,佐賀,晴,10,はがくれ大賞典(G),,11,8,10,1.8,1,1,山口勲,56.0,ダ2000,良,,2:08.4,-1.2,,3-2-2-1,,38.5,498(-10),,,(コスモシェアト),200.0
8,2011/02/11,佐賀,曇,10,佐賀記念(G3),,12,8,11,259.0,9,8,山口勲,59.0,ダ2000,稍,,2:09.0,3.0,,9-9-9-9,,37.9,508(-6),,,メテオロロジスト,
9,2011/01/09,佐賀,曇,9,九州オールカマー(OP),,11,6,6,1.3,1,2,山口勲,56.0,ダ2000,良,,2:11.2,0.0,,3-3-1-1,,37.7,514(-3),,,ヘイアンレジェンド,23.0
10,2010/12/26,佐賀,雪,9,中島記念(G),,11,1,1,1.1,1,3,山口勲,56.0,ダ2000,稍,,2:10.6,0.5,,3-3-3-5,,39.3,517(+9),,,メガチューズデー,25.2
11,2010/11/14,佐賀,晴,9,九州大賞典(G),,11,4,4,1.3,1,1,山口勲,56.0,ダ2500,良,,2:46.5,-0.1,,2-2-1-1,,38.9,508(-2),,,(タニノウィンザー),330.0
12,2010/10/11,佐賀,晴,9,馬産地協賛久住山特別,,9,7,7,1.0,1,1,山口勲,56.0,ダ1800,良,,1:56.5,-0.9,,4-3-3-1,,37.5,510(+11),,,(ビービーダークライ),100.0
13,2010/09/12,佐賀,曇,10,開聞岳特別,,6,1,1,1.0,1,1,山口勲,56.0,ダ1800,重,,1:57.0,-0.5,,1-1-1-1,,36.9,499(-4),,,(ミヤノオードリー),100.0
14,2010/08/18,佐賀,晴,10,サマーチャンピオン(G3),,12,3,3,33.1,5,3,山口勲,54.0,ダ1400,良,,1:27.4,1.0,,7-5-5-3,,37.4,503(+6),,,セレスハント,210.0
15,2010/07/18,佐賀,晴,10,吉野ヶ里記念(G),,10,7,7,1.4,1,1,山口勲,56.0,ダ1400,良,,1:27.4,-0.6,,4-3-4-2,,37.5,497(+3),,,(エフケーフィル),220.0
16,2010/06/20,佐賀,曇,10,多良岳特別,,7,2,2,1.1,1,1,山口勲,56.0,ダ1800,重,,1:56.6,-0.3,,4-4-3-3,,37.7,494(-17),,,(ヘイアンレジェンド),100.0
17,2010/03/17,大井,晴,11,マイルグランプリ競走(G),,16,8,16,5.0,3,5,菅原勲,56.0,ダ1600,重,**,1:41.7,0.7,**,7-6-3-4,36.5-40.1,40.8,511(-5),,,クレイアートビュン,150.0
18,2010/02/17,船橋,曇,11,報知グランプリC(G),,11,2,2,4.6,3,1,菅原勲,56.0,ダ1800,不,**,1:51.1,-0.3,**,4-3-3-2,35.9-38.0,37.8,516(-2),,,(クレイアートビュン),1200.0
19,2010/01/28,川崎,曇,11,多摩川OP(OP),,11,7,8,6.9,4,1,戸崎圭太,58.0,ダ1600,良,**,1:39.9,-0.3,**,5-4-6-4,35.8-38.6,38.5,518(+3),,,(エースオブタッチ),600.0
20,2009/10/28,船橋,晴,10,京成盃グランドマイラ(G),,13,3,4,6.0,3,7,内田博幸,56.0,ダ1600,稍,**,1:42.1,2.2,**,7-5-5-5,36.0-39.3,40.8,515(+3),,,セレン,
21,2009/10/01,大井,晴,11,東京記念競走(G),,9,8,9,10.2,5,8,戸崎圭太,56.0,ダ2400,稍,**,2:40.7,3.2,**,2-2-2-4,39.5-39.1,42.2,512(-2),,,ルースリンド,
22,2009/08/19,川崎,曇,10,スパーキングサマーカ(G),,13,8,14,3.4,1,3,戸崎圭太,58.0,ダ1600,良,**,1:40.2,0.3,**,4-4-4-5,36.0-39.1,38.9,514(+1),,,マルヨフェニックス,240.0
23,2009/07/22,大井,曇,10,サンタアニタトロフィ(G),,16,7,13,20.8,5,3,石崎隆之,56.5,ダ1600,不,**,1:40.4,0.6,**,4-3-4-3,36.5-38.9,39.5,513(-5),,,ブルーホーク,300.0
24,2009/06/24,大井,曇,11,帝王賞競走(G1),,13,8,13,189.3,12,11,今野忠成,57.0,ダ2000,不,**,2:08.6,5.0,**,9-9-8-9,36.5-36.1,40.3,518(+1),,,ヴァーミリアン,
25,2009/05/20,川崎,晴,10,川崎マイラーズ(G),,14,5,8,13.2,5,2,戸崎圭太,59.0,ダ1600,良,**,1:40.3,0.3,**,4-4-3-3,36.2-38.5,38.5,517(+7),,,ノースダンデー,420.0
26,2009/03/26,大井,晴,11,マイルグランプリ競走(G),,14,3,5,2.4,1,6,戸崎圭太,56.0,ダ1600,重,**,1:40.7,1.1,**,2-2-2-3,36.5-38.9,39.8,510(-7),,,ロイヤルボス,
27,2009/02/18,大井,晴,11,金盃競走(G),,16,7,14,6.1,4,3,戸崎圭太,56.0,ダ2000,良,**,2:07.0,0.2,**,3-3-3-2,36.5-38.3,38.5,517(-1),,,バグパイプウィンド,600.0
28,2009/01/04,川崎,晴,10,大師オープン[地方交(OP),,12,7,10,4.8,2,2,戸崎圭太,58.0,ダ1600,良,**,1:41.5,0.3,**,3-4-3-2,37.2-38.7,39.0,518(+22),,,エースオブタッチ,138.0
29,2008/03/15,1阪神5,晴,11,大阪城S(OP),,16,2,3,122.4,13,14,鮫島良太,55.0,芝1800,良,**,1:48.6,2.5,**,11-12,34.9-35.3,36.6,496(-4),,,オースミグラスワン,
30,2008/01/06,1京都2,晴,11,門松S(OP),,16,7,13,42.9,9,13,四位洋文,55.0,ダ1400,良,**,1:25.5,1.6,**,11-12,35.0-36.8,37.6,500(-2),,,トラストジュゲム,
31,2007/12/09,5阪神4,晴,11,ギャラクシーS(OP),,16,3,6,58.0,12,8,木村健,55.0,ダ1400,良,**,1:23.2,0.8,**,8-8,33.8-37.0,36.5,502(+10),,,マイネルスケルツィ,
32,2007/11/18,5東京6,晴,11,霜月S(OP),,16,4,7,12.1,9,11,横山典弘,55.0,ダ1400,良,**,1:24.0,1.2,**,6-10,35.0-36.0,35.9,492(-12),,,アドマイヤスバル,
33,2007/10/28,4京都9,晴,11,アルデバランS(OP),,16,7,13,20.9,8,6,武幸四郎,55.0,ダ1800,良,**,1:51.9,1.0,**,6-6-4-3,35.9-36.8,37.4,504(+12),,,ワンダースピード,
34,2007/04/22,3京都2,小雨,11,アンタレスS(G3),,16,4,7,60.0,13,7,四位洋文,59.0,ダ1800,良,**,1:51.2,1.3,**,3-5-3-3,35.6-36.2,37.2,492(+6),,,ワイルドワンダー,
35,2006/12/09,5中山3,小雨,11,師走S(OP),,13,2,2,3.8,2,8,蛯名正義,56.0,ダ1800,良,**,1:54.9,1.3,**,2-2-2-2,36.6-39.7,40.9,486(+5),,,アンドゥオール,
36,2006/11/03,川崎,晴,10,JBCクラシック(G1),,14,4,5,8.7,3,5,内田博幸,55.0,ダ2100,良,,2:16.8,0.7,,3-3-3-3,29.8-39.3,40.0,481(+3),,,タイムパラドックス,500.0
37,2006/09/18,盛岡,曇,10,ダービーグランプリ(G1),,14,3,4,9.5,5,1,木幡初広,56.0,ダ2000,稍,,2:06.3,0.0,,2-2-2-2,,,478(-12),,,(バンブーエール),5000.0
38,2006/08/26,1札幌5,晴,9,報知杯大雪H(1000万下),,13,5,6,2.9,1,1,四位洋文,54.0,ダ1700,良,**,1:45.4,-0.1,**,4-3-4-3,30.4-37.2,36.8,490(-2),,,(メイショウトウコン),1510.1
39,2006/08/13,1札幌2,晴,11,羊蹄山特別(1000万下),,13,5,7,1.8,1,3,四位洋文,54.0,ダ1700,良,**,1:45.7,0.2,**,2-2-2-1,30.3-37.3,37.4,492(0),,,マンノレーシング,375.0
40,2006/06/17,4京都1,雨,10,樟葉特別(1000万下),,16,1,1,3.6,1,3,ボス,54.0,ダ1800,稍,**,1:51.5,0.7,**,3-3-3-3,35.4-37.7,38.1,492(+16),,,シンメイレグルス,375.7
41,2006/02/19,1東京8,曇,9,ヒヤシンスS(OP),,15,7,12,12.8,2,2,四位洋文,56.0,ダ1600,良,**,1:38.8,0.6,**,4-4,36.4-36.4,36.8,476(-16),,,フラムドパシオン,770.2
42,2006/01/21,1京都7,曇,6,3歳500万下,,14,3,4,3.2,1,1,四位洋文,56.0,ダ1400,良,**,1:24.4,-0.5,**,3-3,34.3-37.9,37.5,492(-4),,,(ダイナミックターン),700.0
43,2005/12/03,5阪神1,晴,5,2歳新馬,,9,1,1,5.3,3,1,四位洋文,55.0,ダ1400,良,,1:27.3,-0.6,,4-4,36.5-37.9,37.6,496(0),,,(メイショウチョイス),700.0
