,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2008/01/22,笠松,曇,9,東海クラウン(OP),,9,7,7,8.0,4.0,中,岡部誠,58,ダ1800,良,,,,,7-7-6-7,,,463(-1),,,エイシンセイテン,
1,2008/01/11,笠松,曇,9,白銀争覇(G),,9,8,9,20.9,7.0,6,佐藤友則,57,ダ1400,良,,1:29.6,1.5,,8-8-6,,,464(+9),,,エイシンダイオー,
2,2007/12/29,大井,曇,10,東京大賞典競走(G1),,15,8,14,233.4,12.0,14,花本正三,57,ダ2000,不,**,2:08.5,5.3,**,14-14-14-14,35.6-36.6,40.6,455(-1),,,ヴァーミリアン,
3,2007/12/12,笠松,曇,10,師走特別,,8,7,7,6.1,4.0,4,花本正三,58,ダ1600,良,,1:44.7,1.4,,6-5-5,,,456(-5),,,ラントゥザフリーズ,2.8
4,2007/11/29,笠松,曇,10,いろり火特別,,10,6,6,61.1,8.0,1,浜口楠彦,58,ダ1600,良,,1:44.6,0.0,,8-8-6,,,461(-11),,,(ラントゥザフリーズ),40.0
5,2007/11/15,名古屋,晴,10,東海菊花賞(G),,11,4,4,160.0,11.0,7,浜口楠彦,57,ダ1900,良,,2:07.5,3.1,,11-9-9,,40.0,472(-6),,,チャンストウライ,
6,2007/10/31,大井,曇,10,JBCスプリント競走(G1),,16,7,14,424.4,15.0,15,佐藤友則,57,ダ1200,良,**,1:13.6,2.6,**,16-16,34.3-36.7,37.1,478(+1),,,フジノウェーブ,
7,2007/10/08,盛岡,小雨,10,マイルチャンピオンシ(G1),,14,8,14,502.1,14.0,13,花本正三,57,ダ1600,重,,1:40.9,4.1,,14-14,,,477(+1),,,ブルーコンコルド,
8,2007/09/25,笠松,晴,12,スプリント(G),,10,7,8,7.2,3.0,6,花本正三,57,ダ1400,良,,1:30.3,1.5,,6-7-7,,,476(+2),,,マルヨスポット,
9,2007/09/11,笠松,曇,11,オータムC(G),,10,7,8,8.5,4.0,3,花本正三,57,ダ1900,良,,2:08.9,1.8,,6-8-7-5,,,474(-2),,,ティアマット,27.5
10,2007/08/30,笠松,雨,8,高原特別,,9,6,6,2.8,1.0,4,花本正三,58,ダ1600,重,,1:44.5,0.5,,4-4-4,,,476(+4),,,セイウンドリーム,2.8
11,2007/07/18,笠松,晴,10,揖斐峡特別,,7,4,4,2.2,1.0,4,花本正三,58,ダ1600,稍,,1:43.1,0.6,,3-3-3,,,472(+1),,,レジェンドハンター,2.8
12,2007/07/05,笠松,晴,10,乗鞍短距離特別,,8,8,8,8.8,4.0,2,花本正三,58,ダ1400,稍,,1:29.3,1.0,,5-4-4,,,471(+7),,,クィーンロマンス,10.0
13,2007/06/10,3東京8,曇,12,4歳以上1000万下,,17,8,17,54.3,14.0,16,的場勇人,54,芝1600,稍,**,1:37.9,1.6,**,17-17,35.6-36.0,35.0,464(+2),,,ニシノフリーダム,
14,2007/06/03,3東京6,晴,12,江の島特別(1000万下),,18,7,15,58.1,14.0,11,川田将雅,52,芝1800,良,**,1:47.8,0.7,**,18-16-14,35.7-35.4,35.3,462(-4),,,レイルバード,
15,2007/05/19,2中京1,晴,9,小牧特別(1000万下),,10,1,1,42.8,8.0,9,吉田稔,57,芝2000,良,**,2:00.4,1.1,**,7-6-5-4,35.6-34.5,35.2,466(-2),,,ニルヴァーナ,
16,2007/05/12,1新潟5,晴,11,赤倉特別(1000万下),,16,7,14,39.0,12.0,12,的場勇人,52,芝2000,良,**,2:00.2,1.7,**,5-5,34.9-35.0,36.2,468(+4),,,スズカダーク,
17,2006/12/24,4中京8,晴,11,名古屋日刊スポーツ杯(1000万下),,16,7,14,58.7,15.0,9,的場勇人,57,芝2000,良,**,2:00.2,0.8,**,16-16-16-16,34.8-35.7,35.0,464(+6),,,スマイルフォライフ,
18,2006/12/10,3阪神4,曇,9,境港特別(1000万下),,13,5,7,47.0,10.0,11,長谷川浩,53,芝2200,良,**,2:17.4,1.0,**,10-10-10-8,37.5-34.7,35.0,458(-6),,,マイクラリネット,
19,2006/11/26,5東京8,曇,7,オリエンタル賞(1000万下),,16,7,13,30.5,10.0,10,的場勇人,53,芝2000,良,**,2:02.0,1.4,**,13-13-12,36.5-35.2,35.2,464(+4),,,ガンメタルブラック,
20,2006/11/12,5東京4,晴,10,晩秋特別(1000万下),,11,8,11,49.4,7.0,2,勝浦正樹,52,芝2400,良,**,2:28.9,0.2,**,10-10-10-10,38.4-35.2,34.9,460(-2),,,コスモプロデュース,597.2
21,2006/10/14,4東京3,晴,8,3歳以上1000万下,,12,5,5,53.5,10.0,6,的場勇人,54,芝1800,良,**,1:48.9,0.7,**,9-8-9,35.9-35.1,34.4,462(-4),,,キープクワイエット,
22,2006/09/24,2札幌6,晴,11,HTB賞(1000万下),,12,7,10,123.2,12.0,9,的場勇人,57,芝1800,良,**,1:49.2,1.3,**,12-12-12-12,36.1-35.9,35.3,466(0),,,アクシオン,
23,2006/09/18,2札幌4,雨,10,藻岩山特別(1000万下),,14,7,12,99.6,14.0,12,的場勇人,53,芝1500,良,**,1:30.4,1.5,**,11-12-11,30.3-35.1,35.8,466(-2),,,ファインセラ,
