,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2005/12/31,水沢,晴,10,桐花賞(G),,10,7,7,,2,2,村上忍,57,ダ2000,不,,2:12.9,0.1,,7-7-3-5,,,495(-3),,,マツリダパレス,175.0
1,2005/11/06,盛岡,曇,10,北上川大賞典(G),,13,5,8,,2,3,村上忍,57,ダ2500,良,,2:47.9,0.2,,7-5-3-3,,,498(+4),,,エアウィード,105.0
2,2005/07/18,盛岡,曇,10,マーキュリーC(G3),,14,4,6,,7,7,村上忍,56,ダ2000,良,,2:07.5,1.7,,8-8-6-1,,,494(+1),,,ピットファイター,
3,2005/06/05,盛岡,晴,10,一條記念みちのく大賞(G),,12,6,8,,1,1,村上忍,57,ダ2000,良,,2:05.9,0.0,,8-8-3-1,,,493(+3),,,(エアウィード),700.0
4,2005/05/05,水沢,曇,9,シアンモア記念(G),,12,3,3,,1,2,村上忍,57,ダ1600,良,,1:43.0,0.1,,9-7-5-1,,,490(+2),,,タイキシェンロン,175.0
5,2005/04/02,水沢,晴,10,まんさく賞(OP),,12,6,8,,1,1,村上忍,57,ダ1600,良,,1:41.4,-0.8,,8-6-4-1,,,488(-6),,,(マンボツイスト),200.0
6,2005/03/02,名古屋,晴,10,名古屋大賞典(G3),,12,6,8,,7,5,村上忍,56,ダ1900,良,,2:02.1,0.6,,,,,494(-4),,,クーリンガー,210.0
7,2005/02/11,佐賀,晴,10,佐賀記念(G3),,12,5,6,,5,5,村上忍,56,ダ2000,良,,2:10.6,2.0,,7-8-6-6,,,498(+8),,,マルブツトップ,150.0
8,2005/01/04,水沢,曇,9,桐花賞(G),,10,8,9,,2,1,村上忍,57,ダ2000,不,,2:07.3,-0.1,,4-4-2-2,,,490(-1),,,(エアウィード),700.0
9,2004/12/19,水沢,晴,10,トウケイニセイ記念(G),,9,2,2,,1,1,村上忍,57,ダ1600,良,,1:41.4,-0.1,,6-6-4-4,,,491(+1),,,(タイキシェンロン),400.0
10,2004/11/07,盛岡,晴,10,北上川大賞典(G),,12,1,1,,2,2,村上忍,56,ダ2500,良,,2:42.6,0.0,,4-4-1-1,,,490(+5),,,ウツミジョーダン,175.0
