,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/08/23,川崎,晴,11,スパーキングサマーカ(G),,14,8,13,33.7,8.0,12.0,村上忍,57,ダ1600,良,**,1:44.7,1.9,**,10-11-9-11,36.1-41.3,42.0,492(-6),,,スマイルウィ,
1,2023/07/17,盛岡,曇,12,マーキュリーC(G3),,13,3,3,60.8,6.0,7.0,村上忍,54,ダ2000,重,**,2:05.1,3.3,**,3-3-4-5,0.0-37.3,40.0,498(0),,,ウィルソンテソーロ,
2,2023/06/20,水沢,晴,12,一條記念みちのく大賞(G),,12,2,2,6.1,4.0,1.0,村上忍,57,ダ2000,良,**,2:07.3,-1.3,**,1-1-1-1,0.0-38.2,38.2,498(+3),,,(スズカゴウケツ),1000.0
3,2023/05/07,盛岡,曇,11,シアンモア記念(G),,9,8,8,5.3,3.0,7.0,村上忍,57,ダ1600,不,**,1:37.7,1.5,**,2-5,0.0-36.1,37.5,495(+4),,,ノーブルサターン,
4,2023/04/09,水沢,曇,12,赤松杯(G),,8,1,1,3.3,2.0,2.0,村上忍,57,ダ1600,重,**,1:40.1,0.1,**,1-1-1-1,0.0-38.0,38.1,491(+7),,,グローリーグローリ,87.5
5,2022/12/31,水沢,曇,9,桐花賞(G),,12,8,11,2.6,2.0,2.0,村上忍,57,ダ2000,重,**,2:06.9,0.1,**,2-2-2-1,0.0-38.0,38.0,484(-11),,,ノーブルサターン,350.0
6,2022/11/03,盛岡,小雨,12,JBCクラシック(G1),,15,2,3,387.6,11.0,10.0,村上忍,57,ダ2000,良,**,2:04.2,2.1,**,7-8-9-10,0.0-36.4,37.2,495(-3),,,テーオーケインズ,
7,2022/10/10,盛岡,曇,12,マイルチャンピオンシ(G1),,16,5,10,260.9,11.0,12.0,村上忍,57,ダ1600,不,**,1:37.0,2.4,**,9-10,0.0-36.9,38.4,498(+8),,,カフェファラオ,
8,2022/08/25,川崎,曇,11,スパーキングサマーカ(G),,14,7,11,15.9,5.0,4.0,村上忍,57,ダ1600,良,**,1:41.9,0.6,**,7-8-6-7,35.6-40.4,40.3,490(-1),,,フィールドセンス,140.0
9,2022/07/18,盛岡,曇,12,マーキュリーC(G3),,14,1,1,228.0,10.0,3.0,村上忍,54,ダ2000,稍,**,2:03.5,1.0,**,7-9-7-6,0.0-38.0,38.1,491(-5),,,バーデンヴァイラー,560.0
10,2022/06/19,水沢,雨,11,一條記念みちのく大賞(G),,12,8,11,5.2,3.0,3.0,村上忍,57,ダ2000,稍,**,2:07.9,0.2,**,3-3-2-2,0.0-39.1,39.1,496(0),,,ステイオンザトップ,200.0
11,2022/05/08,水沢,晴,11,シアンモア記念(G),,10,6,6,5.9,4.0,1.0,木村暁,57,ダ1600,良,**,1:42.3,-0.1,**,3-3-4-4,0.0-39.8,39.4,496(-1),,,(グランコージー),1000.0
12,2022/04/10,水沢,晴,11,赤松杯(G),,10,5,5,10.0,4.0,2.0,木村暁,57,ダ1600,良,**,1:42.2,0.1,**,2-2-3-3,0.0-39.6,39.6,497(+16),,,マイネルアストリア,87.5
13,2021/08/31,川崎,曇,11,スパーキングサマーカ(G),,13,5,8,75.2,8.0,11.0,左海誠二,57,ダ1600,良,**,1:43.6,3.3,**,3-3-3-8,36.7-38.1,41.0,481(-3),,,サルサディオーネ,
14,2021/07/22,浦和,晴,11,プラチナC(G),,11,8,11,32.6,8.0,9.0,山崎誠士,58,ダ1400,良,**,1:29.2,2.5,**,3-3-4-9,35.9-38.1,40.4,484(+2),,,アンティノウス,
15,2021/06/15,川崎,晴,11,川崎スパーキングスプ(G),,12,7,10,8.0,4.0,7.0,森泰斗,57,ダ900,良,**,0:53.9,1.5,**,3-5,28.3-35.7,36.6,482(-1),,,カプリフレイバー,
16,2021/05/26,川崎,晴,11,川崎マイラーズ(G),,14,4,5,19.4,7.0,5.0,森泰斗,57,ダ1600,良,**,1:40.5,1.0,**,4-3-4-3,35.1-39.3,39.8,483(+5),,,モジアナフレイバー,70.0
17,2021/05/11,浦和,晴,11,プリムローズ賞(OP),,12,6,8,3.3,2.0,2.0,本田正重,57,ダ1400,良,**,1:27.7,0.3,**,3-3-3-4,35.8-39.1,39.3,478(0),,,ティーズダンク,175.0
18,2021/04/09,名古屋,晴,11,東海桜花賞(G),,12,7,9,16.0,5.0,5.0,田中学,57,ダ1400,良,**,1:29.1,1.3,**,3-2-4,0.0-39.7,40.5,478(-6),,,トーセンレビュー,48.0
19,2021/03/16,高知,曇,3,黒船賞[指定交流](G3),,12,4,4,254.4,12.0,12.0,宮川実,56,ダ1400,重,**,1:32.9,5.3,**,3-5-7-11,0.0-39.2,43.4,484(+8),,,テイエムサウスダン,
20,2020/11/04,園田,晴,11,楠賞(G),,12,5,6,3.5,2.0,6.0,吉原寛人,56,ダ1400,稍,**,1:28.9,1.1,**,6-6-6-7,0.0-38.4,38.8,476(+3),,,サロルン,
21,2020/10/12,名古屋,晴,11,秋の鞍[トランセンド(G),,12,8,11,4.4,3.0,1.0,吉原寛人,56,ダ1400,重,**,1:29.1,-0.3,**,6-4-2,0.0-38.9,38.3,473(-6),,,(ステラモナーク),700.0
22,2020/09/16,川崎,曇,11,戸塚記念(G),,14,2,2,8.8,5.0,12.0,矢野貴之,56,ダ2100,稍,**,2:19.8,2.9,**,5-5-6-7,28.7-42.4,43.1,479(-2),,,ティーズダンク,
23,2020/09/01,川崎,曇,11,芙蓉(OP),,9,7,7,3.0,2.0,3.0,伊藤裕人,56,ダ2000,良,**,2:13.5,1.7,**,3-3-3-4,38.3-40.4,41.7,481(+9),,,ウタマロ,100.0
24,2020/08/25,川崎,,11,芙蓉(OP),,0,7,7,,,,森泰斗,56,ダ2000,,,,,,,,,計不,,,,
