,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2011/04/06,園田,晴,10,スプリングシーナリー,,12,8,12,31.9,5.0,4,川原正一,56.0,ダ1400,良,,1:31.7,0.7,,3-3-3-3,,39.3,531(+16),,,フィオーレハーバー,4.2
1,2009/12/02,園田,晴,10,園田金盃(G),,11,6,6,27.7,10.0,9,川原正一,56.0,ダ1870,良,,2:03.7,2.1,,7-8-11-9,,40.6,515(+1),,,ハスフェル,
2,2009/11/04,園田,晴,11,楠賞(G),,8,7,7,8.7,4.0,4,川原正一,56.0,ダ1870,稍,,2:03.6,0.5,,3-5-5-5,,38.2,514(+9),,,チャンストウライ,21.0
3,2009/09/09,園田,曇,11,日本拳法総合選手権杯,,11,6,7,1.1,1.0,7,川原正一,55.0,ダ1400,良,,1:30.2,0.9,,6-7-8-8,,38.7,505(-18),,,コパケンサンバ,
4,2008/11/27,園田,曇,9,胆振軽種馬農業協同組,,8,8,8,1.1,1.0,1,川原正一,56.0,ダ1400,良,,1:29.0,-0.3,,5-5-4-2,,38.5,523(0),,,(キングスランソン),140.0
5,2008/11/03,園田,曇,9,JBCスプリント(G1),,12,7,10,212.3,8.0,11,川原正一,57.0,ダ1400,良,,1:28.7,3.1,,10-11-12-12,,37.6,523(-4),,,バンブーエール,
6,2008/10/15,園田,晴,10,姫路カシの木特別,,9,3,3,2.7,2.0,1,川原正一,55.0,ダ1700,稍,,1:50.8,-0.2,,4-4-3-3,,38.2,527(+5),,,(コスモハードリカー),140.0
7,2008/08/14,園田,曇,10,摂津盃(G),,6,7,7,,,取,川原正一,56.5,ダ1700,良,,,,,,,,計不,,,モエレトレジャー,
8,2008/05/28,園田,曇,9,淡路島たまねぎ特別,,11,1,1,6.2,3.0,1,川原正一,55.0,ダ1700,良,,1:51.5,-0.9,,1-1-1-1,,39.1,522(+24),,,(シンボリピレネー),140.0
9,2007/06/14,園田,雨,10,京都畜産特別,,9,8,9,1.8,1.0,1,川原正一,56.0,ダ1400,重,,1:28.6,-0.2,,4-4-3-3,,38.5,498(-7),,,(ナリタフロンテアー),150.0
10,2007/05/03,園田,晴,10,兵庫大賞典(G),,11,2,2,4.3,3.0,7,田中学,56.0,ダ2400,良,,2:45.9,2.5,,4-3-4-5,,40.4,505(-7),,,チャンストウライ,
11,2007/03/29,園田,曇,11,兵庫県馬主協会会長賞,,11,6,7,1.7,1.0,1,川原正一,53.0,ダ1400,良,,1:28.3,-0.3,,2-2-2-2,,,512(+28),,,(バンブーフリット),150.0
12,2006/05/03,名古屋,晴,10,かきつばた記念指定交(G3),,11,4,4,42.7,8.0,11,川原正一,56.0,ダ1400,良,,1:29.5,2.3,,8-10-11,,39.3,484(-1),,,ロッキーアピール,
13,2006/04/13,園田,曇,11,アサヒスーパードライ,,11,8,10,1.2,1.0,1,川原正一,54.0,ダ1400,重,,1:26.8,-0.4,,3-3-2-1,,,485(0),,,(キーホーク),150.0
14,2005/11/03,名古屋,曇,11,JBCクラシック(G1),,12,6,8,,8.0,10,田中学,55.0,ダ1900,良,,2:03.9,3.0,,12-11-10,,39.3,485(-3),,,タイムパラドックス,
15,2005/10/06,園田,晴,10,姫山菊花賞(G),,12,7,10,,2.0,2,岩田康誠,55.0,ダ1700,稍,,1:49.2,0.0,,3-3-2-2,,,488(+9),,,ヨシノイチバンボシ,175.0
16,2005/08/17,園田,晴,10,摂津盃(G),,12,8,11,,1.0,1,岩田康誠,53.0,ダ1700,良,,1:48.8,-0.1,,2-2-2-1,,,479(+2),,,(セトノグリーン),350.0
17,2005/07/14,園田,晴,10,菊水賞(G),,11,5,5,,1.0,1,岩田康誠,54.0,ダ1700,稍,,1:50.4,-0.9,,2-2-1-1,,,477(-4),,,(ハートランドロバリ),350.0
18,2005/05/04,園田,晴,11,兵庫チャンピオンシッ(G2),,12,7,9,,5.0,4,岩田康誠,55.0,ダ1870,良,,2:02.4,0.7,,5-5-5-5,,,481(-1),,,ドンクール,300.0
19,2005/04/13,園田,曇,11,園田ダービー(G),,11,7,9,,1.0,1,岩田康誠,54.0,ダ1870,重,,2:01.7,-0.6,,4-4-1-1,,,482(+4),,,(ケンエンペラー),600.0
20,2005/03/16,姫路,晴,10,デイリースポーツ社賞,,9,4,4,,1.0,1,岩田康誠,54.0,ダ1500,良,,1:36.4,-0.3,,5-4-3,,,478(-1),,,(ホウヨウソウル),270.0
21,2005/02/16,園田,曇,11,日刊スポーツ新聞社賞,,11,8,11,,1.0,1,岩田康誠,54.0,ダ1400,重,,1:28.8,-0.7,,7-2-1,,,479(+1),,,(ベストタイザン),320.0
22,2005/01/27,園田,曇,9,T1　3歳,,12,3,3,,1.0,1,田中学,54.0,ダ1700,良,,1:52.2,-0.1,,9-9-5-6,,,478(+5),,,(ベストタイザン),75.0
23,2004/12/30,園田,晴,10,園田ジュニアC(G),,12,7,10,,3.0,3,小牧毅,54.0,ダ1700,稍,,1:54.3,1.0,,8-8-7-11,,,473(+1),,,レッドペガサス,75.0
24,2004/11/24,園田,晴,11,兵庫ジュニアグランプ(G3),,12,6,8,,8.0,6,岩田康誠,54.0,ダ1400,良,,1:29.8,1.7,,9-6-5,,,472(-15),,,プライドキム,
25,2004/08/18,園田,晴,5,1組　2歳,,11,7,9,,2.0,1,岩田康誠,54.0,ダ1400,重,,1:29.7,-0.4,,4-2-2,,,487(+2),,,(レッドペガサス),65.0
26,2004/07/13,園田,晴,1,1組　2歳,,6,3,3,,1.0,2,岩田康誠,54.0,ダ820,良,,0:49.6,0.1,,4,,,485(+11),,,ギンガハーバー,13.5
27,2004/06/23,園田,曇,5,ファーストトライ,,8,7,7,,1.0,1,岩田康誠,54.0,ダ820,良,,0:49.7,-1.2,,1,,,474(0),,,(アグネスビュウティ),200.0
