,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2016/06/30,大井,曇,11,武蔵野オープン競走(OP),,11,6,7,68.4,9,8,山崎誠士,57.0,ダ1600,不,**,1:44.1,2.4,**,9-8-9-8,37.6-38.1,39.5,526(-3),,,ゴーディー,
1,2016/05/18,大井,晴,11,大井記念競走(G),,14,5,10,351.7,13,12,山崎誠士,57.0,ダ2000,重,**,2:10.4,3.0,**,13-11-6-9,37.7-38.2,40.7,529(-12),,,ケイアイレオーネ,
2,2016/02/10,大井,晴,11,金盃競走(G),,16,7,14,153.5,13,11,山崎誠士,56.0,ダ2600,良,**,2:54.1,3.9,**,12-12-10-10,38.6-39.6,42.5,541(+10),,,ジャルディーノ,
3,2015/12/31,大井,晴,12,おおとりオープン競走(OP),,10,7,8,25.0,6,6,山崎誠士,57.0,ダ1600,良,**,1:42.3,1.2,**,9-9-9-9,37.5-39.5,38.7,531(+14),,,ジャルディーノ,
4,2015/11/25,大井,雨,11,勝島王冠競走(G),,16,7,14,153.4,13,11,石崎駿,58.0,ダ1800,重,**,1:56.8,2.2,**,12-12-11-11,38.2-39.0,40.0,517(-3),,,ムサシキングオー,
5,2015/11/04,大井,晴,11,マイルグランプリ競走(G),,14,8,14,95.6,10,8,石崎駿,58.0,ダ1600,重,**,1:41.6,2.2,**,14-14-14-13,36.7-38.3,38.2,520(-7),,,ソルテ,
6,2015/09/16,大井,雨,11,東京記念競走(G),,16,4,7,32.2,7,8,石崎駿,56.0,ダ2400,良,**,2:37.2,2.7,**,9-6-8-8,38.3-39.0,41.0,527(-11),,,プレティオラス,
7,2015/07/29,大井,曇,11,サンタアニタトロフィ(G),,15,1,2,233.3,14,4,石崎駿,56.5,ダ1600,良,**,1:39.6,0.8,**,15-15-15-15,36.5-38.3,37.6,538(-2),,,ソルテ,130.0
8,2015/04/07,大井,曇,11,’15ブリリアントカ(OP),,13,4,5,28.2,7,11,石崎駿,58.0,ダ2000,稍,**,2:08.3,2.2,**,7-7-7-7,37.1-39.5,39.9,540(+4),,,ドラゴンエアル,
9,2015/02/04,大井,晴,11,金盃競走(G),,16,1,2,69.7,12,3,石崎駿,57.0,ダ2600,良,**,2:49.4,0.8,**,5-5-4-3,39.0-38.2,38.5,536(0),,,アウトジェネラル,440.0
10,2014/12/29,大井,曇,10,東京大賞典競走(G1),,16,4,8,604.3,15,10,矢野貴之,57.0,ダ2000,重,**,2:06.0,3.0,**,14-14-13-12,36.3-37.0,38.7,536(+6),,,ホッコータルマエ,
