,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/05/17,川崎,晴,11,川崎マイラーズ(G),,10,7,8,3.9,2,7,山崎誠士,58.0,ダ1600,稍,**,1:43.3,0.9,**,7-7-6-6,36.2-40.3,40.4,497(+6),,,アイウォール,
1,2023/03/16,船橋,晴,11,京成盃グランドマイラ(G),,8,1,1,7.3,3,1,山崎誠士,57.0,ダ1600,良,**,1:43.8,-0.5,**,6-6-4-2,37.5-40.5,40.1,491(-6),,,(スマイルウィ),2100.0
2,2023/02/08,船橋,曇,11,報知グランプリC(G),,11,6,6,10.7,3,5,山崎誠士,57.0,ダ1800,良,**,1:57.5,0.8,**,2-2-2-2,38.1-40.5,41.2,497(0),,,ギガキング,60.0
3,2022/12/29,大井,晴,9,東京大賞典競走(G1),,14,1,1,283.1,14,8,山崎誠士,57.0,ダ2000,良,**,2:06.8,1.8,**,10-11-13-13,37.3-37.9,38.0,497(-1),,,ウシュバテソーロ,
4,2022/12/08,大井,晴,11,勝島王冠競走(G),,16,5,10,9.5,5,10,山崎誠士,58.0,ダ1800,不,**,1:53.6,2.0,**,2-2-2-3,36.9-38.1,40.0,498(+6),,,ライトウォーリア,
5,2022/11/02,大井,晴,11,サンタアニタトロフィ(G),,16,1,2,4.1,2,8,山崎誠士,58.0,ダ1600,良,**,1:39.5,1.5,**,13-12-14-13,36.5-37.5,37.4,492(+1),,,スマイルウィ,
6,2022/07/27,大井,晴,11,マイルグランプリ競走(G),,12,8,12,8.6,5,1,山崎誠士,57.0,ダ1600,重,**,1:38.2,-0.2,**,3-3-3-2,36.5-37.9,37.8,491(+2),,,(スマイルウィ),2500.0
7,2022/06/22,船橋,曇,11,短夜賞(OP),,10,2,2,6.4,3,3,山崎誠士,56.0,ダ1800,稍,**,1:55.1,0.9,**,7-7-7-7,37.6-38.9,38.9,489(-1),,,ギガキング,160.0
8,2022/05/18,川崎,晴,11,川崎マイラーズ(G),,14,2,2,12.2,6,2,山崎誠士,57.0,ダ1600,重,**,1:41.2,0.4,**,7-6-7-8,36.2-39.8,38.9,490(+1),,,ファルコンビーク,490.0
9,2022/04/21,大井,雨,11,ブリリアントカップ競(G),,16,5,10,22.8,8,5,山崎誠士,57.0,ダ1800,重,**,1:52.0,0.7,**,9-9-9-11,36.8-37.6,37.7,489(-3),,,ロードゴラッソ,65.0
