,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2006/03/01,大井,雨,11,東京シティ盃(G),,16,5,10,,11,14,水野貴史,58.0,ダ1400,不,,1:27.2,2.2,,8-13-16,35.0-37.7,38.9,448(+8),,,ベルモントファラオ,
1,2005/08/31,大井,曇,10,アフター5スター賞(G),,16,3,5,,4,4,張田京,57.0,ダ1200,稍,,1:12.0,0.4,,8-6,34.5-37.1,36.5,440(-10),,,ロッキーアピール,150.0
2,2005/06/21,浦和,晴,10,テレビ埼玉杯(G),,9,8,9,,2,4,張田京,58.0,ダ1400,良,,1:26.1,0.8,,7-6-5-3,35.4-37.5,37.9,450(-2),,,ブルーローレンス,100.0
3,2005/05/18,浦和,雨,10,さきたま杯(G3),,11,6,7,,7,5,張田京,57.0,ダ1400,良,,1:26.0,0.5,,10-10-6-4,35.2-37.6,37.4,452(+1),,,ニホンピロサート,150.0
4,2005/02/02,大井,晴,11,金盃(G),,16,5,9,,2,1,張田京,57.5,ダ2000,良,,2:05.2,-0.2,,4-4-3-2,35.3-38.0,37.7,451(-1),,,(クールアイバー),3000.0
5,2004/12/23,川崎,晴,10,報知オールスターカッ(G),,12,4,4,,8,2,張田京,58.0,ダ2000,良,,2:08.5,0.1,,7-8-3-2,36.8-39.9,39.8,452(-4),,,ウツミジョーダン,560.0
6,2004/09/08,浦和,晴,10,さきたま杯(G3),,11,1,1,,5,5,張田京,57.0,ダ1400,良,,1:26.0,0.5,,5-5-6-6,35.7-37.4,37.5,456(+5),,,ロッキーアピール,150.0
7,2004/08/18,大井,晴,9,アフター5スター賞(G),,16,4,8,,5,3,石崎隆之,57.0,ダ1200,稍,,1:12.1,0.4,,8-5,35.4-36.3,36.0,451(-3),,,ハタノアドニス,400.0
8,2004/04/08,大井,晴,9,マイルグランプリ(G),,12,7,10,,3,1,張田京,57.0,ダ1600,良,,1:39.7,-0.2,,6-6-3-2,36.8-38.6,38.3,454(+1),,,(トーシンブリザード),4500.0
9,2004/03/17,大井,晴,11,東京シティ盃(G),,16,1,2,,8,1,張田京,58.0,ダ1400,良,,1:24.6,-0.4,,4-4-5,35.8-36.9,36.6,453(-7),,,(ハタノアドニス),2000.0
10,2004/02/04,川崎,晴,10,川崎記念(G1),,11,7,8,,8,10,張田京,56.0,ダ2100,重,,2:17.7,4.9,,4-4-5-8,29.5-39.5,43.0,460(0),,,エスプリシーズ,
11,2003/12/23,名古屋,晴,10,名古屋グランプリ(G2),,12,2,2,,6,6,左海誠二,56.0,ダ2500,重,,2:42.3,1.0,,,,,460(-2),,,リージェントブラフ,
