,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/09/24,4中山7,晴,11,産経賞オールカマー(G2),,15,1,1,342.1,14,8,丹内祐次,57,芝2200,良,**,2:12.7,0.7,**,13-13-13-13,36.0-35.5,34.8,484(+8),,,ローシャムパーク,
1,2023/07/16,2函館6,曇,11,函館記念(G3),,16,3,6,63.7,16,15,勝浦正樹,55,芝2000,稍,**,2:05.0,3.6,**,8-7-7-11,35.4-36.6,39.4,476(-2),,,ローシャムパーク,
2,2023/05/07,1新潟4,雨,11,新潟大賞典(G3),,16,5,9,29.3,11,11,勝浦正樹,55,芝2000,不,**,2:06.6,2.8,**,5-5,35.9-36.5,38.7,478(+2),,,カラテ,
3,2023/04/16,1福島4,晴,11,福島民報杯(L),,14,6,9,4.6,3,6,丹内祐次,55,芝2000,稍,**,2:02.3,0.7,**,6-4-6-5,35.5-35.9,36.2,476(0),,,カレンルシェルブル,
4,2023/02/19,2小倉4,晴,11,小倉大賞典(G3),,16,7,14,6.9,3,4,丹内祐次,55,芝1800,重,**,1:49.9,0.2,**,7-7-6-7,36.5-37.0,35.9,476(-10),,,ヒンドゥタイムズ,650.0
5,2022/12/18,5中山6,晴,11,ディセンバーS(L),,16,6,12,9.5,5,5,丹内祐次,56,芝1800,稍,**,1:48.6,0.2,**,12-12-12-11,36.1-37.5,35.6,486(+6),,,ショウナンマグマ,260.0
6,2022/09/18,4中山4,雨,10,レインボーS(3勝クラス),,15,7,12,22.4,10,1,丹内祐次,54,芝1800,重,**,1:49.9,-0.2,**,11-12-12-11,36.3-36.4,35.3,480(+12),,,(アナゴサン),1873.6
7,2022/06/19,3阪神2,晴,9,三木特別(2勝クラス),,11,6,6,66.6,10,1,荻野極,57,芝1800,良,**,1:46.4,0.0,**,3-3,35.4-35.5,34.9,468(-10),,,(ヴァンルーラー),1533.8
8,2022/03/26,3中山1,曇,12,4歳以上2勝クラス,,16,2,4,26.7,8,16,大野拓弥,57,ダ1800,稍,**,1:58.3,4.9,**,5-5-9-13,36.1-38.1,42.3,478(-4),,,シュルードアイズ,
9,2022/02/27,2中山2,晴,12,4歳以上2勝クラス,,15,6,11,21.8,5,11,大野拓弥,56,ダ1800,良,**,1:57.4,2.3,**,5-5-5-7,37.9-39.6,41.5,482(-8),,,ロンコーネ,
10,2021/10/03,4中山9,晴,8,3歳以上2勝クラス,,16,3,5,15.8,7,7,大野拓弥,55,ダ1800,稍,**,1:53.6,1.2,**,11-11-11-13,35.8-38.8,37.9,490(+4),,,エマージングロール,
11,2021/07/14,大井,曇,11,ジャパンダートダービ(G1),,13,6,8,48.3,9,9,大野拓弥,56,ダ2000,稍,**,2:07.2,1.3,**,12-12-11-10,35.6-38.1,38.2,486(+2),,,キャッスルトップ,
12,2021/06/13,3東京4,曇,9,八王子特別(2勝クラス),,16,6,11,7.3,4,14,大野拓弥,54,ダ2100,良,**,2:15.0,4.2,**,14-15-15-14,31.3-37.2,39.0,484(0),,,リキサンダイオー,
13,2021/04/11,3中山6,晴,6,3歳1勝クラス,,9,1,1,4.3,3,1,大野拓弥,56,ダ1800,良,**,1:55.1,-0.1,**,6-7-8-7,38.2-36.9,36.3,484(0),,,(キタノリューオー),730.0
14,2021/03/14,2中山6,晴,6,3歳1勝クラス,,16,5,9,12.5,4,7,北村宏司,56,ダ1800,重,**,1:54.4,0.6,**,11-12-11-11,37.3-38.8,38.0,484(-4),,,ディールクルム,
15,2021/01/05,1中山1,晴,2,3歳未勝利,,16,8,16,22.7,6,1,大野拓弥,56,ダ1800,良,**,1:56.5,-0.3,**,14-12-9-7,37.7-39.3,38.5,488(+2),,,(アメリカンエール),510.0
16,2020/11/29,5東京9,曇,6,2歳新馬,,13,5,7,25.7,7,10,横山典弘,55,芝1800,良,**,1:51.8,1.0,**,6-9-11,38.4-34.2,34.0,486(0),,,アビッグチア,
