,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2021/12/24,大井,晴,9,金盃トライアル競走(OP),,10,6,6,70.7,9,10,西啓太,57,ダ2600,稍,**,3:00.4,10.8,**,7-6-10-10,38.3-39.3,47.5,499(+7),,,ウラノメトリア,
1,2021/12/08,大井,雨,11,勝島王冠競走(G),,16,2,4,554.3,16,15,藤本現暉,57,ダ1800,不,**,1:58.4,5.3,**,13-12-14-14,37.7-38.9,42.8,492(-3),,,コズミックフォース,
2,2021/11/02,大井,晴,11,サンタアニタトロフィ(G),,14,1,1,177.7,13,14,藤本現暉,57,ダ1600,重,**,1:43.8,3.7,**,13-12-14-13,36.1-39.7,41.4,495(0),,,トロヴァオ,
3,2021/10/11,川崎,晴,11,富士見OP(OP),,12,4,4,15.6,6,6,和田譲治,57,ダ2100,良,**,2:19.0,2.3,**,5-5-4-5,30.5-39.0,40.5,495(-3),,,サトノプライム,
4,2021/09/08,大井,雨,11,東京記念競走(G),,16,4,7,45.9,13,9,西啓太,56,ダ2400,重,**,2:38.2,1.2,**,5-5-8-7,39.6-40.2,41.0,498(+8),,,フレッチャビアンカ,
5,2021/08/04,大井,晴,11,東京記念トライアル競(OP),,12,7,9,34.0,9,5,西啓太,57,ダ2400,良,**,2:36.6,0.6,**,3-3-3-5,38.8-39.2,39.6,490(+5),,,サトノプライム,61.0
6,2021/04/13,大井,曇,11,ブリリアントカップ競(G),,16,6,11,157.2,14,12,矢野貴之,57,ダ1800,良,**,1:54.7,2.0,**,12-12-11-16,36.7-38.9,39.7,485(-7),,,フィアットルクス,
7,2021/03/25,大井,雨,11,隅田川オープン競走(OP),,11,1,1,13.4,5,6,矢野貴之,57,ダ1600,稍,**,1:41.5,1.4,**,7-7-6-6,38.3-37.1,38.1,492(0),,,ワークアンドラブ,
8,2021/02/17,大井,晴,11,金盃競走(G),,15,1,1,33.2,9,6,矢野貴之,56,ダ2600,稍,**,2:48.5,2.4,**,13-13-12-9,37.7-37.8,38.9,492(-7),,,マンガン,
9,2020/12/24,大井,曇,8,金盃トライアル競走(OP),,16,8,15,5.2,3,7,西啓太,57,ダ2600,良,**,2:52.2,1.0,**,5-5-3-2,38.8-40.3,40.9,499(-2),,,シュプレノン,
10,2020/12/09,大井,曇,11,勝島王冠競走(G),,16,7,13,100.6,10,15,西啓太,57,ダ1800,良,**,1:55.0,2.9,**,10-11-4-6,37.3-37.7,40.2,501(+1),,,カジノフォンテン,
11,2020/11/03,大井,曇,10,JBCクラシック競走(G1),,15,3,4,686.2,12,12,西啓太,57,ダ2000,稍,**,2:05.4,2.9,**,5-6-7-8,36.5-37.3,39.1,500(+7),,,クリソベリル,
