,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
0,2023/10/01,盛岡,曇,11.0,ダービーグランプリ(G),,7,6.0,6,10.2,3,2,吉原寛人,56,ダ2000,不,**,2:03.2,0.2,**,2-2-2-2,0.0-36.7,36.8,484(+1),,,ミックファイア,1050.0
1,2023/09/14,川崎,晴,11.0,戸塚記念(G),,12,6.0,8,4.9,3,2,安藤洋一,56,ダ2100,良,**,2:17.9,1.3,**,6-6-4-2,31.2-38.6,39.3,483(-9),,,ヒーローコール,1050.0
2,2023/08/16,大井,曇,10.0,黒潮盃競走(G),,14,2.0,2,2.2,1,2,Ｒ．クア,56,ダ1800,不,**,1:52.4,0.3,**,2-2-4-3,37.8-37.2,37.2,492(0),,,ヒーローコール,630.0
3,2023/05/06,チャーチ,,,ケンタッキーダービー(G1),,20,,22,11.9,6,12,木村和士,57,ダ2000,,,,,,,,,計不,,,,
4,2023/04/08,サンタア,,,サンタアニタダービー(G1),,8,,8,,4,2,木村和士,56,ダ1800,良,,,,,,,,計不,,,,
5,2023/02/23,大井,晴,11.0,雲取賞競走(G),,10,2.0,2,3.2,2,2,矢野貴之,57,ダ1800,良,**,1:54.6,0.2,**,4-3-4-3,39.1-37.6,37.5,485(-3),,,ヒーローコール,420.0
6,2022/11/16,大井,晴,11.0,ハイセイコー記念競走(G),,10,8.0,9,4.6,3,1,矢野貴之,55,ダ1600,良,**,1:41.7,-0.1,**,7-6-2-2,38.8-38.3,38.0,488(+3),,,(ポリゴンウェイヴ),2200.0
7,2022/10/06,大井,雨,4.0,2歳　155.,,10,2.0,2,1.5,1,1,矢野貴之,56,ダ1600,重,**,1:42.9,-0.2,**,4-4-4-4,39.5-38.0,37.8,485(+14),,,(リコールガー),210.0
8,2022/06/29,大井,晴,4.0,2歳　60万円,,8,3.0,3,1.7,1,1,矢野貴之,54,ダ1400,良,**,1:28.6,-0.7,**,3-4-3,37.6-38.4,38.2,471(-1),,,(ササキンダリア),210.0
9,2022/06/09,大井,晴,3.0,2歳　新馬(新馬),,8,2.0,2,3.3,1,1,矢野貴之,54,ダ1200,重,**,1:15.4,-1.8,**,5-5,36.6-38.8,38.2,472(0),,,(ベリーズフレイバー),240.0
